NUM,W1,W2,W3,W4,W5,L1,L2,L3,L4,L5,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W6,L6
1601,6801.28150525926,295.916448103071,6816.99925407157,294.535690601026,6813.79036174497,4.71373500121828,12.2902485670533,10.197575646103,13.6796520888524,4.93170210210078,0.974,-0.216,0.46,-0.88,-0.397,-0.903,-0.969,-0.178,-0.436,0.734,0.24,0.365,0.192,0.07,0.112,-0.004,0.069,-0.022,0.046,-0.026,0.033,-0.027,0.026,-0.029,0.022,-0.033,0.021,-0.041,0.02,-0.057,0.019,-0.085,0.0,0.0
1602,6802.95334801515,294.244257533581,6818.30331095678,308.352673644235,6801.9066290141,3.29820562602514,8.53157191741318,14.3038076997737,8.59500490108181,1.49652330191233,0.983,-0.175,0.631,-0.765,-0.035,-0.973,-0.665,-0.641,-0.797,0.037,-0.402,0.434,-0.044,0.394,0.095,0.248,0.126,0.14,0.123,0.075,0.114,0.036,0.108,0.011,0.108,-0.008,0.119,-0.031,0.155,-0.075,0.231,-0.191,0.0,0.0
1603,6805.81259994803,298.891210516193,6802.44232276788,304.575719538094,6804.28259157332,3.09046291309352,14.2720213548317,8.45978622684972,13.3763255809755,2.90054693697714,0.978,-0.197,0.544,-0.822,-0.207,-0.958,-0.875,-0.46,-0.729,0.472,-0.007,0.524,0.168,0.23,0.148,0.084,0.112,0.023,0.085,-0.003,0.068,-0.017,0.058,-0.026,0.053,-0.035,0.053,-0.048,0.057,-0.071,0.062,-0.105,0.0,0.0
1604,6817.94602732481,292.424875861706,6810.84863803325,294.228126143156,6813.66353243435,1.49068043059472,14.0299253097864,11.1613100546244,8.7791601864437,1.45251090572775,0.983,-0.176,0.628,-0.768,-0.052,-0.982,-0.703,-0.598,-0.727,0.102,-0.328,0.374,-0.062,0.323,0.049,0.224,0.087,0.147,0.099,0.095,0.102,0.06,0.104,0.035,0.109,0.014,0.12,-0.007,0.142,-0.038,0.171,-0.08,0.0,0.0
1605,6802.6256357145,301.292036353154,6803.00162337007,294.748061354486,6814.03288029613,3.17849455623085,6.06307007581384,6.69596222390064,9.5089015449051,1.09135701714596,0.99,-0.13,0.791,-0.604,0.376,-0.912,-0.138,-0.96,-0.603,-0.733,-0.887,-0.275,-0.814,0.302,-0.348,0.613,0.043,0.487,0.166,0.279,0.169,0.144,0.144,0.07,0.118,0.03,0.097,0.007,0.081,-0.006,0.072,-0.013,0.0,0.0
1606,6813.84169446455,294.628884482558,6815.5311448946,304.479854662027,6814.85625894869,2.99167986577045,9.46933837145631,7.52970048197931,9.04510588135525,1.28701395610977,0.988,-0.146,0.74,-0.664,0.244,-0.96,-0.353,-0.926,-0.847,-0.501,-0.875,0.209,-0.358,0.57,0.023,0.436,0.134,0.248,0.14,0.13,0.122,0.065,0.102,0.029,0.085,0.008,0.073,-0.004,0.064,-0.013,0.059,-0.018,0.0,0.0
1607,6801.01524662631,295.394558880339,6818.64933269417,300.916113825747,6810.44112040522,1.6887346625404,7.91692561782465,9.90045730229919,9.60464295218664,2.22724150182353,0.987,-0.151,0.722,-0.687,0.185,-0.976,-0.447,-0.874,-0.858,-0.34,-0.711,0.282,-0.269,0.477,0.008,0.369,0.106,0.229,0.124,0.132,0.116,0.072,0.103,0.036,0.091,0.014,0.082,-0.001,0.077,-0.012,0.075,-0.02,0.0,0.0
1608,6817.67890591766,298.686837048367,6802.13931697409,300.182336286587,6812.76373417004,3.81754816396288,14.3346800707719,12.1945228460557,6.46297198158179,2.66394198525627,0.98,-0.188,0.576,-0.81,-0.17,-0.959,-0.77,-0.476,-0.715,0.233,-0.23,0.488,0.081,0.342,0.154,0.168,0.141,0.068,0.115,0.017,0.094,-0.008,0.081,-0.024,0.075,-0.037,0.076,-0.055,0.087,-0.09,0.104,-0.156,0.0,0.0
1609,6802.12784823664,291.933517346392,6817.66675716671,297.15813870953,6809.35717773154,1.474455256137,14.4238934044576,9.55312325380478,11.3469491696987,4.39793979877929,0.979,-0.194,0.553,-0.819,-0.194,-0.955,-0.841,-0.472,-0.733,0.412,-0.052,0.511,0.142,0.244,0.138,0.101,0.11,0.038,0.087,0.008,0.071,-0.008,0.062,-0.019,0.058,-0.029,0.057,-0.041,0.06,-0.062,0.063,-0.091,0.0,0.0
1610,6806.98687789179,292.299574168945,6806.85364830375,307.526092694081,6817.28243526266,2.49441926797672,8.87288210318728,13.229479582513,11.9827796587601,1.72727049285483,0.982,-0.183,0.6,-0.793,-0.121,-0.973,-0.747,-0.524,-0.71,0.184,-0.265,0.424,0.007,0.325,0.097,0.197,0.114,0.111,0.109,0.06,0.102,0.028,0.098,0.007,0.099,-0.011,0.109,-0.033,0.136,-0.071,0.182,-0.146,0.0,0.0
1611,6818.62117546678,300.318458983989,6816.87288129118,305.289858763418,6815.35994320166,1.49485194664368,10.3974144393369,11.2383193987441,14.1433427430728,1.77953711088315,0.981,-0.184,0.598,-0.792,-0.123,-0.981,-0.781,-0.51,-0.676,0.229,-0.226,0.397,0.001,0.292,0.077,0.185,0.097,0.114,0.099,0.069,0.097,0.039,0.098,0.018,0.102,-0.001,0.114,-0.023,0.138,-0.058,0.17,-0.113,0.0,0.0
1612,6814.35816935134,296.298473271992,6818.70288810271,304.958851245284,6802.01646662961,2.61408845170268,5.14029739786079,10.0746607362664,14.568164182392,1.09509607117681,0.986,-0.16,0.682,-0.719,0.085,-0.953,-0.485,-0.731,-0.724,-0.247,-0.611,0.192,-0.315,0.401,-0.051,0.384,0.09,0.276,0.14,0.173,0.149,0.1,0.145,0.051,0.14,0.016,0.14,-0.014,0.145,-0.048,0.152,-0.085,0.0,0.0
1613,6801.39492892903,299.552019678915,6804.42957163576,301.397371300969,6806.14640185774,2.57901143699429,5.13522202452787,13.614475250365,11.4418790640247,3.69126432409772,0.983,-0.176,0.626,-0.767,-0.042,-0.968,-0.658,-0.631,-0.791,0.015,-0.442,0.433,-0.055,0.44,0.127,0.277,0.162,0.139,0.147,0.056,0.124,0.012,0.106,-0.013,0.095,-0.031,0.093,-0.049,0.103,-0.079,0.124,-0.128,0.0,0.0
1614,6811.98454345379,293.843864041476,6802.51595243035,302.353175123398,6801.87705657045,2.75618080202847,12.9591882428787,8.47652089986744,7.9710453981708,2.24539687323631,0.985,-0.165,0.673,-0.731,0.07,-0.984,-0.58,-0.78,-0.906,-0.136,-0.575,0.473,-0.07,0.496,0.128,0.29,0.152,0.142,0.132,0.062,0.107,0.021,0.088,-0.001,0.075,-0.014,0.066,-0.024,0.062,-0.033,0.062,-0.041,0.0,0.0
1615,6807.63742778915,298.760403140958,6814.14467146218,297.732312522544,6803.56799558528,4.24992919481095,10.2113815677209,7.15502734142578,10.5599552110118,2.38425235170318,0.985,-0.165,0.671,-0.732,0.07,-0.982,-0.567,-0.8,-0.968,-0.196,-0.685,0.602,0.053,0.601,0.224,0.249,0.179,0.08,0.126,0.016,0.089,-0.009,0.065,-0.019,0.05,-0.024,0.041,-0.026,0.034,-0.029,0.031,-0.031,0.0,0.0
1616,6818.59269659458,304.955042264007,6805.72390391994,303.092430490292,6810.43012366509,4.14032359683272,8.60702347151023,7.48002730934124,11.7231233693165,2.55059722212577,0.985,-0.165,0.673,-0.732,0.071,-0.981,-0.559,-0.794,-0.942,-0.213,-0.72,0.555,0.019,0.638,0.236,0.271,0.191,0.084,0.133,0.014,0.093,-0.012,0.067,-0.022,0.051,-0.026,0.041,-0.029,0.035,-0.031,0.031,-0.034,0.0,0.0
1617,6806.72593368201,303.062920466544,6814.39550733714,308.500000118685,6804.66618221003,2.68911842689203,6.97939099662845,15.5515057477583,11.8162198046977,3.56970099908661,0.979,-0.195,0.548,-0.823,-0.216,-0.939,-0.788,-0.411,-0.663,0.287,-0.174,0.472,0.093,0.312,0.15,0.155,0.139,0.065,0.119,0.018,0.104,-0.009,0.099,-0.029,0.106,-0.054,0.14,-0.115,0.116,-0.627,-0.335,0.108,0.0,0.0
1618,6817.61398785149,304.384274053353,6813.99541669337,310.870007479599,6806.41727799034,2.04135771007229,13.8047991531644,8.65783903499655,7.45986717326802,1.83611709330392,0.985,-0.161,0.687,-0.716,0.105,-0.977,-0.531,-0.796,-0.854,-0.199,-0.602,0.357,-0.179,0.456,0.046,0.328,0.118,0.2,0.128,0.114,0.12,0.061,0.109,0.028,0.101,0.006,0.096,-0.011,0.096,-0.028,0.1,-0.044,0.0,0.0
1619,6803.99824414309,294.416410569761,6801.19885336371,300.366923577966,6818.47629390538,4.88573823012679,12.6381944195716,14.7028606626378,10.6289611606659,2.87312567498573,0.974,-0.216,0.455,-0.883,-0.422,-0.889,-0.915,-0.09,-0.352,0.559,0.109,0.347,0.155,0.13,0.12,0.037,0.089,0.001,0.069,-0.016,0.058,-0.026,0.054,-0.036,0.058,-0.053,0.075,-0.1,0.073,-0.427,-0.323,0.2,0.0,0.0
1620,6815.02538917352,307.568364882574,6816.40441456323,298.125045926675,6804.60249053302,3.20543589943517,11.5840572268612,7.92126907851803,13.4057585377802,3.888284363863,0.98,-0.188,0.58,-0.802,-0.135,-0.971,-0.795,-0.577,-0.908,0.303,-0.116,0.676,0.213,0.296,0.181,0.088,0.124,0.015,0.086,-0.011,0.063,-0.022,0.049,-0.027,0.04,-0.031,0.036,-0.036,0.034,-0.044,0.034,-0.055,0.0,0.0
1621,6808.10564414727,301.183047171667,6805.93752027719,298.392784570824,6809.45204763227,1.55978091746975,14.8149887850197,13.0479143833199,14.8527584305048,4.85116155780971,0.971,-0.229,0.396,-0.908,-0.532,-0.83,-0.868,0.142,-0.147,0.491,0.106,0.24,0.117,0.099,0.097,0.038,0.08,0.009,0.07,-0.008,0.066,-0.021,0.07,-0.038,0.083,-0.069,0.11,-0.157,-0.034,-0.579,-0.769,0.065,0.0,0.0
1622,6811.9486514377,305.938913523641,6801.55163778363,296.478495031686,6804.62334127763,2.11739596706113,6.24264984352205,13.2139880256635,12.2716406539928,3.15861288774012,0.983,-0.178,0.619,-0.777,-0.071,-0.972,-0.692,-0.593,-0.762,0.08,-0.368,0.43,-0.03,0.385,0.106,0.241,0.135,0.131,0.128,0.064,0.114,0.024,0.104,-0.0004749,0.099,-0.019,0.103,-0.039,0.12,-0.071,0.15,-0.126,0.0,0.0
1623,6806.4419740314,307.439489179317,6815.4586976031,307.40305347849,6808.45616772175,1.64719553569624,6.38186979794044,13.3399355057527,13.4857108328367,3.2904515010619,0.982,-0.182,0.603,-0.791,-0.115,-0.968,-0.726,-0.527,-0.704,0.147,-0.298,0.407,-0.019,0.339,0.09,0.218,0.118,0.128,0.118,0.071,0.113,0.034,0.111,0.009,0.114,-0.012,0.13,-0.039,0.169,-0.094,0.233,-0.217,0.0,0.0
1624,6813.37610230348,310.207702824374,6802.00252912328,292.819124721866,6815.1102397712,1.37721308014511,5.28152025680383,7.0678339962643,6.69718896493005,3.3084380445397,0.992,-0.119,0.827,-0.557,0.478,-0.873,0.014,-0.993,-0.467,-0.875,-0.843,-0.505,-0.939,0.052,-0.628,0.526,-0.162,0.604,0.105,0.425,0.179,0.245,0.173,0.128,0.146,0.061,0.119,0.024,0.096,0.003,0.083,-0.007,0.0,0.0
1625,6815.63688693011,309.801733283051,6815.25290679617,308.913619396557,6806.20553016911,4.83591289095262,12.9391680567569,10.6349848944053,7.82851371994421,4.406656710548,0.98,-0.193,0.562,-0.821,-0.195,-0.967,-0.828,-0.485,-0.824,0.346,-0.086,0.673,0.253,0.275,0.192,0.055,0.119,-0.009,0.075,-0.026,0.051,-0.03,0.038,-0.031,0.03,-0.033,0.025,-0.036,0.023,-0.044,0.023,-0.054,0.0,0.0
1626,6813.78740795953,290.467579259932,6801.79276054221,296.732183553023,6805.44348002052,2.52346319943817,7.80833319717297,7.8995032549231,11.8925889153779,3.51097077245153,0.985,-0.161,0.686,-0.72,0.102,-0.984,-0.54,-0.819,-0.929,-0.227,-0.693,0.48,-0.077,0.587,0.175,0.315,0.181,0.129,0.141,0.043,0.105,0.005,0.079,-0.012,0.062,-0.021,0.051,-0.026,0.045,-0.03,0.041,-0.034,0.0,0.0
1627,6818.30451101763,292.350699199774,6815.26921900327,303.691609266064,6816.96984276906,2.12150428959695,10.879223410138,14.3951530960036,13.4424002526097,2.5130505409979,0.977,-0.205,0.507,-0.856,-0.334,-0.92,-0.84,-0.206,-0.455,0.388,-0.054,0.359,0.081,0.214,0.107,0.116,0.104,0.059,0.097,0.026,0.093,0.005,0.097,-0.014,0.112,-0.04,0.154,-0.097,0.238,-0.418,-0.692,-0.189,0.0,0.0
1628,6803.45429940295,307.712784715146,6816.37253698455,298.76266993961,6817.88222414281,2.36823646576171,12.5771820291996,15.6509330128231,13.2977477657429,2.95408128549351,0.973,-0.221,0.432,-0.896,-0.478,-0.846,-0.821,0.013,-0.283,0.44,0.04,0.3,0.11,0.152,0.11,0.071,0.098,0.029,0.09,0.004,0.089,-0.015,0.1,-0.039,0.137,-0.092,0.216,-0.428,-0.375,0.106,-0.17,0.115,0.0,0.0
1629,6807.41820046121,292.795373998875,6812.95367091466,300.238130995565,6814.89660128764,3.14816202990315,13.676021559777,9.2150632119537,10.3776276260134,3.35560583187002,0.98,-0.188,0.58,-0.805,-0.146,-0.974,-0.808,-0.548,-0.84,0.321,-0.125,0.602,0.172,0.295,0.167,0.105,0.123,0.028,0.09,-0.003,0.068,-0.016,0.054,-0.024,0.046,-0.029,0.042,-0.036,0.042,-0.047,0.043,-0.061,0.0,0.0
1630,6817.02126880399,296.59304467153,6817.34251887656,296.389084184626,6813.58276236693,2.8044044037075,8.74641615527474,14.4422356058305,6.79886523833909,2.33288055125849,0.984,-0.17,0.649,-0.747,0.015,-0.97,-0.606,-0.699,-0.822,-0.073,-0.511,0.407,-0.105,0.451,0.095,0.303,0.146,0.169,0.144,0.085,0.129,0.036,0.117,0.006,0.111,-0.015,0.117,-0.037,0.143,-0.077,0.199,-0.167,0.0,0.0
1631,6816.79949277606,292.538574415559,6809.36839077149,297.59606565478,6809.51468409113,1.23450800699032,11.5731361511985,14.7803917478555,7.88804784854649,4.46882940434062,0.98,-0.192,0.558,-0.816,-0.19,-0.934,-0.758,-0.452,-0.696,0.254,-0.189,0.473,0.078,0.304,0.13,0.156,0.123,0.075,0.108,0.032,0.098,0.008,0.094,-0.011,0.1,-0.03,0.124,-0.065,0.193,-0.2,-0.349,-0.703,0.0,0.0
1632,6817.32246398656,290.973429692295,6812.14563700917,306.321806044933,6813.56254140671,2.31695414331359,5.0350705458355,13.292849058972,10.7261881329272,1.45488673378413,0.986,-0.16,0.687,-0.715,0.098,-0.958,-0.487,-0.747,-0.738,-0.245,-0.604,0.201,-0.305,0.39,-0.058,0.369,0.075,0.272,0.127,0.179,0.141,0.11,0.142,0.063,0.142,0.029,0.148,0.002,0.166,-0.03,0.196,-0.067,0.0,0.0
1633,6810.87645515564,295.3186343302,6804.35484984815,301.800943595046,6812.26477827633,1.90415515447593,12.5526172989076,11.5960021918466,6.07141127376936,1.75516160998681,0.985,-0.164,0.674,-0.731,0.057,-0.975,-0.564,-0.722,-0.775,-0.133,-0.526,0.303,-0.193,0.393,0.007,0.313,0.092,0.211,0.118,0.133,0.121,0.079,0.118,0.043,0.115,0.018,0.117,-0.004,0.126,-0.026,0.141,-0.05,0.0,0.0
1634,6812.49997767171,292.176586441229,6818.38495022036,308.485754755795,6815.64727777214,2.57046710687323,12.3462115844764,14.6621903874485,13.8815810877215,1.7645811983818,0.975,-0.213,0.469,-0.876,-0.413,-0.884,-0.825,-0.08,-0.354,0.401,-0.015,0.316,0.084,0.183,0.101,0.1,0.099,0.052,0.095,0.023,0.096,0.002,0.105,-0.02,0.133,-0.056,0.203,-0.17,-0.328,-0.826,-0.434,0.075,0.0,0.0
1635,6803.46220261376,299.434225560197,6808.74719670522,294.980370063584,6813.08137920923,4.44140073689351,11.562350930753,11.5844887331765,7.96213322424981,3.32786040596374,0.981,-0.186,0.588,-0.802,-0.137,-0.98,-0.798,-0.553,-0.84,0.275,-0.18,0.615,0.177,0.329,0.183,0.112,0.132,0.024,0.092,-0.008,0.067,-0.021,0.052,-0.027,0.043,-0.031,0.038,-0.036,0.037,-0.045,0.038,-0.057,0.0,0.0
1636,6802.19397091515,290.244116078662,6808.20240656479,293.533472357829,6816.14909725287,1.89461456180996,11.1355080602106,7.98159155289591,10.1821632439079,2.72987034319104,0.985,-0.162,0.683,-0.719,0.102,-0.982,-0.548,-0.823,-0.943,-0.19,-0.615,0.493,-0.068,0.509,0.126,0.289,0.146,0.141,0.126,0.064,0.102,0.025,0.084,0.003,0.07,-0.009,0.062,-0.018,0.056,-0.025,0.054,-0.031,0.0,0.0
1637,6816.29871208836,295.829731818599,6813.09467576438,294.396443542401,6814.36427380157,3.8619222087708,11.4457471796567,13.8053576151552,14.2556455060151,2.5716996434056,0.974,-0.217,0.452,-0.884,-0.428,-0.88,-0.891,-0.072,-0.337,0.519,0.081,0.334,0.139,0.14,0.117,0.05,0.091,0.011,0.074,-0.009,0.065,-0.021,0.063,-0.034,0.068,-0.053,0.085,-0.1,0.103,-0.308,-0.733,-0.202,0.0,0.0
1638,6809.55515406544,306.064432649135,6805.05475943063,307.918062057281,6804.78448870158,2.48708842034931,12.942428792962,10.6199898805438,9.50024496396248,4.91265107612256,0.98,-0.191,0.566,-0.817,-0.18,-0.963,-0.818,-0.506,-0.82,0.357,-0.076,0.609,0.194,0.269,0.167,0.085,0.118,0.016,0.083,-0.009,0.062,-0.02,0.049,-0.026,0.042,-0.031,0.038,-0.037,0.037,-0.048,0.039,-0.062,0.0,0.0
1639,6807.86152950191,292.121367349854,6810.78164868484,291.48122431479,6814.33493382139,2.22345947171979,8.58002091696353,7.5411483460807,12.5074564583582,3.31593747865986,0.985,-0.163,0.679,-0.724,0.09,-0.981,-0.552,-0.81,-0.939,-0.197,-0.648,0.507,-0.051,0.551,0.161,0.293,0.167,0.128,0.134,0.048,0.103,0.011,0.081,-0.008,0.066,-0.018,0.056,-0.024,0.05,-0.03,0.048,-0.036,0.0,0.0
1640,6808.31657833831,290.755862765102,6814.10491966979,295.623797729736,6817.51867293687,2.354837363431,8.69980278466869,8.05726208081192,9.46266523711082,4.97072297037527,0.985,-0.163,0.681,-0.726,0.089,-0.987,-0.554,-0.818,-0.963,-0.224,-0.723,0.568,0.021,0.632,0.231,0.268,0.187,0.083,0.129,0.014,0.089,-0.011,0.064,-0.02,0.048,-0.024,0.037,-0.026,0.031,-0.027,0.027,-0.028,0.0,0.0
1641,6802.60498462506,302.084262521295,6801.35678154174,303.389665970957,6804.02197564633,2.68583031596287,11.6619909562401,13.9763703569527,10.5957808292202,2.62743038911962,0.979,-0.197,0.54,-0.836,-0.257,-0.949,-0.844,-0.342,-0.582,0.377,-0.086,0.427,0.099,0.248,0.125,0.122,0.113,0.054,0.097,0.019,0.086,-0.002,0.081,-0.018,0.084,-0.034,0.1,-0.063,0.147,-0.148,0.151,-0.531,0.0,0.0
1642,6807.19800345088,310.635615251139,6806.02563231465,298.049605655094,6812.72707279212,3.04452433425811,9.07277601922394,6.59296998027647,6.32312642006268,1.67892109607399,0.99,-0.13,0.792,-0.605,0.38,-0.919,-0.146,-0.981,-0.647,-0.746,-0.938,-0.227,-0.788,0.38,-0.283,0.621,0.073,0.463,0.176,0.258,0.172,0.128,0.143,0.057,0.114,0.019,0.092,-0.001,0.075,-0.012,0.065,-0.017,0.0,0.0
1643,6818.9261667823,306.42486234735,6808.77706048148,308.988046924229,6806.60278163108,2.58585078589226,14.3693797716405,8.99748529914545,10.2350904300644,1.11795698682701,0.982,-0.175,0.633,-0.76,-0.02,-0.987,-0.708,-0.674,-0.834,0.117,-0.325,0.464,-0.008,0.351,0.089,0.212,0.107,0.124,0.104,0.071,0.098,0.039,0.093,0.017,0.091,0.0002279,0.095,-0.016,0.106,-0.038,0.122,-0.065,0.0,0.0
1644,6818.63329487771,291.979622481846,6810.27835694988,308.683871693337,6818.30801319057,1.18438825182397,9.84358304942884,15.3078422180632,13.1584184006245,2.83810482503036,0.978,-0.2,0.524,-0.845,-0.301,-0.924,-0.804,-0.25,-0.482,0.323,-0.11,0.345,0.041,0.233,0.087,0.145,0.099,0.089,0.102,0.054,0.108,0.029,0.122,0.007,0.158,-0.024,0.261,-0.126,-0.296,-0.892,-0.378,-0.008,0.0,0.0
1645,6804.61169495662,301.651365060631,6807.87318619194,309.359185240159,6807.75791087425,3.03184080192061,10.9405447081762,12.5345387243415,9.43629484763139,3.71409400177438,0.98,-0.188,0.579,-0.809,-0.159,-0.974,-0.81,-0.517,-0.788,0.31,-0.149,0.564,0.149,0.305,0.164,0.119,0.127,0.036,0.095,0.001,0.073,-0.015,0.06,-0.024,0.052,-0.031,0.05,-0.04,0.053,-0.056,0.061,-0.08,0.0,0.0
1646,6813.2131226058,309.459924556036,6812.38417165714,296.592239485253,6807.2637886853,2.03671752568406,8.81166730573336,8.49159719433067,12.9867370660062,2.84046695411739,0.984,-0.167,0.665,-0.737,0.053,-0.986,-0.608,-0.767,-0.916,-0.083,-0.517,0.502,-0.036,0.467,0.127,0.264,0.143,0.13,0.124,0.059,0.103,0.021,0.086,0.0003055,0.074,-0.013,0.067,-0.023,0.064,-0.033,0.065,-0.042,0.0,0.0
1647,6812.89299770493,298.554029921969,6814.28105533921,298.019927606835,6813.52009921445,2.36532552918348,9.85693152044582,15.8104838092932,11.7318312107465,2.2646464916268,0.978,-0.2,0.523,-0.844,-0.29,-0.923,-0.808,-0.283,-0.526,0.337,-0.108,0.385,0.068,0.249,0.112,0.14,0.114,0.074,0.109,0.035,0.107,0.009,0.114,-0.013,0.14,-0.047,0.23,-0.164,-0.664,-0.365,-0.232,0.067,0.0,0.0
1648,6810.23685304481,306.834362170043,6801.53720664192,307.984406236753,6801.9464574169,2.36144784024304,6.84347565694375,14.0771117318229,10.1071103810003,4.51501921756809,0.982,-0.182,0.602,-0.786,-0.092,-0.972,-0.736,-0.593,-0.821,0.16,-0.305,0.536,0.074,0.389,0.163,0.19,0.15,0.077,0.121,0.022,0.098,-0.006,0.083,-0.022,0.076,-0.035,0.078,-0.051,0.092,-0.086,0.123,-0.164,0.0,0.0
1649,6805.25970634379,293.807886815003,6815.77630208126,302.509481613088,6816.65082857785,4.01976233519174,11.8964009574412,14.953617835523,9.72759533140935,4.32737520360207,0.975,-0.214,0.468,-0.874,-0.385,-0.899,-0.911,-0.171,-0.45,0.572,0.117,0.404,0.181,0.139,0.133,0.031,0.093,-0.007,0.068,-0.021,0.055,-0.03,0.049,-0.038,0.05,-0.053,0.063,-0.094,0.055,-0.4,-0.234,0.194,0.0,0.0
1650,6801.57200401251,302.496742525146,6815.005477353,291.167054733904,6810.77849677864,3.96439372586558,7.87463354516729,6.50303742584317,9.11548773204094,2.79583791000504,0.988,-0.147,0.737,-0.669,0.233,-0.963,-0.356,-0.915,-0.822,-0.528,-0.975,0.125,-0.502,0.755,0.176,0.587,0.273,0.215,0.198,0.055,0.132,-0.001,0.09,-0.02,0.063,-0.026,0.047,-0.027,0.036,-0.028,0.03,-0.027,0.0,0.0
1651,6811.36565213013,308.529106382009,6806.44914894682,301.440112483761,6814.61505860104,1.7713549134651,6.7384652720681,11.435764658253,5.92679849920239,4.29935580471434,0.988,-0.148,0.73,-0.668,0.229,-0.948,-0.341,-0.896,-0.791,-0.512,-0.889,0.111,-0.479,0.584,0.006,0.535,0.182,0.299,0.188,0.138,0.156,0.054,0.124,0.013,0.099,-0.009,0.083,-0.021,0.072,-0.03,0.067,-0.036,0.0,0.0
1652,6814.19438600215,308.351930840679,6803.66822330953,290.346273003489,6813.30526425096,4.29239106646507,11.9047237037972,9.88016923370995,14.7176237117064,4.34982389752062,0.975,-0.212,0.478,-0.869,-0.359,-0.915,-0.948,-0.236,-0.509,0.67,0.188,0.415,0.196,0.107,0.125,0.012,0.08,-0.015,0.055,-0.024,0.041,-0.028,0.033,-0.031,0.029,-0.036,0.028,-0.046,0.029,-0.069,0.028,-0.109,0.0,0.0
1653,6814.21115011735,294.279319544405,6806.87127990289,310.398917876455,6806.70956281957,4.6545212040532,13.9771483830488,11.525747874476,11.0131158995988,3.17945959793611,0.976,-0.209,0.49,-0.865,-0.35,-0.927,-0.939,-0.225,-0.483,0.596,0.118,0.41,0.176,0.14,0.128,0.035,0.089,-0.003,0.064,-0.017,0.05,-0.024,0.042,-0.03,0.039,-0.037,0.039,-0.05,0.045,-0.079,0.051,-0.134,0.0,0.0
1654,6816.34267505919,307.593519063243,6809.72893860756,307.102280745798,6811.87087990024,3.79881565349932,8.83126164005468,9.67781713303991,14.0698825051341,3.64273164135549,0.98,-0.189,0.575,-0.81,-0.161,-0.969,-0.8,-0.527,-0.836,0.297,-0.145,0.633,0.199,0.309,0.184,0.096,0.129,0.016,0.089,-0.012,0.065,-0.023,0.051,-0.029,0.042,-0.033,0.038,-0.04,0.037,-0.051,0.038,-0.067,0.0,0.0
1655,6807.02802943378,292.636385688809,6803.62315037122,294.390703325577,6815.64902916452,3.78056125377299,11.8147466519114,10.9016705052544,10.3502623975627,2.81762910225386,0.98,-0.189,0.577,-0.811,-0.164,-0.979,-0.835,-0.514,-0.786,0.361,-0.1,0.558,0.157,0.277,0.156,0.104,0.117,0.031,0.087,-3.79e-05,0.066,-0.014,0.054,-0.021,0.046,-0.027,0.043,-0.034,0.043,-0.044,0.046,-0.057,0.0,0.0
1656,6812.53617536004,295.103503716465,6813.59601179166,292.160153722418,6816.83782624414,1.71604094511965,8.49025925439452,12.4085850302162,5.45167192586154,3.21277351243958,0.987,-0.154,0.71,-0.691,0.167,-0.957,-0.421,-0.834,-0.789,-0.373,-0.748,0.189,-0.366,0.495,-0.013,0.443,0.134,0.276,0.16,0.149,0.147,0.073,0.127,0.029,0.111,0.003,0.101,-0.014,0.097,-0.03,0.1,-0.043,0.0,0.0
1657,6803.81599591461,295.217059364462,6809.67634893977,298.333918165439,6805.60977256553,4.41114987404824,14.0087918785858,8.15169895221105,6.97578728815233,4.42344449904929,0.982,-0.181,0.606,-0.788,-0.093,-0.973,-0.712,-0.605,-0.874,0.08,-0.426,0.66,0.204,0.491,0.255,0.134,0.164,0.009,0.102,-0.025,0.067,-0.033,0.047,-0.035,0.036,-0.035,0.029,-0.037,0.025,-0.043,0.023,-0.05,0.0,0.0
1658,6813.10313256277,294.334324437269,6804.40366707257,298.593075900539,6805.44179318957,2.83277004886649,8.23766379196478,9.91863483973057,7.31197270511796,2.17463952079659,0.988,-0.148,0.733,-0.675,0.218,-0.968,-0.391,-0.903,-0.846,-0.444,-0.831,0.221,-0.354,0.561,0.031,0.448,0.154,0.251,0.158,0.122,0.133,0.053,0.107,0.016,0.087,-0.003,0.072,-0.014,0.062,-0.022,0.058,-0.026,0.0,0.0
1659,6810.31079866071,306.99376239277,6813.57894633391,296.349861538443,6808.555517825,4.40192518557534,12.3463199514989,9.0912429085223,11.0919743212476,3.05075847070308,0.98,-0.189,0.576,-0.809,-0.156,-0.977,-0.825,-0.547,-0.871,0.358,-0.071,0.645,0.211,0.27,0.172,0.078,0.117,0.011,0.08,-0.013,0.058,-0.021,0.044,-0.025,0.036,-0.028,0.032,-0.032,0.03,-0.039,0.03,-0.047,0.0,0.0
