NUM,W1,W2,W3,W4,W5,L1,L2,L3,L4,L5,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W6,L6
6566,6808.7272632941,302.539402575706,6813.94901439649,305.432610921738,6816.12350384224,2.49299047261934,7.07577350720174,7.86950219451441,7.79960197240154,1.66028666832594,0.99,-0.132,0.786,-0.613,0.363,-0.926,-0.176,-0.976,-0.677,-0.71,-0.927,-0.159,-0.711,0.409,-0.233,0.572,0.066,0.418,0.155,0.242,0.156,0.127,0.134,0.062,0.11,0.025,0.091,0.005,0.076,-0.008,0.068,-0.014,0.0,0.0
6567,6804.03364506246,305.693980403247,6803.56159371713,293.289347254,6808.90801937515,2.50291637041568,9.27056328241369,13.3869740158252,12.6958089330416,4.67352943057072,0.978,-0.202,0.518,-0.849,-0.296,-0.942,-0.892,-0.298,-0.557,0.481,0.011,0.441,0.15,0.202,0.136,0.076,0.105,0.02,0.082,-0.005,0.067,-0.018,0.059,-0.027,0.057,-0.038,0.062,-0.057,0.08,-0.105,0.107,-0.24,0.0,0.0
6568,6804.75542066641,309.946893543165,6814.32409054173,295.816627353438,6814.42296444628,1.46132349342239,6.21033959105663,8.6200034506828,5.61197002025763,2.59730223857042,0.992,-0.122,0.816,-0.571,0.447,-0.884,-0.033,-0.983,-0.51,-0.825,-0.842,-0.421,-0.866,0.113,-0.544,0.502,-0.143,0.546,0.087,0.395,0.161,0.24,0.163,0.133,0.144,0.069,0.122,0.031,0.103,0.008,0.091,-0.003,0.0,0.0
6569,6817.13069023783,299.02056966692,6805.76871507182,300.706037051382,6801.64988401597,1.93390196526789,10.3309327492657,10.1037656909989,10.823154558094,4.04964159067548,0.983,-0.177,0.627,-0.773,-0.047,-0.991,-0.727,-0.666,-0.902,0.143,-0.3,0.583,0.094,0.374,0.154,0.171,0.132,0.07,0.103,0.023,0.081,0.0001831,0.066,-0.012,0.056,-0.02,0.051,-0.026,0.049,-0.034,0.049,-0.042,0.0,0.0
6570,6813.4968722727,290.092750231212,6815.78272610344,306.414862448534,6801.40416921515,4.55954875645843,12.5169091989689,11.9748240882529,13.2734984258793,4.80643962784498,0.973,-0.222,0.43,-0.896,-0.462,-0.877,-0.975,-0.04,-0.262,0.698,0.219,0.291,0.168,0.06,0.103,-0.003,0.065,-0.02,0.045,-0.025,0.034,-0.028,0.029,-0.031,0.026,-0.038,0.027,-0.052,0.029,-0.087,0.025,-0.166,0.0,0.0
6571,6806.03645474107,307.128549409143,6801.92448504327,293.472464435676,6807.11505058423,1.31680145638719,13.5620518466751,12.0272144379562,9.52533680885755,4.54847830444178,0.979,-0.194,0.553,-0.823,-0.208,-0.948,-0.817,-0.438,-0.691,0.357,-0.097,0.485,0.117,0.26,0.132,0.118,0.112,0.05,0.092,0.016,0.079,-0.003,0.071,-0.016,0.068,-0.028,0.071,-0.045,0.081,-0.075,0.092,-0.125,0.0,0.0
6572,6802.76126381263,298.092411700917,6813.66903379477,303.600633279823,6801.5827499686,3.91629140248678,14.9737498360061,6.34869974299958,8.70747839207209,2.48747486442184,0.983,-0.172,0.643,-0.75,0.016,-0.969,-0.605,-0.731,-0.921,-0.104,-0.585,0.574,0.041,0.554,0.211,0.251,0.183,0.088,0.136,0.02,0.101,-0.01,0.079,-0.023,0.065,-0.032,0.058,-0.04,0.055,-0.052,0.056,-0.067,0.0,0.0
6573,6805.90221475168,299.442118618825,6805.51144836223,296.905340846335,6817.4053630929,2.14888507641979,5.83040939990349,11.198082001071,11.5916206214681,4.34363328374102,0.984,-0.169,0.656,-0.748,0.02,-0.988,-0.637,-0.718,-0.862,-0.037,-0.486,0.463,-0.051,0.456,0.126,0.273,0.152,0.134,0.133,0.056,0.109,0.015,0.089,-0.007,0.076,-0.02,0.068,-0.03,0.065,-0.04,0.066,-0.051,0.0,0.0
6574,6818.99418039985,296.658687668496,6807.50103482114,294.305756045921,6812.03503322816,3.4993227251378,6.7116076862133,14.7850745281737,12.0468515019576,4.55921995840025,0.978,-0.2,0.529,-0.835,-0.254,-0.936,-0.833,-0.372,-0.663,0.38,-0.079,0.522,0.171,0.27,0.172,0.093,0.129,0.017,0.095,-0.013,0.075,-0.028,0.064,-0.038,0.061,-0.051,0.068,-0.079,0.095,-0.184,-0.579,-0.662,0.0,0.0
6575,6809.02987729967,290.725408790671,6807.76218842156,300.944226329862,6804.28313375272,3.70226930479987,13.660099131625,14.5909657428439,11.2082792500488,1.48409238458707,0.976,-0.211,0.478,-0.872,-0.393,-0.899,-0.854,-0.11,-0.371,0.429,-0.001,0.328,0.095,0.178,0.104,0.092,0.096,0.045,0.089,0.018,0.086,-0.001,0.092,-0.019,0.111,-0.046,0.165,-0.121,0.09,-0.72,-0.476,0.058,0.0,0.0
6576,6808.03219291614,301.810070244941,6813.2716529067,291.807618532163,6806.12035717648,3.09713027241549,9.41853854420307,10.6577528033916,10.447255421185,4.09706991270409,0.982,-0.181,0.612,-0.785,-0.082,-0.99,-0.758,-0.631,-0.91,0.192,-0.255,0.648,0.166,0.367,0.187,0.131,0.137,0.034,0.096,-0.002,0.069,-0.017,0.052,-0.023,0.042,-0.027,0.036,-0.03,0.034,-0.036,0.033,-0.042,0.0,0.0
6577,6818.22714733313,298.349342014532,6807.55522803752,292.01777051181,6805.04918174074,4.06291348219336,6.40043344981561,11.2193842958133,10.0235126614789,3.53415965482105,0.984,-0.171,0.65,-0.751,0.016,-0.983,-0.626,-0.732,-0.918,-0.081,-0.579,0.568,0.048,0.568,0.232,0.244,0.188,0.069,0.129,0.004,0.09,-0.019,0.065,-0.027,0.05,-0.031,0.041,-0.034,0.035,-0.037,0.034,-0.042,0.0,0.0
6578,6810.07733407039,301.470121942404,6810.37421846547,290.668645639309,6809.2023153359,4.36970635835767,8.99614689071368,12.4979895549841,11.5966517689737,2.59309054539269,0.98,-0.192,0.564,-0.818,-0.188,-0.963,-0.821,-0.479,-0.763,0.35,-0.102,0.558,0.163,0.278,0.16,0.102,0.12,0.028,0.089,-0.003,0.069,-0.017,0.056,-0.025,0.05,-0.032,0.048,-0.041,0.052,-0.058,0.059,-0.084,0.0,0.0
6579,6806.37148055622,306.625949002581,6814.20358967075,305.391146180946,6802.61514428229,1.65005799480977,5.94853147184372,12.1009135466626,10.203347365891,1.84140814268757,0.987,-0.154,0.711,-0.696,0.153,-0.968,-0.459,-0.814,-0.776,-0.296,-0.641,0.202,-0.313,0.394,-0.065,0.361,0.061,0.264,0.109,0.176,0.123,0.112,0.123,0.068,0.121,0.038,0.121,0.015,0.127,-0.006,0.138,-0.024,0.0,0.0
6580,6815.08374640073,302.952083226657,6804.44397936679,296.073401631849,6815.03860790441,4.27721752492227,12.8494891854695,7.95127182404344,13.053535796686,1.32548882983893,0.98,-0.185,0.59,-0.79,-0.101,-0.969,-0.771,-0.611,-0.883,0.277,-0.161,0.583,0.129,0.306,0.145,0.134,0.119,0.055,0.095,0.018,0.078,-0.001,0.067,-0.013,0.061,-0.023,0.059,-0.033,0.061,-0.048,0.065,-0.065,0.0,0.0
6581,6814.12057462989,306.991843009894,6817.58743517421,301.89696162069,6809.00302260004,3.91432159132915,7.31364668737101,11.2198933797562,5.08489167023992,2.7377932475873,0.987,-0.149,0.729,-0.669,0.228,-0.952,-0.354,-0.903,-0.811,-0.499,-0.885,0.133,-0.475,0.591,0.015,0.553,0.207,0.304,0.208,0.126,0.164,0.037,0.123,-0.003,0.094,-0.021,0.075,-0.03,0.062,-0.036,0.056,-0.04,0.0,0.0
6582,6802.19862864208,305.543674020688,6807.00659156484,304.164292248029,6818.03862069688,3.12534276769972,14.2834276520129,15.9557964208572,12.543134009003,1.68972294220692,0.973,-0.223,0.421,-0.901,-0.503,-0.826,-0.782,0.05,-0.258,0.404,0.023,0.279,0.093,0.154,0.102,0.082,0.098,0.041,0.097,0.015,0.104,-0.007,0.127,-0.037,0.195,-0.122,-0.055,-0.861,-0.318,0.089,-0.187,0.109,0.0,0.0
6583,6807.16196327455,302.01454731386,6802.04233377247,294.864748108319,6803.07260892291,2.9481915470845,12.7374330620669,13.1905009209452,14.3796770264168,3.75090545812216,0.973,-0.22,0.438,-0.892,-0.462,-0.875,-0.907,-0.004,-0.268,0.536,0.106,0.303,0.138,0.119,0.111,0.039,0.085,0.005,0.069,-0.012,0.06,-0.023,0.058,-0.035,0.062,-0.053,0.077,-0.097,0.1,-0.27,-0.691,-0.588,0.0,0.0
6584,6817.94019036226,296.599198138415,6806.98978939614,299.956767861593,6814.16458280588,3.45672689321153,6.29586645172092,12.8076313443537,12.1532389594906,4.48139761417897,0.98,-0.189,0.576,-0.807,-0.159,-0.965,-0.782,-0.509,-0.78,0.247,-0.222,0.571,0.15,0.357,0.191,0.134,0.146,0.032,0.104,-0.008,0.077,-0.024,0.06,-0.032,0.051,-0.039,0.048,-0.048,0.05,-0.066,0.057,-0.097,0.0,0.0
6585,6812.28493644908,303.437664207375,6817.26665488486,306.770784522456,6818.71072897518,4.49239568442755,10.4222585182488,10.7557845981706,9.65082806602293,2.73841116686148,0.982,-0.182,0.606,-0.789,-0.094,-0.988,-0.77,-0.617,-0.899,0.221,-0.224,0.638,0.165,0.349,0.18,0.127,0.133,0.035,0.094,-0.001,0.069,-0.016,0.053,-0.023,0.044,-0.027,0.038,-0.031,0.036,-0.037,0.036,-0.045,0.0,0.0
6586,6814.95725924572,309.081319182281,6812.12888629618,304.307498342079,6816.42803422097,4.29887635443929,13.5300353088071,8.41740571471724,11.8057827830027,1.45664469477427,0.981,-0.185,0.592,-0.792,-0.108,-0.976,-0.788,-0.599,-0.863,0.295,-0.153,0.573,0.129,0.303,0.146,0.132,0.12,0.053,0.095,0.017,0.077,-0.002,0.066,-0.014,0.06,-0.023,0.058,-0.033,0.06,-0.047,0.065,-0.064,0.0,0.0
6587,6809.91586262928,308.494032714944,6810.22090628599,300.679796945624,6811.8979762236,2.81717208731148,8.39872920645452,15.1860554572186,6.95932674852482,2.5903101312722,0.983,-0.175,0.631,-0.759,-0.018,-0.963,-0.631,-0.664,-0.816,-0.026,-0.477,0.437,-0.067,0.452,0.119,0.288,0.158,0.152,0.149,0.071,0.133,0.025,0.121,-0.004,0.119,-0.027,0.134,-0.058,0.192,-0.147,0.173,-0.662,0.0,0.0
6588,6811.0895544256,290.885539531282,6805.37805803302,303.140100336876,6804.04872510785,2.28285541613949,8.18352904842412,10.7055893441473,10.8147666011834,1.24794933065116,0.986,-0.16,0.691,-0.716,0.104,-0.983,-0.544,-0.791,-0.842,-0.173,-0.563,0.346,-0.173,0.419,0.027,0.305,0.095,0.193,0.109,0.117,0.106,0.069,0.099,0.038,0.093,0.017,0.09,0.002,0.091,-0.013,0.096,-0.024,0.0,0.0
6589,6810.14702337093,290.277071015122,6804.34726054713,295.418080138704,6805.96392391273,2.35911377054915,6.83080072028672,8.54184808298311,8.81772886481915,4.24146655743771,0.987,-0.15,0.728,-0.68,0.209,-0.972,-0.404,-0.907,-0.876,-0.452,-0.896,0.263,-0.327,0.676,0.136,0.469,0.215,0.205,0.174,0.071,0.126,0.014,0.091,-0.01,0.068,-0.02,0.052,-0.024,0.042,-0.026,0.037,-0.028,0.0,0.0
6590,6813.71408027746,306.022228895157,6814.81048896879,307.468171097843,6810.60917771016,3.87976484124591,5.3941074767036,12.0163773645032,8.80178417794433,3.97774206232091,0.985,-0.166,0.666,-0.73,0.071,-0.973,-0.556,-0.784,-0.904,-0.201,-0.703,0.46,-0.095,0.646,0.231,0.347,0.226,0.112,0.161,0.015,0.111,-0.019,0.079,-0.031,0.06,-0.036,0.048,-0.039,0.042,-0.044,0.039,-0.049,0.0,0.0
6591,6818.25833513533,295.880742313353,6818.68749243564,303.407846970309,6805.90922003731,3.97064661198918,8.52493659676839,13.1767053628706,14.8508174233042,3.17244016990641,0.976,-0.207,0.493,-0.861,-0.335,-0.907,-0.861,-0.252,-0.543,0.473,0.027,0.452,0.169,0.196,0.145,0.064,0.108,0.01,0.082,-0.013,0.067,-0.026,0.059,-0.036,0.058,-0.05,0.064,-0.079,0.077,-0.17,-0.079,-0.468,0.0,0.0
6592,6808.41954125953,304.389314378128,6808.35081640327,305.618914801253,6802.09344973619,1.91641176529518,14.1477652786406,15.2942325644507,13.0136064323406,3.01030746499202,0.973,-0.221,0.43,-0.896,-0.486,-0.842,-0.806,0.028,-0.272,0.421,0.029,0.289,0.099,0.154,0.104,0.078,0.097,0.036,0.092,0.01,0.094,-0.01,0.108,-0.035,0.147,-0.09,0.229,-0.377,-0.54,0.023,-0.247,0.133,0.0,0.0
6593,6805.5775495219,300.681646326371,6818.05562420881,310.523117794218,6808.41641496142,4.81252874567412,13.2230638673906,8.92111348262151,13.9033738744282,2.44750183947821,0.977,-0.202,0.521,-0.84,-0.259,-0.944,-0.905,-0.393,-0.673,0.562,0.082,0.497,0.187,0.18,0.141,0.053,0.1,0.006,0.073,-0.013,0.057,-0.022,0.047,-0.028,0.042,-0.035,0.041,-0.045,0.043,-0.065,0.045,-0.094,0.0,0.0
6594,6818.1919448666,299.981603042185,6804.07953822733,296.475659892134,6806.72158277354,1.89758195725249,10.7946019170732,10.2855022997294,8.02355478429355,1.42506290906644,0.986,-0.156,0.706,-0.703,0.141,-0.983,-0.509,-0.828,-0.846,-0.228,-0.6,0.313,-0.213,0.417,0.001,0.319,0.082,0.21,0.104,0.132,0.105,0.081,0.1,0.048,0.095,0.025,0.092,0.009,0.092,-0.006,0.096,-0.016,0.0,0.0
6595,6813.54270104295,310.805504207599,6817.26049698085,294.823795451295,6804.4146070001,2.44407410604659,6.37802369555903,13.7426037575496,12.6783444322179,1.48389876285971,0.983,-0.176,0.622,-0.772,-0.064,-0.956,-0.642,-0.581,-0.712,0.015,-0.406,0.349,-0.105,0.369,0.053,0.27,0.111,0.173,0.126,0.105,0.127,0.059,0.127,0.027,0.133,0.001,0.15,-0.029,0.194,-0.086,0.264,-0.212,0.0,0.0
6596,6801.45354898326,309.541708350182,6813.00687316633,293.127688353598,6807.79830974667,4.68200703201241,5.01305727644956,7.81135049789286,6.11281230381462,2.15617797694196,0.991,-0.129,0.795,-0.595,0.398,-0.901,-0.098,-0.972,-0.572,-0.786,-0.902,-0.367,-0.949,0.225,-0.516,0.745,0.108,0.671,0.295,0.311,0.247,0.104,0.176,0.018,0.123,-0.015,0.088,-0.027,0.065,-0.031,0.053,-0.032,0.0,0.0
6597,6809.76960013762,308.682963075018,6801.75521166655,299.026182542823,6802.15615104628,3.8014890576598,8.88003339803575,11.7573358935784,10.484590483767,2.82288296739776,0.982,-0.181,0.61,-0.786,-0.087,-0.984,-0.748,-0.615,-0.871,0.178,-0.277,0.598,0.126,0.375,0.176,0.155,0.14,0.051,0.104,0.008,0.079,-0.011,0.062,-0.021,0.053,-0.028,0.048,-0.034,0.047,-0.044,0.05,-0.056,0.0,0.0
6598,6814.67921346243,290.915200368651,6815.61186687726,290.645051249257,6803.77055911438,2.33323823821148,6.42541493276997,10.5101287114294,8.86257689576156,3.4618550058802,0.987,-0.154,0.711,-0.696,0.164,-0.977,-0.463,-0.864,-0.881,-0.339,-0.765,0.328,-0.244,0.575,0.095,0.401,0.173,0.203,0.157,0.088,0.125,0.03,0.098,0.001,0.078,-0.013,0.065,-0.022,0.056,-0.028,0.053,-0.032,0.0,0.0
6599,6807.74377025794,292.60716729471,6811.07272120826,294.901587117393,6813.36164529711,4.90996213118913,6.5950746877632,7.14788138294059,5.87199149996467,3.84071182459857,0.989,-0.14,0.761,-0.64,0.304,-0.944,-0.258,-0.959,-0.751,-0.643,-0.975,-0.081,-0.797,0.564,-0.071,0.873,0.39,0.394,0.295,0.069,0.175,-0.021,0.105,-0.04,0.067,-0.041,0.044,-0.037,0.031,-0.033,0.024,-0.031,0.0,0.0
6600,6818.29867947359,300.650246502426,6818.81217897016,290.979947778366,6813.2568580554,2.36897559852576,8.62951585974644,9.91505815215115,13.4693334826622,2.26311534615003,0.983,-0.175,0.633,-0.765,-0.03,-0.984,-0.69,-0.663,-0.845,0.074,-0.372,0.495,0.01,0.395,0.124,0.22,0.132,0.109,0.116,0.049,0.098,0.017,0.084,-0.003,0.076,-0.016,0.072,-0.028,0.073,-0.042,0.077,-0.058,0.0,0.0
6601,6806.44092678118,295.418698918457,6812.62231305339,302.680107505846,6818.00111308125,4.4601750222624,13.7437118078306,6.00833577377895,10.58210899528,2.21228711065148,0.982,-0.175,0.633,-0.757,-0.002,-0.967,-0.625,-0.725,-0.966,-0.067,-0.526,0.678,0.132,0.51,0.218,0.194,0.166,0.06,0.118,0.008,0.087,-0.013,0.067,-0.023,0.055,-0.029,0.047,-0.034,0.044,-0.042,0.043,-0.05,0.0,0.0
6602,6806.43349876589,295.978925483517,6812.86926131865,306.137206659421,6808.1844933383,1.91227434521456,7.02495932800696,9.42372307021971,9.10894495442531,3.62971501513466,0.987,-0.151,0.725,-0.683,0.198,-0.974,-0.421,-0.895,-0.877,-0.407,-0.818,0.289,-0.287,0.586,0.076,0.419,0.165,0.218,0.154,0.1,0.125,0.039,0.099,0.009,0.079,-0.007,0.066,-0.017,0.056,-0.023,0.052,-0.027,0.0,0.0
6603,6816.27898558363,292.312302460319,6815.08603681083,292.285788787319,6816.91404010509,2.76966794692755,10.7468580471717,11.825796133676,9.82361908743353,2.3575932327819,0.982,-0.18,0.615,-0.783,-0.083,-0.988,-0.753,-0.601,-0.81,0.186,-0.27,0.509,0.059,0.35,0.133,0.179,0.126,0.083,0.105,0.033,0.087,0.007,0.075,-0.008,0.067,-0.019,0.065,-0.029,0.067,-0.043,0.075,-0.059,0.0,0.0
6604,6812.02168036723,291.621085319361,6814.38406421383,303.057797522189,6811.48454393472,3.70255749213645,5.84093230424723,10.6715123662661,8.74004726854301,2.34265370116832,0.987,-0.153,0.716,-0.688,0.181,-0.965,-0.419,-0.865,-0.835,-0.407,-0.829,0.23,-0.352,0.608,0.084,0.474,0.199,0.235,0.179,0.094,0.139,0.028,0.106,-0.003,0.083,-0.018,0.067,-0.026,0.058,-0.031,0.053,-0.036,0.0,0.0
6605,6808.07749780189,293.013061045231,6810.86245981586,293.297755288804,6801.73643922073,3.35828090824846,6.52845332836934,6.42838329324909,9.82837515576442,4.98891599743837,0.987,-0.151,0.723,-0.686,0.192,-0.975,-0.42,-0.887,-0.85,-0.434,-0.905,0.205,-0.437,0.745,0.226,0.576,0.303,0.174,0.199,0.019,0.123,-0.024,0.078,-0.034,0.053,-0.034,0.037,-0.032,0.028,-0.03,0.023,-0.029,0.0,0.0
6606,6802.78638641601,298.163470864222,6817.81300450474,301.700655322565,6803.51749421697,3.47069801415349,11.2497301730537,9.44369436580697,6.06291724651128,2.27302212967031,0.986,-0.157,0.701,-0.707,0.133,-0.982,-0.503,-0.833,-0.878,-0.272,-0.703,0.357,-0.205,0.547,0.099,0.376,0.169,0.191,0.153,0.082,0.123,0.027,0.097,-0.0004317,0.078,-0.015,0.065,-0.024,0.057,-0.03,0.054,-0.035,0.0,0.0
6607,6810.45164726684,292.253169369564,6803.50723581426,306.468476591809,6816.31245450219,1.41319842407582,6.4468969703056,10.9661162639585,12.0359150841113,2.17219391205938,0.986,-0.159,0.694,-0.714,0.107,-0.98,-0.532,-0.783,-0.81,-0.189,-0.569,0.299,-0.213,0.403,-0.004,0.319,0.082,0.216,0.109,0.138,0.113,0.085,0.11,0.05,0.107,0.025,0.106,0.006,0.111,-0.012,0.12,-0.028,0.0,0.0
6608,6806.87221528144,290.148871498101,6817.8161460168,295.412366048281,6803.80343228341,2.91038508300471,5.92595579962717,10.8859962273987,10.0126221313222,1.38114005675095,0.987,-0.152,0.719,-0.688,0.177,-0.964,-0.422,-0.843,-0.791,-0.37,-0.732,0.191,-0.352,0.471,-0.025,0.416,0.111,0.267,0.141,0.151,0.133,0.08,0.117,0.038,0.103,0.012,0.093,-0.005,0.088,-0.018,0.087,-0.027,0.0,0.0
6609,6809.12516676532,291.283259634777,6810.30660952849,299.194143562878,6811.81791529691,1.64447715678922,10.4468638708948,11.869731480223,13.5188929606324,2.55799477126368,0.98,-0.189,0.575,-0.811,-0.18,-0.974,-0.822,-0.439,-0.637,0.309,-0.155,0.415,0.05,0.27,0.101,0.154,0.104,0.084,0.097,0.044,0.09,0.019,0.086,0.001,0.088,-0.014,0.097,-0.034,0.119,-0.068,0.151,-0.126,0.0,0.0
6610,6801.72247865553,309.842999400835,6815.76847855961,292.578996764854,6804.80463258885,3.24441527953307,11.0294688690904,15.7267506220841,12.5337711617457,3.94295241927569,0.974,-0.219,0.442,-0.889,-0.446,-0.868,-0.88,-0.05,-0.328,0.52,0.089,0.336,0.147,0.138,0.121,0.046,0.094,0.006,0.077,-0.014,0.068,-0.027,0.069,-0.042,0.083,-0.074,0.133,-0.219,-0.386,0.156,-0.114,0.111,0.0,0.0
6611,6809.91569200185,303.543657653459,6817.01391892999,305.598502135684,6817.85214407661,4.6353487531202,6.00320339604536,9.09114630718231,14.2349161486263,3.92760336879592,0.982,-0.18,0.609,-0.785,-0.088,-0.967,-0.689,-0.6,-0.838,0.045,-0.469,0.582,0.127,0.531,0.259,0.182,0.183,0.027,0.117,-0.02,0.079,-0.033,0.056,-0.037,0.043,-0.039,0.036,-0.043,0.032,-0.051,0.03,-0.062,0.0,0.0
6612,6814.37105400621,310.137066446842,6816.08243368802,297.952982921808,6815.93816658789,4.48614951679203,7.41509573890854,8.70633588454085,7.46623129653074,3.8090249951659,0.987,-0.156,0.708,-0.698,0.164,-0.979,-0.46,-0.879,-0.911,-0.39,-0.917,0.349,-0.235,0.816,0.296,0.435,0.265,0.11,0.167,0.004,0.104,-0.025,0.068,-0.032,0.047,-0.032,0.034,-0.03,0.026,-0.029,0.022,-0.028,0.0,0.0
6613,6801.16880951683,305.074297372297,6813.64175924997,309.574656228791,6805.84695045708,4.53302072038166,5.45743000872395,15.6222843056369,14.1883302323034,4.1029129040476,0.976,-0.209,0.482,-0.858,-0.331,-0.876,-0.79,-0.264,-0.584,0.366,-0.071,0.505,0.188,0.267,0.186,0.082,0.138,0.004,0.102,-0.026,0.081,-0.041,0.073,-0.056,0.076,-0.084,0.095,-0.174,-0.727,-0.533,-0.191,0.184,0.0,0.0
6614,6802.81972489195,298.482712691362,6803.5309129042,301.067685456967,6807.23858715696,4.91564705759737,11.5764992916696,8.53794073948334,11.3948661689084,2.3156580005464,0.981,-0.183,0.6,-0.791,-0.098,-0.98,-0.764,-0.624,-0.937,0.231,-0.186,0.678,0.19,0.328,0.179,0.11,0.127,0.028,0.089,-0.004,0.066,-0.016,0.051,-0.022,0.042,-0.026,0.036,-0.03,0.033,-0.036,0.033,-0.042,0.0,0.0
6615,6816.68570709802,293.761793612726,6808.99767472439,299.804669190813,6816.2915901844,4.86551210495271,8.45068027130647,10.2791474053683,6.93550065337134,4.91048108155918,0.983,-0.173,0.644,-0.753,0.013,-0.988,-0.647,-0.747,-0.977,-0.075,-0.628,0.691,0.202,0.635,0.306,0.162,0.185,0.005,0.107,-0.03,0.065,-0.035,0.043,-0.034,0.03,-0.032,0.022,-0.03,0.018,-0.03,0.015,-0.031,0.0,0.0
6616,6815.82016445931,304.954306763259,6816.10450970366,300.356272642347,6807.915361252,4.94894568452058,8.91173357807349,14.1629996430242,5.43738181444943,1.77330427166526,0.983,-0.171,0.645,-0.746,0.021,-0.97,-0.615,-0.72,-0.865,-0.057,-0.502,0.46,-0.065,0.462,0.119,0.287,0.154,0.15,0.143,0.07,0.124,0.024,0.109,-0.003,0.101,-0.022,0.1,-0.041,0.114,-0.073,0.141,-0.129,0.0,0.0
6617,6810.03995259879,295.25280069191,6817.44145270625,310.660063570526,6815.09168851873,4.57217318281142,10.698588810294,7.63609758642486,13.4804569139037,4.97051509037516,0.979,-0.195,0.55,-0.826,-0.209,-0.955,-0.827,-0.488,-0.894,0.375,0.026,0.763,0.301,0.207,0.18,0.017,0.102,-0.024,0.062,-0.031,0.041,-0.031,0.03,-0.03,0.023,-0.03,0.019,-0.032,0.016,-0.038,0.015,-0.045,0.0,0.0
6618,6812.16327632732,299.729008900196,6807.81312345771,297.109742295978,6814.50741975667,1.80304080797552,8.38306093592924,14.8591674817203,8.59557592884229,2.50308941144091,0.983,-0.175,0.63,-0.766,-0.04,-0.969,-0.659,-0.624,-0.765,0.028,-0.405,0.397,-0.075,0.384,0.075,0.261,0.12,0.159,0.127,0.092,0.123,0.049,0.122,0.02,0.128,-0.004,0.152,-0.034,0.228,-0.117,0.313,-0.568,0.0,0.0
6619,6806.97178816312,303.118330420316,6810.18830717486,292.472547004045,6811.82803575969,4.75341129970635,9.17901000052769,8.84604576116745,8.00712775645694,4.35793540245896,0.984,-0.17,0.654,-0.75,0.024,-0.994,-0.635,-0.759,-0.98,-0.102,-0.654,0.688,0.195,0.637,0.297,0.168,0.182,0.012,0.107,-0.025,0.066,-0.032,0.043,-0.031,0.03,-0.029,0.023,-0.028,0.018,-0.027,0.015,-0.027,0.0,0.0
6620,6817.54778025393,298.302110805066,6809.72504158971,299.254132069463,6804.8086345473,3.39169269235053,6.21627340099548,9.44589050751168,11.5584317846833,3.18215505247182,0.985,-0.163,0.679,-0.728,0.078,-0.983,-0.555,-0.783,-0.886,-0.201,-0.679,0.433,-0.113,0.597,0.185,0.34,0.2,0.131,0.152,0.036,0.11,-0.003,0.081,-0.02,0.062,-0.027,0.051,-0.031,0.043,-0.035,0.04,-0.039,0.0,0.0
6621,6803.57797783831,295.447370516504,6807.10111047528,291.158768188862,6816.55224504881,1.15429460264865,5.64301623045356,6.41642177784859,9.55129056705167,2.14564895279479,0.991,-0.122,0.815,-0.572,0.445,-0.886,-0.04,-0.986,-0.53,-0.819,-0.856,-0.383,-0.823,0.16,-0.473,0.478,-0.129,0.479,0.054,0.353,0.121,0.23,0.134,0.143,0.127,0.085,0.114,0.048,0.101,0.024,0.093,0.011,0.0,0.0
6622,6805.59929805511,293.170655793336,6814.8936099435,290.150345181179,6810.61131305557,3.48248237534414,7.34336248091653,14.13894147822,11.5249661593936,4.52496643238796,0.979,-0.197,0.543,-0.828,-0.228,-0.95,-0.837,-0.416,-0.707,0.378,-0.08,0.545,0.177,0.271,0.171,0.091,0.125,0.016,0.091,-0.013,0.069,-0.025,0.057,-0.033,0.052,-0.042,0.054,-0.058,0.067,-0.101,0.087,-0.233,0.0,0.0
6623,6806.78386318018,298.848957193352,6810.62200655881,294.931902264005,6808.9412512857,3.27323203167828,8.72886628160617,15.9537815301935,10.1832190944112,3.78180271025784,0.978,-0.201,0.521,-0.84,-0.268,-0.93,-0.843,-0.349,-0.629,0.406,-0.054,0.49,0.155,0.251,0.158,0.097,0.125,0.027,0.099,-0.005,0.083,-0.023,0.078,-0.038,0.084,-0.061,0.121,-0.136,-0.757,-0.276,-0.137,0.103,0.0,0.0
6624,6816.18369664586,291.070011845209,6817.87753535968,299.029802143648,6814.07336512432,4.67869465187533,7.61547047209988,10.9734817183515,5.4178936080843,2.52684048180175,0.987,-0.154,0.713,-0.688,0.185,-0.964,-0.422,-0.883,-0.871,-0.41,-0.845,0.277,-0.318,0.635,0.112,0.47,0.214,0.222,0.185,0.081,0.139,0.016,0.103,-0.012,0.078,-0.024,0.062,-0.031,0.052,-0.035,0.047,-0.038,0.0,0.0
