NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
54,6811.38679702251,294.845186021499,6815.9754918858,309.688718340877,6806.1880838326,307.173094423977,3.20862882061346,7.94183933014762,8.4473702644798,12.6440422414867,5.99053785408528,4.8646674652767,0.977,-0.205,0.511,-0.851,-0.284,-0.943,-0.897,-0.395,-0.841,0.485,0.047,0.888,0.536,0.177,0.228,-0.135,0.064,-0.114,0.012,-0.073,-0.005,-0.047,-0.01,-0.032,-0.012,-0.024,-0.013,-0.019,-0.015,-0.016,-0.017,-0.016
55,6808.51331651491,293.145779058379,6811.58853197776,308.632726720842,6806.17212253558,297.994654049703,1.07241679254639,9.71217394024481,8.04202288266185,10.4570867306831,6.16357822606027,1.15829970411703,0.982,-0.177,0.624,-0.773,-0.043,-0.982,-0.693,-0.692,-0.984,0.051,-0.405,0.733,0.194,0.462,0.234,0.153,0.167,0.029,0.112,-0.016,0.076,-0.031,0.052,-0.036,0.037,-0.038,0.027,-0.039,0.019,-0.04,0.015,-0.042
56,6812.30749350027,305.927598394496,6810.24315338697,305.001417550263,6810.18638553815,300.904109049884,2.33231899124028,8.91574215519649,11.4747110792432,14.6713722934928,9.35959425041032,4.42503465014246,0.968,-0.242,0.338,-0.935,-0.613,-0.778,-0.947,0.207,-0.032,0.765,0.347,0.174,0.177,-0.048,0.073,-0.067,0.028,-0.055,0.009,-0.043,-0.001,-0.035,-0.007,-0.032,-0.013,-0.032,-0.022,-0.037,-0.047,-0.056,-0.129,-0.101
57,6809.31055642569,301.982178483012,6805.60193091048,304.783258079885,6801.09531562698,291.18314392161,1.47832360682146,5.94197306723887,14.2221668965462,12.6555246276755,7.2299429630589,1.98222849656917,0.976,-0.21,0.486,-0.864,-0.349,-0.915,-0.895,-0.228,-0.524,0.508,0.041,0.465,0.194,0.206,0.173,0.056,0.126,-0.011,0.089,-0.039,0.063,-0.051,0.045,-0.06,0.033,-0.072,0.021,-0.095,-0.006,-0.161,-0.171,-0.338
58,6806.10227022308,300.198558613206,6815.32602691981,291.786778966632,6816.13994701503,305.753938507575,2.54881616881046,8.75137861547094,13.3439928803656,9.27581883368311,6.17493306529172,2.58441398268386,0.977,-0.206,0.501,-0.856,-0.309,-0.93,-0.894,-0.332,-0.706,0.515,0.074,0.649,0.324,0.203,0.212,-0.017,0.11,-0.065,0.054,-0.065,0.025,-0.056,0.01,-0.049,0.0004505,-0.045,-0.007,-0.045,-0.017,-0.052,-0.031,-0.067
59,6810.58560268061,309.619269180107,6810.19052586327,292.793148124029,6803.84013769452,291.665340607031,2.62123575053136,4.76801888516028,10.7526499509596,11.1045329316175,5.37871788566486,1.77564637235325,0.982,-0.179,0.618,-0.778,-0.061,-0.981,-0.701,-0.645,-0.877,0.054,-0.468,0.575,0.064,0.552,0.276,0.257,0.242,0.043,0.157,-0.043,0.092,-0.066,0.052,-0.066,0.029,-0.061,0.014,-0.057,0.004,-0.055,-0.003,-0.055
60,6817.60358939965,299.022967278311,6816.7241317023,291.978043567616,6817.15140876457,292.297823289015,1.46956339294104,8.48835581850577,13.0880818587374,11.8424551441179,9.71193017170512,1.53148137031159,0.973,-0.222,0.431,-0.891,-0.445,-0.879,-0.976,-0.064,-0.298,0.679,0.2,0.329,0.186,0.083,0.123,-0.001,0.079,-0.027,0.053,-0.036,0.036,-0.04,0.026,-0.044,0.018,-0.05,0.01,-0.064,-0.004,-0.095,-0.037,-0.157
61,6812.65961663309,297.240786008915,6805.0427170551,300.176920316788,6801.23785761055,304.978136239298,2.6549666141748,5.12811925589482,14.8530377464706,12.7591401050652,7.52931927948268,4.88149961037535,0.971,-0.229,0.392,-0.904,-0.485,-0.817,-0.896,-0.049,-0.404,0.663,0.265,0.453,0.294,0.054,0.154,-0.073,0.065,-0.083,0.023,-0.069,0.002,-0.057,-0.009,-0.05,-0.019,-0.049,-0.037,-0.058,-0.104,-0.094,-0.431,0.375
62,6812.77307835287,301.931148431133,6812.62740024657,303.939927154013,6817.54206790297,310.628383589581,2.47801145024669,4.02696946417673,6.29022383521378,7.84421522005889,9.84664690392478,1.32283964629615,0.986,-0.158,0.697,-0.703,0.147,-0.972,-0.476,-0.857,-0.885,-0.332,-0.79,0.302,-0.344,0.62,0.096,0.563,0.318,0.29,0.294,0.043,0.187,-0.065,0.103,-0.087,0.054,-0.08,0.026,-0.069,0.01,-0.059,0.002,-0.053
63,6806.29402326333,304.545522989028,6801.35194635673,295.340095855892,6816.08192448056,301.531756034369,2.31718340551107,6.8946903099285,10.1745707469308,11.8731869995074,4.18026808506662,1.78932259779387,0.982,-0.181,0.61,-0.786,-0.084,-0.984,-0.733,-0.623,-0.883,0.117,-0.391,0.618,0.127,0.495,0.26,0.2,0.208,0.03,0.137,-0.036,0.084,-0.056,0.051,-0.058,0.03,-0.056,0.017,-0.054,0.007,-0.054,0.001,-0.056
64,6803.85366325734,292.400780997474,6811.55168394589,296.497463296154,6810.42381320689,290.652156601224,1.01222348099912,9.59610326232464,12.2732142773767,13.7495278531652,9.22980392573774,2.03618372560191,0.972,-0.228,0.401,-0.908,-0.508,-0.848,-0.966,0.061,-0.165,0.655,0.205,0.261,0.165,0.059,0.107,-0.006,0.07,-0.027,0.047,-0.034,0.034,-0.038,0.025,-0.043,0.018,-0.051,0.011,-0.068,-0.006,-0.112,-0.061,-0.207
65,6816.93852203437,298.965475774509,6804.68094210708,300.662244797737,6808.596315345,292.073527438791,2.92079205633131,4.34535652077567,10.5564430842044,11.5922400131301,9.00573915546736,4.92358679891364,0.976,-0.209,0.49,-0.861,-0.325,-0.926,-0.921,-0.31,-0.675,0.57,0.106,0.63,0.34,0.199,0.229,-0.04,0.104,-0.091,0.037,-0.079,0.007,-0.059,-0.005,-0.044,-0.011,-0.035,-0.016,-0.029,-0.02,-0.027,-0.024,-0.027
66,6807.04572768505,302.636339318392,6802.15098326613,309.159366890282,6805.01354627808,299.781168217569,2.92611590692962,4.05896839482563,11.2914442109844,11.1601047285346,9.90206635247463,1.82483395745372,0.978,-0.201,0.53,-0.833,-0.245,-0.958,-0.885,-0.387,-0.68,0.423,-0.084,0.56,0.211,0.319,0.239,0.088,0.166,-0.029,0.096,-0.065,0.051,-0.068,0.025,-0.062,0.009,-0.057,-0.002,-0.055,-0.012,-0.057,-0.021,-0.063
67,6806.74172759296,307.126602495421,6810.91241104017,299.062715919844,6802.15811077464,308.439217308105,1.85463797003143,6.5007992463346,8.06741203372888,10.1407350216976,5.1329291975746,4.56506476641085,0.983,-0.175,0.633,-0.767,-0.022,-0.989,-0.671,-0.716,-0.967,-0.049,-0.661,0.668,0.159,0.797,0.477,0.204,0.266,-0.082,0.112,-0.108,0.042,-0.085,0.013,-0.062,1.471e-05,-0.045,-0.006,-0.035,-0.009,-0.028,-0.011,-0.024
68,6815.14863875596,300.610942597301,6815.20693375497,296.985065907781,6801.5337410824,290.867221281082,4.59192668443811,5.04113508253872,12.13856931175,11.0494286559417,9.094433563855,2.56424883026149,0.974,-0.215,0.465,-0.869,-0.367,-0.91,-0.93,-0.229,-0.608,0.584,0.14,0.642,0.392,0.146,0.203,-0.09,0.073,-0.097,0.021,-0.071,0.001,-0.051,-0.007,-0.039,-0.012,-0.032,-0.016,-0.029,-0.022,-0.029,-0.029,-0.032
69,6815.6216405511,304.660289391378,6813.28249556178,291.155724750413,6818.77400098722,309.224089011436,1.38028899951163,6.81070110054293,11.7127559084907,12.051566181046,4.01966978290626,3.77745467456606,0.98,-0.192,0.564,-0.818,-0.188,-0.957,-0.785,-0.477,-0.77,0.239,-0.272,0.594,0.177,0.443,0.279,0.147,0.201,-0.015,0.118,-0.064,0.065,-0.07,0.034,-0.066,0.016,-0.061,0.004,-0.058,-0.006,-0.06,-0.015,-0.066
70,6816.27212097494,291.062253081451,6806.25082614505,306.689640856471,6808.98832134518,306.275979100157,2.27300171016646,7.91639208140524,12.4321741098391,13.1700340837434,8.37977232795725,3.35046749824302,0.972,-0.227,0.408,-0.906,-0.495,-0.856,-0.966,-0.012,-0.312,0.74,0.304,0.356,0.238,0.021,0.119,-0.056,0.055,-0.06,0.025,-0.052,0.009,-0.044,-7.863e-05,-0.039,-0.007,-0.038,-0.014,-0.041,-0.029,-0.053,-0.057,-0.078
71,6812.11390315749,297.076347639228,6817.63591993137,298.491707345493,6810.98006082446,298.959658975608,4.13024060977509,4.72114458024081,8.7256785709733,10.6079656613996,8.36003010070319,3.84739642789266,0.979,-0.196,0.549,-0.826,-0.206,-0.965,-0.849,-0.488,-0.854,0.344,-0.198,0.761,0.394,0.462,0.376,-0.03,0.14,-0.14,0.034,-0.102,0.001,-0.065,-0.01,-0.043,-0.013,-0.03,-0.014,-0.022,-0.015,-0.018,-0.016,-0.016
72,6804.15690192396,310.33560811022,6812.24263169237,290.01922291473,6805.33237096703,293.383817305397,2.18182793405777,8.79190509058817,11.5249601997995,9.78687350784389,4.19479101020483,4.86718499347583,0.978,-0.199,0.536,-0.837,-0.248,-0.95,-0.839,-0.411,-0.764,0.341,-0.187,0.689,0.348,0.429,0.338,-0.001,0.148,-0.111,0.052,-0.094,0.013,-0.068,-0.002,-0.05,-0.009,-0.039,-0.013,-0.032,-0.017,-0.029,-0.021,-0.029
73,6812.44712800686,306.68088119511,6803.80294643325,297.17183371229,6801.36975676305,310.166928699884,1.19615718842488,8.95391941530942,7.02205211831979,10.4269810639887,5.08301995197723,3.44362496717185,0.983,-0.174,0.641,-0.757,0.004,-0.99,-0.654,-0.744,-0.981,-0.071,-0.651,0.669,0.147,0.725,0.39,0.219,0.249,-0.023,0.129,-0.072,0.065,-0.07,0.032,-0.059,0.015,-0.048,0.005,-0.04,-0.001,-0.035,-0.004,-0.032
74,6805.27715766891,297.404591273471,6817.42455147675,294.232956325127,6809.29843521281,290.874559962219,4.04983201981145,8.6594780022492,11.2397538835613,8.0664599988132,5.00732087109702,4.15348215817856,0.978,-0.199,0.533,-0.838,-0.242,-0.953,-0.858,-0.443,-0.84,0.378,-0.148,0.808,0.484,0.4,0.336,-0.099,0.103,-0.14,0.02,-0.092,-0.004,-0.058,-0.011,-0.038,-0.014,-0.027,-0.015,-0.021,-0.016,-0.017,-0.017,-0.016
75,6808.1467462832,305.284713835168,6804.29702294886,297.466187947001,6817.44245082967,309.637639257281,1.55122702733243,7.88843471709187,12.1995763377468,14.075023780216,8.59387691667897,2.27212875865411,0.973,-0.223,0.426,-0.898,-0.47,-0.873,-0.953,-0.026,-0.3,0.653,0.201,0.344,0.201,0.083,0.131,-0.01,0.08,-0.037,0.049,-0.044,0.031,-0.045,0.019,-0.047,0.01,-0.052,0.001,-0.065,-0.017,-0.097,-0.067,-0.168
76,6805.10114667623,296.489502414607,6804.52971633995,296.152516880191,6802.65116581089,290.047609982876,2.73880818914961,7.55739208536349,11.799058918474,11.957552423833,9.17909489551844,1.5979173681902,0.974,-0.216,0.458,-0.88,-0.4,-0.907,-0.963,-0.167,-0.479,0.678,0.222,0.454,0.25,0.092,0.147,-0.025,0.08,-0.049,0.043,-0.049,0.023,-0.045,0.012,-0.041,0.004,-0.04,-0.003,-0.043,-0.012,-0.051,-0.023,-0.064
77,6809.01338357241,300.989140083926,6816.36414846358,297.778516471957,6814.39246042462,294.652347333263,3.90057058429604,5.25671081323682,12.0951638359628,9.31186539909973,4.88975648323507,4.72871490668757,0.979,-0.195,0.545,-0.824,-0.196,-0.935,-0.765,-0.505,-0.876,0.198,-0.378,0.789,0.424,0.614,0.455,-0.032,0.162,-0.167,0.037,-0.12,-0.001,-0.076,-0.013,-0.05,-0.017,-0.035,-0.018,-0.027,-0.02,-0.023,-0.023,-0.021
78,6817.4583763747,310.448171456592,6806.24404661087,306.065200730922,6818.78040786005,301.062824556188,4.16898438287231,9.13313102042386,11.4416422144253,13.5145219954458,4.34736979782789,4.10230571787008,0.973,-0.221,0.435,-0.89,-0.426,-0.87,-0.924,-0.157,-0.547,0.653,0.252,0.585,0.368,0.068,0.17,-0.103,0.055,-0.096,0.011,-0.068,-0.005,-0.048,-0.012,-0.036,-0.016,-0.029,-0.02,-0.027,-0.027,-0.028,-0.039,-0.032
79,6805.46209462719,296.138616180357,6808.44468230476,306.409937222472,6805.26273290046,304.442397176285,3.74887792589424,8.26654904857379,6.65871354674064,13.2630050218237,9.81707114927532,1.14238236331667,0.977,-0.206,0.502,-0.857,-0.315,-0.92,-0.85,-0.323,-0.726,0.421,-0.004,0.743,0.394,0.206,0.212,-0.047,0.096,-0.072,0.044,-0.061,0.021,-0.05,0.008,-0.042,0.001,-0.037,-0.005,-0.036,-0.011,-0.037,-0.018,-0.041
80,6814.82061972826,298.320109603222,6818.12680996986,303.938054115023,6805.56853635925,293.741087767499,2.38636867290979,5.79989681710242,14.5457164491087,10.5771601639461,9.03406218872376,1.67729017356485,0.975,-0.214,0.472,-0.863,-0.35,-0.914,-0.934,-0.236,-0.543,0.589,0.116,0.499,0.245,0.171,0.181,0.012,0.113,-0.041,0.068,-0.055,0.041,-0.057,0.024,-0.058,0.012,-0.062,-0.0004021,-0.075,-0.025,-0.114,-0.124,-0.219
81,6803.43940842363,307.857789668112,6805.48502561583,297.863644023321,6807.73202676112,293.769814577339,4.52500536004643,4.31329987251014,6.38220056595512,9.2810912515266,4.9289966995734,4.31452329589876,0.985,-0.165,0.67,-0.734,0.07,-0.975,-0.533,-0.793,-0.902,-0.284,-0.86,0.378,-0.34,0.847,0.406,0.762,0.662,0.015,0.221,-0.257,0.032,-0.164,-0.012,-0.092,-0.02,-0.054,-0.02,-0.034,-0.018,-0.022,-0.017,-0.017
82,6811.95287179031,299.76077747138,6813.58070479689,290.762568142748,6805.03620325513,294.154308680867,1.89984014182819,6.14414849804306,6.07880248525968,9.78125691162644,6.8415284262807,3.65424069804202,0.984,-0.168,0.663,-0.743,0.047,-0.992,-0.601,-0.787,-0.965,-0.179,-0.781,0.555,-0.027,0.855,0.469,0.354,0.327,-0.03,0.152,-0.103,0.064,-0.09,0.025,-0.068,0.007,-0.051,-0.002,-0.039,-0.006,-0.03,-0.008,-0.026
83,6814.2757918148,306.570839245206,6810.845619755,291.251105413914,6807.70795188206,294.540350636911,1.78576001255177,7.92917814111176,13.7734756691185,11.7490718797732,9.46218408846187,2.48988988050209,0.972,-0.227,0.41,-0.901,-0.483,-0.858,-0.968,-0.01,-0.272,0.706,0.248,0.327,0.209,0.053,0.123,-0.028,0.07,-0.046,0.04,-0.047,0.022,-0.046,0.011,-0.046,0.003,-0.05,-0.008,-0.061,-0.032,-0.094,-0.117,-0.178
84,6811.93285671885,296.818876378421,6801.50177951569,295.904030385862,6810.52325945798,309.437192897135,1.3990660370561,4.28485609990271,9.63082891534695,13.0465917577417,8.60599836402016,1.70592749902983,0.981,-0.188,0.582,-0.807,-0.156,-0.98,-0.814,-0.509,-0.756,0.286,-0.203,0.528,0.11,0.351,0.18,0.164,0.161,0.052,0.125,-0.006,0.092,-0.034,0.067,-0.047,0.049,-0.055,0.035,-0.062,0.025,-0.072,0.017,-0.085
85,6807.20950256871,297.090124937978,6813.52057577189,294.51100910715,6815.1518274256,290.144849167392,1.84019897792063,9.44248096634165,13.5239141163072,12.6177646159073,4.45322378933514,2.16776242587975,0.976,-0.211,0.481,-0.871,-0.371,-0.909,-0.887,-0.194,-0.504,0.5,0.041,0.465,0.204,0.206,0.18,0.047,0.126,-0.022,0.082,-0.047,0.054,-0.056,0.035,-0.06,0.021,-0.066,0.009,-0.081,-0.012,-0.121,-0.08,-0.22
86,6801.3887517993,300.622304951622,6806.18256578446,309.581026423515,6802.47340087328,306.291536790378,3.63308536085978,5.26838637060871,6.45889618253835,8.26176283483681,6.18414565175797,2.34406342487628,0.986,-0.159,0.697,-0.711,0.133,-0.984,-0.495,-0.859,-0.916,-0.348,-0.894,0.327,-0.401,0.825,0.365,0.733,0.526,0.081,0.244,-0.14,0.09,-0.126,0.029,-0.089,0.006,-0.062,-0.004,-0.044,-0.008,-0.033,-0.01,-0.027
87,6815.56531192437,300.521197216717,6801.33383669092,300.292832186777,6801.49254167966,309.163757264121,1.76571686447496,6.06795998365128,14.3601067175027,12.7907474318387,6.96094898996992,2.90169951908757,0.974,-0.216,0.455,-0.88,-0.402,-0.886,-0.899,-0.16,-0.485,0.56,0.112,0.472,0.239,0.164,0.179,0.009,0.112,-0.044,0.067,-0.058,0.04,-0.06,0.022,-0.062,0.009,-0.068,-0.006,-0.086,-0.048,-0.145,-0.375,-0.272
88,6805.13940774404,307.288566368252,6805.31528627628,299.17237375875,6812.88129123908,306.661012525442,1.12605892453832,7.03782147647592,14.246631198744,10.8828623706146,4.11555827298186,3.86639150051,0.978,-0.198,0.533,-0.837,-0.255,-0.929,-0.791,-0.376,-0.68,0.284,-0.21,0.547,0.173,0.397,0.261,0.133,0.193,-0.013,0.119,-0.062,0.07,-0.073,0.041,-0.074,0.022,-0.076,0.007,-0.085,-0.016,-0.116,-0.08,-0.188
89,6808.91654779465,291.771814299712,6804.3286144822,299.461228365534,6802.18754712007,298.915463955989,2.09946080655362,6.05894803199357,12.569058748721,8.75880823772503,5.88232359689511,1.69607750383598,0.982,-0.183,0.603,-0.786,-0.084,-0.975,-0.729,-0.632,-0.911,0.117,-0.389,0.662,0.166,0.5,0.273,0.179,0.205,0.016,0.131,-0.042,0.081,-0.057,0.05,-0.059,0.03,-0.057,0.017,-0.057,0.008,-0.06,0.001,-0.067
90,6806.42842528973,298.965950720991,6803.79824533564,298.9127277648,6812.70523724952,300.612619668406,3.70418220678428,7.65107600634266,6.85789999570527,10.0987982190929,6.93801840790511,3.49685424333882,0.981,-0.188,0.585,-0.805,-0.134,-0.983,-0.787,-0.595,-0.959,0.173,-0.446,0.857,0.522,0.654,0.426,-0.086,0.132,-0.15,0.033,-0.099,0.003,-0.062,-0.007,-0.04,-0.01,-0.028,-0.011,-0.02,-0.011,-0.016,-0.012,-0.014
91,6811.1751833926,297.769249440985,6801.05212422889,296.355141585687,6807.40036798486,290.121957925346,1.61658800393791,6.3991971421051,14.6338673838772,13.791513916104,5.81310759296118,4.56435045981876,0.973,-0.224,0.418,-0.897,-0.459,-0.834,-0.861,-0.087,-0.449,0.568,0.165,0.48,0.275,0.12,0.174,-0.032,0.092,-0.066,0.047,-0.066,0.023,-0.062,0.007,-0.061,-0.005,-0.066,-0.025,-0.086,-0.119,-0.166,-0.331,0.434
92,6802.35149323152,295.809633131243,6803.73288416954,297.123227724851,6807.3827025453,304.233502910326,1.79576288156476,6.46613712933657,6.86806364236458,12.8494459147716,6.8690140472764,3.84229367385138,0.981,-0.186,0.59,-0.799,-0.12,-0.981,-0.774,-0.602,-0.939,0.179,-0.354,0.779,0.324,0.509,0.337,0.072,0.183,-0.066,0.087,-0.08,0.039,-0.068,0.016,-0.054,0.003,-0.044,-0.003,-0.037,-0.008,-0.034,-0.012,-0.033
93,6818.85878176494,291.79701649445,6807.90297447336,307.610128144633,6811.10917666152,301.538798413157,3.17833566787402,9.86591460979645,11.5453270894629,11.8848030315431,8.27221244149299,4.72036874288993,0.97,-0.235,0.372,-0.922,-0.552,-0.821,-0.98,0.06,-0.263,0.884,0.491,0.259,0.213,-0.098,0.063,-0.091,0.015,-0.06,-0.001,-0.04,-0.007,-0.028,-0.01,-0.022,-0.012,-0.019,-0.015,-0.018,-0.021,-0.019,-0.03,-0.023
94,6811.00142847875,298.574828729202,6810.1598604904,294.986235036309,6805.15964661348,306.60749208756,3.43278458297835,7.04490828116189,8.86099838477926,10.8843244543389,8.14039823765544,3.29879720566118,0.978,-0.201,0.528,-0.843,-0.258,-0.958,-0.891,-0.425,-0.844,0.453,-0.001,0.842,0.475,0.23,0.243,-0.09,0.086,-0.102,0.027,-0.073,0.004,-0.05,-0.004,-0.036,-0.008,-0.027,-0.01,-0.022,-0.012,-0.019,-0.014,-0.018
95,6815.9177184969,301.275921362814,6811.05974494531,297.965493620291,6810.4605512842,302.418690337597,1.46893552678495,6.37063270516893,10.6109233704318,9.48081904079094,7.52588420128815,4.61762365669439,0.979,-0.194,0.556,-0.824,-0.196,-0.966,-0.831,-0.51,-0.908,0.326,-0.13,0.841,0.404,0.319,0.264,-0.013,0.126,-0.073,0.058,-0.069,0.025,-0.055,0.009,-0.044,0.001,-0.036,-0.004,-0.031,-0.008,-0.029,-0.011,-0.028
96,6807.20447921598,305.845551142034,6816.53151789639,290.650881620184,6801.05823629653,294.760672474302,4.06249355687027,6.11237856183943,13.0248362610261,10.398739142714,5.09515392029613,1.46223306209827,0.979,-0.196,0.546,-0.824,-0.207,-0.95,-0.815,-0.474,-0.823,0.31,-0.178,0.709,0.304,0.376,0.275,0.051,0.158,-0.052,0.084,-0.068,0.044,-0.064,0.022,-0.057,0.01,-0.052,0.001,-0.051,-0.008,-0.056,-0.018,-0.067
97,6804.49390278526,305.172274805377,6813.70019971984,302.877447885118,6806.51642315168,299.179037212947,1.21510522750093,8.66370785611929,14.3910688933272,11.2708273136529,4.43152766339212,3.28782757924253,0.976,-0.207,0.494,-0.862,-0.341,-0.909,-0.843,-0.248,-0.571,0.415,-0.05,0.511,0.21,0.277,0.217,0.069,0.151,-0.027,0.094,-0.058,0.057,-0.066,0.035,-0.069,0.019,-0.075,0.004,-0.092,-0.032,-0.149,-0.282,-0.296
98,6815.93907742741,294.077619632048,6806.60923899583,299.671405828349,6810.56436762585,290.979567291221,1.28589908031961,9.61227796822624,8.07652713203906,13.3173352268952,6.97689738822447,2.00401996386894,0.978,-0.197,0.541,-0.831,-0.223,-0.958,-0.867,-0.466,-0.83,0.457,0.024,0.67,0.273,0.235,0.197,0.034,0.121,-0.027,0.073,-0.042,0.045,-0.044,0.029,-0.043,0.018,-0.042,0.01,-0.043,0.003,-0.047,-0.002,-0.053
99,6814.60778110466,308.568714342009,6807.69791391732,303.362506231616,6809.94986895108,298.509667016327,4.80740198838442,5.87511798848805,8.06648195312859,10.8572511433308,9.29795622851794,3.46792102249643,0.977,-0.205,0.51,-0.852,-0.295,-0.947,-0.906,-0.358,-0.759,0.474,-0.039,0.79,0.54,0.288,0.265,-0.154,0.062,-0.129,0.006,-0.077,-0.008,-0.047,-0.012,-0.031,-0.013,-0.022,-0.014,-0.017,-0.014,-0.014,-0.016,-0.013
100,6818.58855674514,292.524395081797,6817.45056849081,306.648423388259,6808.73910592306,303.737559223165,4.59850024787038,4.35120320299403,12.3062469432311,8.33147884409217,6.88041468243622,4.72165684150786,0.978,-0.201,0.524,-0.83,-0.218,-0.926,-0.801,-0.488,-0.905,0.285,-0.263,0.885,0.556,0.506,0.401,-0.134,0.106,-0.173,0.012,-0.107,-0.012,-0.064,-0.017,-0.041,-0.018,-0.028,-0.019,-0.021,-0.02,-0.018,-0.022,-0.016
101,6812.7582490628,305.289231676671,6818.57050947229,300.803730146222,6809.56104805004,297.977315599827,3.19076864536122,6.70030624168982,9.85397406744918,9.13574036219334,5.12547282171001,4.86244021220666,0.98,-0.188,0.58,-0.807,-0.14,-0.97,-0.766,-0.582,-0.935,0.152,-0.453,0.805,0.421,0.683,0.475,-0.027,0.164,-0.162,0.04,-0.114,0.002,-0.071,-0.009,-0.046,-0.013,-0.031,-0.014,-0.023,-0.014,-0.018,-0.014,-0.015
102,6809.9000317893,303.95034392354,6804.65692124766,293.137644246304,6814.56630424949,292.096493296647,3.86951638884608,6.96233395069786,6.42210569041913,12.981458566429,4.78528033985688,2.64672947735036,0.982,-0.182,0.606,-0.785,-0.079,-0.973,-0.699,-0.644,-0.928,0.02,-0.593,0.691,0.234,0.768,0.483,0.136,0.241,-0.108,0.094,-0.114,0.032,-0.085,0.007,-0.062,-0.004,-0.046,-0.009,-0.036,-0.013,-0.03,-0.015,-0.028
103,6818.7404139835,290.531616929284,6814.37040314872,307.951902989101,6803.23394290375,303.588945216401,2.17259384340046,4.68573222956552,9.05997499953632,12.4140160706722,7.44737523477308,3.15805274140949,0.98,-0.189,0.578,-0.81,-0.155,-0.978,-0.805,-0.543,-0.859,0.261,-0.25,0.677,0.235,0.436,0.289,0.114,0.191,-0.034,0.104,-0.071,0.051,-0.07,0.023,-0.06,0.007,-0.051,-0.002,-0.045,-0.009,-0.042,-0.014,-0.042
104,6811.3660787124,292.095916014326,6803.94140597953,293.970393009168,6802.30892583631,296.033391149988,1.8783245903968,8.38194343209528,13.5012757697837,9.63049607544824,5.14339558095018,4.80320828482631,0.976,-0.208,0.491,-0.863,-0.335,-0.911,-0.858,-0.286,-0.67,0.442,-0.023,0.673,0.379,0.264,0.252,-0.046,0.109,-0.094,0.042,-0.079,0.013,-0.061,-0.000274,-0.049,-0.008,-0.043,-0.015,-0.041,-0.025,-0.045,-0.043,-0.058
105,6813.67694474815,301.069205299006,6818.68767687668,294.455367396458,6816.23144282152,294.934482323028,2.00473982910586,8.34914994954684,12.046588419111,11.2447566451508,4.34045423236132,4.43243963946444,0.977,-0.202,0.519,-0.848,-0.283,-0.936,-0.853,-0.357,-0.713,0.396,-0.097,0.656,0.326,0.337,0.281,0.006,0.14,-0.085,0.059,-0.083,0.022,-0.066,0.004,-0.053,-0.005,-0.044,-0.011,-0.04,-0.018,-0.04,-0.026,-0.043
106,6817.84990943496,299.300355813525,6801.36885124335,297.912063564086,6811.07138060028,306.447745072564,4.09603907783964,7.96180420241736,10.8574299725347,10.5442270930281,6.70487782196127,1.27072893385772,0.978,-0.201,0.528,-0.842,-0.259,-0.957,-0.895,-0.416,-0.819,0.488,0.077,0.751,0.361,0.187,0.203,-0.031,0.098,-0.062,0.048,-0.056,0.023,-0.047,0.011,-0.039,0.003,-0.034,-0.002,-0.032,-0.006,-0.032,-0.01,-0.034
107,6808.10903820891,298.504613025674,6802.78192168753,305.846563820983,6818.88708004339,305.161749281033,4.59980604413919,4.14295964166684,13.391563657189,8.05132287463211,8.14510255471094,1.94759873269349,0.978,-0.198,0.542,-0.809,-0.166,-0.945,-0.803,-0.536,-0.885,0.271,-0.273,0.757,0.351,0.501,0.372,0.034,0.18,-0.105,0.073,-0.102,0.026,-0.079,0.005,-0.062,-0.006,-0.051,-0.013,-0.046,-0.02,-0.046,-0.029,-0.05
108,6803.19704060567,297.157210068388,6805.53059907177,294.403317749296,6804.88876833645,305.410365105631,4.44374856738229,7.55087079641135,9.47603088817618,10.4212267775582,5.44194862047161,4.27027847786578,0.978,-0.2,0.529,-0.841,-0.247,-0.951,-0.863,-0.452,-0.888,0.393,-0.106,0.917,0.591,0.308,0.283,-0.152,0.072,-0.134,0.009,-0.081,-0.008,-0.049,-0.012,-0.032,-0.013,-0.022,-0.013,-0.016,-0.013,-0.013,-0.014,-0.012
