NUM,W1,W2,W3,W4,L1,L2,L3,L4,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W5,W6,L5,L6
1849,6815.36283000726,303.185199116035,6801.83477740563,294.923993371499,4.15168534124014,11.2849176369571,13.1665288499535,5.93273891690806,0.985,-0.164,0.672,-0.733,0.052,-0.984,-0.609,-0.719,-0.782,-0.039,-0.417,0.334,-0.124,0.319,-0.001,0.23,0.044,0.162,0.061,0.118,0.069,0.09,0.076,0.073,0.087,0.063,0.107,0.057,0.148,0.052,0.216,0.039,0.0,0.0,0.0,0.0
1850,6812.06210883959,303.303536340239,6811.75220399028,309.493184380148,3.09352851164319,6.62114887711098,8.17120234090546,3.21214550551361,0.994,-0.104,0.864,-0.495,0.586,-0.801,0.199,-0.966,-0.238,-0.948,-0.633,-0.707,-0.829,-0.274,-0.718,0.146,-0.447,0.347,-0.218,0.363,-0.079,0.308,-0.005,0.246,0.033,0.194,0.052,0.154,0.062,0.124,0.066,0.107,0.0,0.0,0.0,0.0
1851,6817.0076084067,301.884012890292,6806.79177471118,299.683754093985,3.53512410820223,8.09324361945606,11.5332341859558,2.31254646080521,0.991,-0.124,0.806,-0.578,0.422,-0.884,-0.074,-0.954,-0.536,-0.73,-0.743,-0.28,-0.623,0.111,-0.388,0.279,-0.202,0.299,-0.086,0.266,-0.019,0.225,0.02,0.19,0.046,0.163,0.065,0.143,0.083,0.13,0.098,0.123,0.0,0.0,0.0,0.0
1852,6814.59497626827,305.694374825943,6817.0933420374,302.925591588688,2.64726262284065,9.95647829121936,8.22684713071716,6.12087178286856,0.991,-0.128,0.798,-0.596,0.393,-0.914,-0.143,-0.982,-0.658,-0.703,-0.836,-0.13,-0.57,0.29,-0.254,0.364,-0.075,0.3,0.007,0.225,0.042,0.167,0.057,0.127,0.064,0.099,0.067,0.079,0.07,0.065,0.073,0.058,0.0,0.0,0.0,0.0
1853,6810.00334216489,305.677883866046,6815.07972601199,299.341029697021,4.96528329102757,14.2744585501388,9.02612609840241,5.07445779309141,0.986,-0.157,0.699,-0.708,0.124,-0.982,-0.533,-0.806,-0.834,-0.163,-0.514,0.324,-0.167,0.352,-0.013,0.257,0.042,0.177,0.061,0.126,0.068,0.094,0.073,0.073,0.079,0.061,0.09,0.052,0.111,0.047,0.141,0.042,0.0,0.0,0.0,0.0
1854,6817.69720706649,308.097162532567,6808.99183259012,295.730246256859,3.91275012181393,9.58518299687075,10.8846204186,6.98496462919244,0.987,-0.149,0.728,-0.68,0.199,-0.971,-0.431,-0.876,-0.844,-0.331,-0.647,0.272,-0.24,0.393,-0.033,0.296,0.04,0.2,0.062,0.136,0.068,0.097,0.07,0.072,0.071,0.056,0.074,0.045,0.081,0.037,0.089,0.033,0.0,0.0,0.0,0.0
1855,6808.50584190848,301.298303851845,6811.81604604914,301.21459160116,5.04237350816664,6.69456745561731,9.19849038710495,6.16336195103208,0.99,-0.131,0.787,-0.608,0.367,-0.912,-0.15,-0.958,-0.639,-0.723,-0.921,-0.174,-0.654,0.41,-0.191,0.478,0.017,0.328,0.075,0.208,0.085,0.135,0.082,0.091,0.076,0.064,0.071,0.047,0.068,0.035,0.067,0.028,0.0,0.0,0.0,0.0
1856,6815.80236941736,306.81600445581,6810.87430037196,296.223370180919,5.92835499556229,12.1058983254488,8.94772653550924,6.24095694836427,0.986,-0.157,0.703,-0.705,0.138,-0.982,-0.517,-0.844,-0.911,-0.197,-0.547,0.411,-0.117,0.395,0.032,0.251,0.067,0.156,0.072,0.101,0.069,0.069,0.067,0.05,0.066,0.037,0.067,0.029,0.073,0.022,0.081,0.018,0.0,0.0,0.0,0.0
1857,6801.72352993425,303.149597893857,6807.6226507408,305.391027506154,2.88104032280906,8.04662760454424,5.86604443195884,4.818627129272,0.994,-0.105,0.864,-0.498,0.583,-0.806,0.194,-0.974,-0.249,-0.962,-0.667,-0.726,-0.896,-0.256,-0.753,0.23,-0.409,0.427,-0.152,0.395,-0.021,0.305,0.036,0.225,0.059,0.167,0.068,0.125,0.069,0.097,0.069,0.081,0.0,0.0,0.0,0.0
1858,6802.60304127087,307.296831629976,6805.11155581648,297.503036519711,2.6980401417005,8.17076955719877,8.14437324129678,3.40322022931424,0.993,-0.109,0.852,-0.519,0.546,-0.832,0.119,-0.983,-0.35,-0.905,-0.713,-0.571,-0.786,-0.105,-0.587,0.226,-0.335,0.334,-0.156,0.318,-0.052,0.265,0.004,0.213,0.033,0.171,0.05,0.139,0.059,0.115,0.064,0.102,0.0,0.0,0.0,0.0
1859,6817.69647621756,295.90642580541,6807.81505172105,305.330648868105,6.84541322667906,11.8686477549388,10.3820444091784,2.15697514307203,0.987,-0.151,0.724,-0.682,0.187,-0.975,-0.469,-0.847,-0.786,-0.243,-0.54,0.214,-0.248,0.296,-0.09,0.252,-0.014,0.198,0.023,0.155,0.043,0.125,0.056,0.104,0.067,0.091,0.08,0.082,0.098,0.076,0.119,0.074,0.0,0.0,0.0,0.0
1860,6814.30295361349,299.143401111602,6803.01742309729,299.957598151706,6.4635864765431,13.2483552354572,7.6313620434198,2.10380024593817,0.989,-0.141,0.757,-0.648,0.269,-0.955,-0.342,-0.899,-0.734,-0.42,-0.639,0.079,-0.366,0.269,-0.17,0.275,-0.062,0.232,-0.004,0.189,0.027,0.155,0.047,0.13,0.061,0.113,0.075,0.102,0.093,0.096,0.112,0.094,0.0,0.0,0.0,0.0
1861,6816.95313458237,297.502073154013,6812.55038222756,305.956087130131,2.21899160233156,8.3182000789775,10.4372463836948,6.82806317497729,0.99,-0.133,0.783,-0.616,0.346,-0.931,-0.22,-0.949,-0.686,-0.59,-0.749,-0.05,-0.489,0.267,-0.231,0.321,-0.08,0.275,-0.004,0.216,0.033,0.168,0.052,0.133,0.063,0.108,0.071,0.09,0.079,0.078,0.087,0.072,0.0,0.0,0.0,0.0
1862,6808.75978882051,296.781488876592,6802.85850860017,303.40652334011,2.43508164369258,8.44554983930658,5.84930615158439,3.64499989279014,0.994,-0.099,0.878,-0.472,0.626,-0.773,0.269,-0.956,-0.15,-0.977,-0.555,-0.793,-0.81,-0.408,-0.783,0.03,-0.547,0.299,-0.3,0.366,-0.134,0.332,-0.038,0.273,0.013,0.218,0.039,0.174,0.053,0.14,0.059,0.12,0.0,0.0,0.0,0.0
1863,6816.28460186605,306.639958402843,6815.43191039517,295.135292736226,5.10882463241395,7.46865064906003,6.05927223983324,6.26215142401384,0.992,-0.121,0.819,-0.566,0.454,-0.877,-0.012,-0.973,-0.476,-0.846,-0.867,-0.473,-0.929,0.181,-0.429,0.572,-0.044,0.452,0.075,0.281,0.097,0.174,0.092,0.111,0.083,0.074,0.074,0.051,0.067,0.036,0.063,0.028,0.0,0.0,0.0,0.0
1864,6818.7319781855,306.507549137005,6813.51080747639,300.953797866593,2.93359997542131,9.62383585147926,10.7865204500715,6.1024709913509,0.989,-0.14,0.759,-0.646,0.278,-0.953,-0.322,-0.919,-0.762,-0.471,-0.71,0.097,-0.381,0.334,-0.139,0.318,-0.022,0.246,0.03,0.183,0.052,0.138,0.063,0.107,0.069,0.087,0.076,0.073,0.084,0.064,0.094,0.059,0.0,0.0,0.0,0.0
1865,6812.42228352253,306.315358764909,6801.51251453752,306.843844419478,3.041344760203,14.3922696981471,8.93008436635348,3.41823577374818,0.989,-0.14,0.756,-0.646,0.271,-0.944,-0.315,-0.883,-0.691,-0.452,-0.651,0.02,-0.412,0.247,-0.209,0.284,-0.085,0.254,-0.015,0.214,0.025,0.179,0.051,0.154,0.071,0.137,0.093,0.128,0.123,0.125,0.16,0.125,0.0,0.0,0.0,0.0
1866,6805.43521825412,302.455342393384,6803.03272500367,297.660796565613,3.21493668927704,7.81070228391729,13.3954873069274,5.09000048801508,0.989,-0.143,0.748,-0.651,0.26,-0.939,-0.312,-0.884,-0.712,-0.473,-0.701,0.044,-0.42,0.307,-0.177,0.328,-0.043,0.27,0.022,0.21,0.054,0.165,0.073,0.134,0.088,0.114,0.106,0.103,0.136,0.097,0.178,0.095,0.0,0.0,0.0,0.0
1867,6816.2379062593,293.065417070242,6813.93821882674,295.101978904676,6.59053507917967,9.7666432387653,11.5366603667327,5.43488654881789,0.986,-0.16,0.69,-0.713,0.115,-0.98,-0.545,-0.822,-0.906,-0.139,-0.496,0.42,-0.098,0.375,0.033,0.238,0.066,0.15,0.07,0.099,0.069,0.069,0.067,0.05,0.068,0.038,0.072,0.03,0.081,0.023,0.092,0.018,0.0,0.0,0.0,0.0
1868,6814.87641784431,293.144334497215,6815.19891357715,305.870137535552,2.45726746185883,7.18035140944608,10.3731304645173,5.03967560727706,0.991,-0.122,0.815,-0.572,0.438,-0.887,-0.06,-0.971,-0.536,-0.759,-0.773,-0.304,-0.662,0.127,-0.395,0.317,-0.182,0.325,-0.058,0.273,0.007,0.217,0.04,0.172,0.057,0.138,0.068,0.114,0.076,0.097,0.082,0.088,0.0,0.0,0.0,0.0
1869,6807.21700448761,294.57216618649,6813.06632416839,296.358915968076,3.25943737865072,6.90180287875938,10.7035387004423,2.51378917417378,0.992,-0.116,0.831,-0.542,0.495,-0.847,0.051,-0.963,-0.406,-0.841,-0.719,-0.479,-0.735,-0.037,-0.526,0.242,-0.298,0.323,-0.14,0.305,-0.047,0.26,0.006,0.216,0.037,0.18,0.056,0.153,0.071,0.133,0.081,0.122,0.0,0.0,0.0,0.0
1870,6813.07131431245,308.011310114829,6803.0889427069,304.389460544424,2.66853299710443,10.4936089888649,9.50689761720446,6.81259426164049,0.989,-0.14,0.761,-0.643,0.289,-0.952,-0.313,-0.935,-0.78,-0.488,-0.729,0.111,-0.376,0.349,-0.13,0.321,-0.015,0.243,0.033,0.178,0.054,0.133,0.062,0.102,0.067,0.081,0.072,0.067,0.078,0.057,0.085,0.052,0.0,0.0,0.0,0.0
1871,6801.83975940325,298.594338537179,6815.72317058974,308.624644447488,3.50882207170631,14.6462458208976,5.43506524633994,4.29620506512491,0.99,-0.131,0.785,-0.602,0.37,-0.9,-0.141,-0.939,-0.597,-0.684,-0.792,-0.2,-0.621,0.224,-0.323,0.368,-0.116,0.338,-0.009,0.27,0.043,0.209,0.069,0.166,0.085,0.136,0.098,0.116,0.116,0.103,0.137,0.098,0.0,0.0,0.0,0.0
1872,6802.36503493133,296.81482925503,6803.99336216013,297.011756287718,6.31366891288805,10.803546715698,7.5743252290031,2.63954546481832,0.99,-0.132,0.786,-0.612,0.358,-0.928,-0.204,-0.967,-0.702,-0.62,-0.781,-0.04,-0.488,0.293,-0.216,0.33,-0.067,0.272,0.003,0.208,0.036,0.159,0.052,0.124,0.06,0.099,0.066,0.082,0.072,0.069,0.077,0.063,0.0,0.0,0.0,0.0
1873,6816.83474977414,294.379940396113,6803.67049504022,303.925161669273,3.56361039791091,11.8612866929632,9.00062992657029,5.54598909035107,0.988,-0.143,0.752,-0.653,0.263,-0.958,-0.347,-0.92,-0.802,-0.444,-0.71,0.161,-0.336,0.367,-0.099,0.316,0.004,0.231,0.043,0.165,0.059,0.122,0.065,0.093,0.069,0.074,0.073,0.061,0.079,0.052,0.087,0.048,0.0,0.0,0.0,0.0
1874,6815.06067676734,306.254213633665,6807.16153423857,298.017395042665,5.78679891230515,7.77903444655531,7.45082163906848,5.70356537426153,0.991,-0.129,0.793,-0.601,0.383,-0.909,-0.128,-0.97,-0.629,-0.759,-0.957,-0.209,-0.691,0.436,-0.183,0.502,0.029,0.331,0.081,0.204,0.087,0.129,0.081,0.085,0.073,0.059,0.067,0.042,0.063,0.03,0.06,0.024,0.0,0.0,0.0,0.0
1875,6801.31683249881,310.742917699353,6803.4380983802,293.99956861195,2.81264455894913,11.6347471318529,7.74700297061837,2.77998061869149,0.992,-0.119,0.823,-0.562,0.459,-0.879,-0.034,-0.972,-0.505,-0.768,-0.734,-0.334,-0.646,0.063,-0.425,0.255,-0.234,0.293,-0.11,0.268,-0.036,0.229,0.008,0.193,0.034,0.164,0.052,0.142,0.067,0.126,0.077,0.118,0.0,0.0,0.0,0.0
1876,6817.10568166201,293.754941239588,6815.70391320854,301.19278633384,6.75115428419708,14.3775110178227,12.7084379047116,4.10082306897438,0.982,-0.18,0.611,-0.785,-0.107,-0.982,-0.757,-0.504,-0.628,0.193,-0.231,0.33,-0.042,0.251,0.026,0.174,0.051,0.124,0.062,0.094,0.071,0.075,0.082,0.064,0.101,0.057,0.141,0.052,0.235,0.033,0.42,-0.071,0.0,0.0,0.0,0.0
1877,6806.31027362637,294.017555219679,6806.32817184083,301.82372858747,6.20965623932452,12.9310276210068,10.9199470899264,2.85586043230303,0.986,-0.157,0.699,-0.708,0.117,-0.985,-0.549,-0.777,-0.774,-0.131,-0.471,0.264,-0.191,0.3,-0.052,0.24,0.011,0.182,0.039,0.14,0.054,0.111,0.065,0.092,0.076,0.08,0.091,0.073,0.117,0.069,0.149,0.067,0.0,0.0,0.0,0.0
1878,6805.86653580405,297.378577229417,6807.68116858933,307.200099522475,5.38606825085318,11.7867157527119,13.2257410833838,4.7606431409562,0.984,-0.168,0.66,-0.742,0.026,-0.986,-0.645,-0.692,-0.772,0.021,-0.372,0.35,-0.097,0.307,0.01,0.216,0.048,0.151,0.062,0.11,0.069,0.084,0.077,0.069,0.088,0.059,0.109,0.053,0.153,0.046,0.225,0.028,0.0,0.0,0.0,0.0
1879,6806.73657015082,297.780759735656,6818.49280277074,308.095181293258,3.69765202619892,8.55164992447253,12.0729735178817,3.16986723648334,0.99,-0.134,0.776,-0.618,0.338,-0.92,-0.21,-0.932,-0.661,-0.596,-0.745,-0.077,-0.507,0.25,-0.253,0.321,-0.097,0.284,-0.014,0.23,0.029,0.184,0.052,0.151,0.068,0.127,0.082,0.111,0.099,0.101,0.117,0.097,0.0,0.0,0.0,0.0
1880,6809.08118991937,300.711423126118,6802.14867121928,307.709629742914,6.04793710501907,11.7187399463765,13.9355409430184,3.99364768045453,0.984,-0.17,0.651,-0.747,0.01,-0.982,-0.659,-0.668,-0.749,0.044,-0.353,0.339,-0.097,0.296,0.006,0.213,0.045,0.153,0.061,0.114,0.071,0.09,0.082,0.075,0.098,0.066,0.129,0.06,0.198,0.046,0.32,-0.012,0.0,0.0,0.0,0.0
1881,6809.29687047573,299.650040643388,6816.02454177047,307.644710805235,5.78929192586762,13.4048836468314,11.5443890595655,5.966636651051,0.983,-0.173,0.64,-0.763,-0.029,-0.993,-0.72,-0.638,-0.758,0.144,-0.279,0.391,-0.033,0.286,0.042,0.183,0.062,0.12,0.066,0.084,0.068,0.062,0.071,0.048,0.078,0.04,0.093,0.033,0.124,0.026,0.17,0.014,0.0,0.0,0.0,0.0
1882,6815.14017581761,310.383354091405,6809.91211853286,293.007429632221,2.02851440140358,8.8446503918824,7.61051153449121,5.26881660655922,0.992,-0.114,0.839,-0.538,0.51,-0.855,0.055,-0.992,-0.439,-0.873,-0.781,-0.464,-0.758,0.03,-0.491,0.298,-0.245,0.34,-0.095,0.294,-0.016,0.235,0.024,0.185,0.045,0.147,0.056,0.118,0.062,0.098,0.066,0.086,0.0,0.0,0.0,0.0
1883,6804.44500329135,296.429646826852,6805.16585888489,297.05796910345,2.93283561841541,14.6167416606518,7.61489036310113,2.23831534837907,0.99,-0.13,0.789,-0.604,0.36,-0.909,-0.175,-0.914,-0.576,-0.597,-0.66,-0.173,-0.52,0.114,-0.339,0.233,-0.197,0.258,-0.102,0.245,-0.039,0.224,0.004,0.204,0.036,0.189,0.067,0.182,0.103,0.183,0.141,0.189,0.0,0.0,0.0,0.0
1884,6812.9373304142,296.878296975609,6816.03902059491,304.339656882495,4.02116220973019,8.5872490660101,10.2752204193084,3.68619130508691,0.991,-0.129,0.794,-0.6,0.383,-0.912,-0.15,-0.968,-0.647,-0.687,-0.816,-0.136,-0.569,0.273,-0.264,0.357,-0.084,0.302,0.001,0.23,0.039,0.174,0.056,0.134,0.065,0.106,0.07,0.087,0.076,0.074,0.081,0.067,0.0,0.0,0.0,0.0
1885,6817.61586448126,300.825444011242,6811.54386926336,296.024522441192,5.04887903531382,11.6495297356913,5.5470959503723,2.14250295154103,0.992,-0.117,0.83,-0.551,0.481,-0.868,0.004,-0.977,-0.471,-0.805,-0.736,-0.389,-0.681,0.03,-0.459,0.251,-0.255,0.303,-0.119,0.279,-0.039,0.237,0.008,0.197,0.035,0.164,0.052,0.14,0.065,0.121,0.074,0.112,0.0,0.0,0.0,0.0
1886,6818.85223186486,297.044967253129,6807.88652867971,301.238750530636,2.73179969750944,8.58981188139492,7.43956748528955,2.26435964294539,0.994,-0.103,0.867,-0.493,0.59,-0.801,0.196,-0.968,-0.249,-0.933,-0.618,-0.665,-0.756,-0.256,-0.648,0.088,-0.441,0.259,-0.259,0.299,-0.135,0.279,-0.057,0.242,-0.009,0.205,0.02,0.174,0.038,0.149,0.048,0.133,0.0,0.0,0.0,0.0
1887,6805.44911869039,304.490276813323,6805.44634426715,300.329888345934,6.83481624496358,13.2213655212473,9.74447729284526,3.93165685551444,0.986,-0.16,0.692,-0.716,0.101,-0.988,-0.573,-0.78,-0.821,-0.097,-0.46,0.333,-0.143,0.331,-0.008,0.239,0.04,0.166,0.058,0.119,0.065,0.089,0.069,0.07,0.075,0.057,0.085,0.049,0.103,0.043,0.126,0.038,0.0,0.0,0.0,0.0
1888,6813.75557388546,302.876196497949,6814.27465011773,296.686553741275,6.92167608498188,10.9852363154423,7.38748316219974,5.87685091802496,0.988,-0.148,0.73,-0.676,0.213,-0.962,-0.39,-0.897,-0.87,-0.422,-0.762,0.312,-0.223,0.481,0.018,0.317,0.075,0.189,0.081,0.117,0.076,0.076,0.07,0.052,0.066,0.037,0.063,0.027,0.064,0.019,0.066,0.014,0.0,0.0,0.0,0.0
1889,6814.17080016867,298.321900617393,6803.81313365525,303.004714528605,4.80669806360791,7.92375782197613,13.6664349679142,5.31031430813463,0.987,-0.153,0.712,-0.686,0.179,-0.954,-0.422,-0.847,-0.814,-0.336,-0.655,0.247,-0.262,0.395,-0.045,0.311,0.038,0.217,0.067,0.153,0.077,0.113,0.084,0.088,0.092,0.072,0.106,0.062,0.137,0.055,0.185,0.044,0.0,0.0,0.0,0.0
1890,6807.97075304567,306.95512597891,6803.07892370626,304.655229928386,3.76590578781458,12.4457074934547,7.30545558351663,4.41527663476496,0.99,-0.132,0.784,-0.613,0.355,-0.925,-0.198,-0.96,-0.69,-0.637,-0.809,-0.063,-0.521,0.313,-0.219,0.361,-0.055,0.292,0.018,0.217,0.049,0.162,0.063,0.124,0.07,0.098,0.075,0.081,0.081,0.069,0.088,0.062,0.0,0.0,0.0,0.0
1891,6812.0456406073,306.262448040069,6809.32993327803,305.759738500551,3.22171500105844,11.5633712267471,13.314417074601,4.34140430732757,0.987,-0.154,0.707,-0.698,0.138,-0.968,-0.484,-0.778,-0.731,-0.224,-0.529,0.187,-0.263,0.291,-0.1,0.264,-0.015,0.214,0.028,0.172,0.053,0.142,0.071,0.123,0.091,0.112,0.119,0.108,0.172,0.108,0.254,0.103,0.0,0.0,0.0,0.0
1892,6812.6013928038,299.487365616991,6816.15445267683,308.287245070391,2.40727552630026,11.4570364937475,9.58991171800408,5.65113814428865,0.989,-0.139,0.764,-0.639,0.295,-0.948,-0.303,-0.926,-0.744,-0.486,-0.7,0.064,-0.398,0.301,-0.169,0.304,-0.048,0.247,0.011,0.192,0.039,0.15,0.055,0.12,0.065,0.1,0.073,0.086,0.084,0.076,0.095,0.072,0.0,0.0,0.0,0.0
1893,6818.54131363638,308.759072218188,6815.07116387289,298.162100099304,3.55764334838251,9.57241752020201,8.24336774553804,3.2909016172262,0.992,-0.12,0.824,-0.562,0.464,-0.881,-0.025,-0.989,-0.526,-0.807,-0.807,-0.337,-0.693,0.135,-0.401,0.332,-0.177,0.33,-0.053,0.27,0.008,0.211,0.038,0.164,0.053,0.13,0.061,0.105,0.067,0.088,0.07,0.078,0.0,0.0,0.0,0.0
1894,6803.06313846216,295.490842655334,6806.18709974973,306.729729637564,6.78694934784523,11.8159332973648,7.16749013795104,5.67548034138231,0.987,-0.15,0.726,-0.68,0.201,-0.964,-0.408,-0.885,-0.866,-0.386,-0.721,0.311,-0.22,0.457,0.009,0.31,0.069,0.19,0.078,0.12,0.076,0.08,0.071,0.055,0.068,0.04,0.067,0.03,0.069,0.022,0.073,0.017,0.0,0.0,0.0,0.0
1895,6807.36352619361,307.533579249884,6810.63319558506,300.753235341362,2.04781929192658,10.0005893940129,13.0094939824543,4.891772058517,0.988,-0.143,0.747,-0.657,0.24,-0.95,-0.353,-0.853,-0.686,-0.396,-0.61,0.045,-0.38,0.237,-0.196,0.267,-0.084,0.242,-0.019,0.207,0.021,0.178,0.047,0.156,0.07,0.143,0.096,0.138,0.136,0.14,0.188,0.147,0.0,0.0,0.0,0.0
1896,6815.89991350672,307.317881637406,6806.92181530563,302.147848996123,6.57056233211587,9.99831007437483,8.40843726732411,6.44980745634945,0.987,-0.149,0.727,-0.679,0.206,-0.964,-0.402,-0.899,-0.896,-0.408,-0.751,0.358,-0.189,0.483,0.033,0.304,0.079,0.178,0.082,0.109,0.075,0.07,0.068,0.048,0.063,0.033,0.061,0.024,0.061,0.017,0.063,0.012,0.0,0.0,0.0,0.0
1897,6816.49551797638,310.056658302481,6806.16808280518,307.503632069033,3.13171556264442,9.40069294679927,13.3509452659065,5.65893012853142,0.987,-0.151,0.72,-0.685,0.178,-0.963,-0.438,-0.826,-0.76,-0.298,-0.594,0.182,-0.291,0.322,-0.098,0.288,-0.005,0.225,0.038,0.173,0.06,0.137,0.075,0.113,0.089,0.098,0.109,0.09,0.147,0.087,0.205,0.084,0.0,0.0,0.0,0.0
1898,6811.01198176067,301.565257492844,6801.99991571818,302.693404382099,4.53446781748121,9.61883029606343,9.29891410198812,4.57958131103063,0.99,-0.135,0.778,-0.623,0.337,-0.935,-0.229,-0.964,-0.74,-0.614,-0.83,0.018,-0.466,0.377,-0.154,0.367,-0.012,0.27,0.041,0.189,0.06,0.135,0.065,0.099,0.067,0.076,0.068,0.06,0.07,0.05,0.073,0.044,0.0,0.0,0.0,0.0
1899,6803.49984516733,299.935201623552,6805.71592565514,308.375071469741,2.59921936543451,13.0865459708947,8.56784522045979,2.73882906281538,0.99,-0.129,0.793,-0.601,0.37,-0.912,-0.169,-0.93,-0.59,-0.613,-0.682,-0.167,-0.526,0.134,-0.329,0.249,-0.18,0.263,-0.085,0.241,-0.025,0.211,0.013,0.186,0.04,0.166,0.062,0.152,0.085,0.145,0.106,0.143,0.0,0.0,0.0,0.0
1900,6806.00339871683,294.320412782017,6809.29390756418,293.958351539034,4.6429763099968,14.6630192854304,6.18072736494083,5.96850575488386,0.987,-0.148,0.73,-0.668,0.225,-0.948,-0.36,-0.888,-0.81,-0.441,-0.748,0.202,-0.315,0.431,-0.052,0.342,0.042,0.232,0.071,0.158,0.079,0.112,0.082,0.083,0.085,0.065,0.092,0.053,0.106,0.045,0.126,0.039,0.0,0.0,0.0,0.0
1901,6810.73604241924,310.557523776836,6804.05685721491,310.92626811704,3.07298401123804,14.726500761443,8.31289385073307,2.24851692503822,0.99,-0.134,0.776,-0.621,0.322,-0.925,-0.235,-0.898,-0.616,-0.533,-0.647,-0.101,-0.476,0.155,-0.295,0.245,-0.163,0.254,-0.078,0.235,-0.022,0.213,0.016,0.194,0.047,0.181,0.077,0.176,0.117,0.18,0.164,0.189,0.0,0.0,0.0,0.0
1902,6803.85384174054,303.478780347128,6801.1880470092,302.79366089644,6.06772863612819,8.74637107538845,5.25213738910769,3.85261117990577,0.992,-0.116,0.832,-0.549,0.488,-0.862,0.034,-0.978,-0.432,-0.865,-0.799,-0.506,-0.865,0.043,-0.535,0.426,-0.182,0.442,-0.006,0.328,0.058,0.226,0.077,0.156,0.08,0.111,0.077,0.081,0.074,0.06,0.071,0.049,0.0,0.0,0.0,0.0
1903,6815.647329527,302.288925786872,6816.75962820637,306.734425396143,4.52725288615861,12.0463959432315,13.9499482219452,4.71457366195281,0.985,-0.167,0.661,-0.741,0.025,-0.979,-0.623,-0.677,-0.739,-0.015,-0.394,0.309,-0.131,0.301,-0.013,0.227,0.036,0.167,0.057,0.127,0.07,0.102,0.083,0.086,0.101,0.078,0.135,0.074,0.214,0.064,0.366,0.004,0.0,0.0,0.0,0.0
1904,6812.26965720128,301.21005219091,6816.68995271663,299.817077720839,4.21922873413065,8.35689823757863,10.3059558692094,6.21354734822065,0.989,-0.14,0.76,-0.643,0.29,-0.946,-0.29,-0.936,-0.778,-0.542,-0.808,0.106,-0.397,0.418,-0.096,0.362,0.022,0.249,0.06,0.168,0.07,0.116,0.071,0.084,0.07,0.063,0.07,0.049,0.072,0.04,0.076,0.034,0.0,0.0,0.0,0.0
1905,6803.29356487253,298.848808885026,6818.45103620522,305.017580339175,2.00156844842188,11.8402449772269,5.50316223109633,3.03350277211719,0.993,-0.107,0.855,-0.507,0.559,-0.81,0.156,-0.956,-0.277,-0.895,-0.616,-0.621,-0.736,-0.232,-0.633,0.093,-0.438,0.262,-0.262,0.307,-0.137,0.292,-0.056,0.259,-0.005,0.225,0.028,0.195,0.051,0.172,0.065,0.158,0.0,0.0,0.0,0.0
1906,6802.7656744338,299.828665728169,6816.31624365636,299.068651937123,6.70978465295473,10.280981735429,6.51635189663907,5.03022143841339,0.989,-0.137,0.771,-0.63,0.318,-0.934,-0.235,-0.947,-0.732,-0.628,-0.893,0.011,-0.487,0.46,-0.103,0.416,0.039,0.273,0.076,0.173,0.08,0.113,0.076,0.077,0.071,0.055,0.068,0.04,0.066,0.03,0.066,0.024,0.0,0.0,0.0,0.0
1907,6814.6756929797,309.902883610124,6801.81717720463,306.430719565726,2.39924855015364,13.8798728403299,6.44064843613717,4.31749914238897,0.99,-0.127,0.798,-0.588,0.402,-0.893,-0.104,-0.955,-0.573,-0.714,-0.774,-0.239,-0.624,0.169,-0.359,0.324,-0.163,0.321,-0.05,0.271,0.011,0.221,0.045,0.181,0.066,0.152,0.083,0.132,0.101,0.119,0.118,0.112,0.0,0.0,0.0,0.0
1908,6807.95139536985,299.965026327217,6804.29178451469,295.87967592898,4.21726380080477,9.342107276208,8.92487461529833,2.34317949508406,0.992,-0.12,0.82,-0.565,0.456,-0.882,-0.038,-0.985,-0.537,-0.784,-0.784,-0.306,-0.652,0.128,-0.386,0.299,-0.187,0.303,-0.072,0.258,-0.01,0.209,0.024,0.169,0.043,0.139,0.055,0.117,0.063,0.101,0.07,0.092,0.0,0.0,0.0,0.0
1909,6805.96561487862,305.800741284215,6816.87817985855,304.575072999221,4.19594612106665,7.75430569533234,7.15285440819452,3.53149777538529,0.993,-0.111,0.848,-0.525,0.536,-0.838,0.109,-0.988,-0.366,-0.922,-0.77,-0.588,-0.868,-0.049,-0.592,0.339,-0.268,0.409,-0.079,0.337,0.009,0.252,0.046,0.186,0.061,0.139,0.066,0.106,0.067,0.083,0.067,0.07,0.0,0.0,0.0,0.0
1910,6808.86735278365,307.231636166204,6807.97291401067,294.25239996203,6.91384736949099,7.14132915117782,8.16092137715328,3.87382362696047,0.991,-0.127,0.798,-0.59,0.406,-0.894,-0.086,-0.974,-0.592,-0.792,-0.935,-0.264,-0.721,0.358,-0.255,0.481,-0.02,0.351,0.057,0.232,0.077,0.155,0.079,0.107,0.075,0.076,0.072,0.056,0.069,0.042,0.068,0.035,0.0,0.0,0.0,0.0
