NUM,W1,W2,W3,W4,L1,L2,L3,L4,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W5,W6,L5,L6
7087,6805.90349840104,297.698847492806,6804.34365445082,294.06552463007,4.3109387537406,8.46905768713305,7.79240482719891,3.8457736145896,0.992,-0.119,0.826,-0.558,0.473,-0.875,-0.002,-0.994,-0.507,-0.847,-0.852,-0.389,-0.766,0.163,-0.409,0.398,-0.144,0.368,-0.016,0.278,0.036,0.202,0.057,0.148,0.064,0.111,0.066,0.085,0.066,0.068,0.066,0.058,0.0,0.0,0.0,0.0
7088,6810.93604386987,293.877856684639,6802.74061365619,310.019072536204,2.30651627516649,10.2527729165473,8.96908916080617,3.78626242978495,0.991,-0.122,0.815,-0.574,0.434,-0.893,-0.078,-0.972,-0.554,-0.731,-0.748,-0.263,-0.611,0.122,-0.373,0.278,-0.19,0.29,-0.078,0.254,-0.015,0.211,0.02,0.174,0.042,0.145,0.056,0.125,0.067,0.11,0.076,0.101,0.0,0.0,0.0,0.0
7089,6816.26843091906,297.101318759669,6814.47773654144,296.520002478318,5.2811188933971,10.8131090375984,9.72486701607565,6.14242163518193,0.987,-0.152,0.719,-0.689,0.18,-0.977,-0.463,-0.877,-0.895,-0.286,-0.619,0.357,-0.172,0.408,0.008,0.275,0.058,0.174,0.069,0.114,0.068,0.079,0.066,0.057,0.065,0.043,0.066,0.033,0.07,0.027,0.075,0.022,0.0,0.0,0.0,0.0
7090,6808.6684562817,294.550842767936,6816.87440246264,303.090079888453,3.51019061623942,7.17915698458189,12.6114591989692,5.03474655330911,0.989,-0.137,0.765,-0.63,0.309,-0.926,-0.241,-0.918,-0.683,-0.572,-0.765,-0.038,-0.496,0.305,-0.213,0.356,-0.052,0.293,0.022,0.223,0.055,0.169,0.072,0.132,0.082,0.108,0.093,0.092,0.108,0.082,0.128,0.078,0.0,0.0,0.0,0.0
7091,6818.53510998337,294.872317838592,6805.68991472546,295.286662022222,6.58562840609107,14.8125506602698,10.363756545437,6.66316809082589,0.982,-0.181,0.608,-0.787,-0.1,-0.985,-0.787,-0.553,-0.702,0.266,-0.182,0.399,0.015,0.254,0.061,0.152,0.068,0.096,0.068,0.066,0.067,0.047,0.07,0.036,0.079,0.028,0.097,0.021,0.138,0.009,0.21,-0.022,0.0,0.0,0.0,0.0
7092,6818.08769680606,297.308699481415,6802.97263468264,308.971098062493,3.76527344149307,11.1240650215436,5.70540913269358,3.52584898139362,0.992,-0.116,0.833,-0.545,0.493,-0.859,0.035,-0.981,-0.442,-0.852,-0.773,-0.461,-0.771,0.029,-0.505,0.319,-0.24,0.366,-0.079,0.311,0.001,0.243,0.04,0.187,0.058,0.146,0.067,0.116,0.073,0.095,0.076,0.084,0.0,0.0,0.0,0.0
7093,6803.85342284647,303.93366155051,6803.77943575521,307.28330806205,3.5032336896336,13.2848375816497,7.2841399439967,6.22699797154421,0.988,-0.142,0.751,-0.648,0.274,-0.947,-0.315,-0.929,-0.797,-0.499,-0.767,0.142,-0.365,0.398,-0.098,0.343,0.013,0.245,0.053,0.172,0.067,0.125,0.073,0.094,0.076,0.074,0.08,0.061,0.088,0.051,0.098,0.046,0.0,0.0,0.0,0.0
7094,6818.19746752992,297.087729143895,6817.11083499343,305.739709177422,4.33351575669334,8.31399740733317,10.5317958458064,6.62317864161727,0.989,-0.142,0.751,-0.653,0.265,-0.952,-0.324,-0.922,-0.8,-0.498,-0.785,0.158,-0.352,0.429,-0.069,0.35,0.035,0.235,0.066,0.156,0.072,0.108,0.072,0.077,0.071,0.058,0.071,0.045,0.073,0.036,0.078,0.031,0.0,0.0,0.0,0.0
7095,6818.66530676184,309.971720780133,6813.92089735263,296.639651965735,2.48965360393525,11.8355742710712,12.2633579784267,2.12119162188491,0.989,-0.138,0.762,-0.637,0.281,-0.929,-0.279,-0.856,-0.608,-0.467,-0.6,-0.072,-0.438,0.147,-0.278,0.226,-0.161,0.238,-0.082,0.226,-0.029,0.21,0.011,0.197,0.044,0.189,0.079,0.187,0.125,0.193,0.178,0.202,0.0,0.0,0.0,0.0
7096,6810.84618403905,299.22413319802,6808.67323715801,301.553900916861,5.84378089051003,10.6986197865064,7.06149520607727,4.78176564979514,0.99,-0.136,0.773,-0.628,0.325,-0.937,-0.237,-0.957,-0.747,-0.619,-0.868,0.032,-0.464,0.43,-0.117,0.392,0.02,0.268,0.062,0.177,0.072,0.12,0.072,0.085,0.069,0.062,0.067,0.047,0.067,0.037,0.068,0.031,0.0,0.0,0.0,0.0
7097,6817.30633505889,305.170086657024,6814.91887099858,293.385765068329,4.69706625767458,9.30785855889734,10.0051679436432,2.60545211997907,0.991,-0.129,0.793,-0.6,0.384,-0.912,-0.154,-0.97,-0.654,-0.673,-0.793,-0.119,-0.542,0.254,-0.265,0.329,-0.1,0.286,-0.017,0.226,0.025,0.177,0.046,0.14,0.058,0.115,0.066,0.096,0.074,0.084,0.081,0.077,0.0,0.0,0.0,0.0
7098,6818.0628719485,303.446056576724,6806.78803618357,305.969009038944,5.09288313154679,13.0111361342368,5.98994258329239,2.65824273451364,0.991,-0.128,0.797,-0.597,0.387,-0.91,-0.146,-0.955,-0.61,-0.668,-0.757,-0.175,-0.573,0.194,-0.317,0.315,-0.138,0.3,-0.037,0.249,0.016,0.2,0.044,0.162,0.061,0.134,0.074,0.115,0.086,0.102,0.098,0.096,0.0,0.0,0.0,0.0
7099,6812.387427624,298.968207746577,6817.23554330781,301.501801225368,5.59782837810702,7.41525574355136,8.86515259648042,5.71302855522339,0.99,-0.134,0.78,-0.617,0.349,-0.921,-0.182,-0.961,-0.691,-0.699,-0.943,-0.08,-0.568,0.468,-0.128,0.451,0.037,0.294,0.078,0.184,0.082,0.119,0.077,0.081,0.072,0.057,0.067,0.041,0.064,0.031,0.063,0.025,0.0,0.0,0.0,0.0
7100,6811.89119841258,303.740277159816,6805.36323346066,310.680338891677,2.79757306914887,7.41954319449331,11.2425020691509,3.78177991117745,0.991,-0.123,0.812,-0.574,0.433,-0.883,-0.06,-0.961,-0.524,-0.751,-0.756,-0.311,-0.658,0.106,-0.409,0.3,-0.201,0.321,-0.074,0.279,-0.005,0.228,0.033,0.186,0.055,0.154,0.07,0.131,0.083,0.115,0.094,0.107,0.0,0.0,0.0,0.0
7101,6817.24196260748,298.056306106083,6802.29691035109,305.871374305547,5.39862088549531,9.83371821699932,11.2195365768329,6.13913442869184,0.987,-0.155,0.707,-0.699,0.152,-0.977,-0.495,-0.85,-0.891,-0.231,-0.575,0.373,-0.15,0.396,0.015,0.264,0.06,0.168,0.07,0.111,0.07,0.078,0.069,0.057,0.069,0.043,0.071,0.034,0.079,0.028,0.089,0.023,0.0,0.0,0.0,0.0
7102,6817.83816278746,304.184534893142,6816.14233332779,307.975828920119,6.88516994297164,9.80659473233154,7.36686715675465,4.12144514718135,0.99,-0.136,0.774,-0.626,0.329,-0.934,-0.231,-0.959,-0.744,-0.624,-0.866,0.025,-0.469,0.421,-0.126,0.39,0.015,0.27,0.06,0.18,0.071,0.123,0.072,0.087,0.07,0.064,0.068,0.048,0.067,0.037,0.068,0.031,0.0,0.0,0.0,0.0
7103,6802.91060854666,303.283401573223,6806.46389431716,302.814170541382,3.84263593398779,10.0824230922671,12.3933393583548,6.38426853527842,0.986,-0.156,0.705,-0.702,0.137,-0.978,-0.509,-0.811,-0.817,-0.2,-0.54,0.293,-0.196,0.351,-0.029,0.266,0.035,0.187,0.058,0.134,0.067,0.1,0.073,0.079,0.079,0.065,0.09,0.056,0.11,0.05,0.137,0.046,0.0,0.0,0.0,0.0
7104,6802.89529289846,306.615680999452,6802.2325249153,298.752652102437,2.20543914597171,8.6749322077772,5.60194143954758,2.30216130705696,0.995,-0.092,0.893,-0.444,0.669,-0.737,0.343,-0.929,-0.044,-0.977,-0.425,-0.845,-0.692,-0.545,-0.756,-0.176,-0.638,0.115,-0.45,0.265,-0.28,0.308,-0.157,0.295,-0.076,0.262,-0.023,0.227,0.01,0.194,0.027,0.174,0.0,0.0,0.0,0.0
7105,6815.03270270535,298.772291944961,6811.3224543528,300.787465051381,4.35621992841798,8.34269108354919,7.88067546512862,6.3156026140563,0.99,-0.129,0.794,-0.601,0.384,-0.914,-0.14,-0.977,-0.654,-0.74,-0.93,-0.157,-0.631,0.405,-0.192,0.456,0.004,0.318,0.064,0.206,0.077,0.136,0.075,0.093,0.071,0.066,0.067,0.049,0.064,0.037,0.063,0.03,0.0,0.0,0.0,0.0
7106,6801.70379597756,297.683801843247,6807.47532012464,297.160182353328,3.12864123257966,11.6082334594985,9.34521288258014,6.6493996905128,0.988,-0.145,0.744,-0.662,0.243,-0.964,-0.381,-0.909,-0.82,-0.395,-0.676,0.202,-0.299,0.367,-0.08,0.303,0.011,0.219,0.046,0.157,0.059,0.115,0.065,0.088,0.069,0.07,0.073,0.058,0.08,0.05,0.088,0.045,0.0,0.0,0.0,0.0
7107,6810.34625852002,302.148389544093,6812.05285664108,300.354383422986,3.81745006661211,9.82094106516526,8.0348029395534,2.72876305749535,0.992,-0.118,0.828,-0.555,0.476,-0.874,-0.007,-0.988,-0.503,-0.814,-0.782,-0.362,-0.69,0.093,-0.424,0.299,-0.208,0.317,-0.08,0.272,-0.012,0.219,0.024,0.175,0.044,0.142,0.055,0.117,0.063,0.099,0.068,0.089,0.0,0.0,0.0,0.0
7108,6808.04529044988,294.45290990221,6813.39465545795,306.238821711078,3.01671130847901,6.87352701370785,11.1087517051741,2.19793644212182,0.992,-0.115,0.833,-0.538,0.5,-0.84,0.062,-0.954,-0.382,-0.834,-0.682,-0.492,-0.712,-0.084,-0.541,0.191,-0.336,0.294,-0.181,0.299,-0.081,0.269,-0.019,0.233,0.02,0.201,0.046,0.176,0.067,0.158,0.082,0.148,0.0,0.0,0.0,0.0
7109,6810.52533681667,297.348656397083,6801.55591984374,299.076992922626,3.70243913971243,12.1989593537187,13.6916463450706,6.67563163543012,0.984,-0.172,0.644,-0.759,-0.026,-0.983,-0.677,-0.616,-0.708,0.069,-0.33,0.328,-0.09,0.286,0.008,0.206,0.046,0.148,0.061,0.111,0.071,0.088,0.082,0.074,0.099,0.066,0.133,0.062,0.214,0.052,0.381,-0.016,0.0,0.0,0.0,0.0
7110,6816.04399768895,296.381094226569,6803.95861200964,304.567912076966,6.62030410583779,9.29448013456487,7.54543528983917,6.55830079144491,0.988,-0.143,0.748,-0.656,0.26,-0.948,-0.311,-0.924,-0.818,-0.552,-0.899,0.2,-0.318,0.545,0.01,0.37,0.084,0.213,0.089,0.126,0.081,0.079,0.072,0.052,0.065,0.035,0.061,0.024,0.058,0.017,0.058,0.012,0.0,0.0,0.0,0.0
7111,6813.3411714191,300.950270909122,6804.5870108661,294.322081100117,4.4033130139717,9.59134654735657,8.52079248580811,5.55239089020322,0.99,-0.135,0.778,-0.623,0.337,-0.935,-0.225,-0.967,-0.746,-0.634,-0.87,0.023,-0.47,0.419,-0.128,0.387,0.011,0.269,0.056,0.18,0.068,0.124,0.069,0.088,0.067,0.065,0.066,0.05,0.065,0.04,0.066,0.034,0.0,0.0,0.0,0.0
7112,6813.2588753006,310.103887493766,6811.16326037055,300.970860773922,3.27128561467055,14.8772947390081,10.4506615308567,5.05963852763073,0.986,-0.159,0.694,-0.713,0.103,-0.979,-0.543,-0.757,-0.759,-0.141,-0.483,0.256,-0.202,0.309,-0.054,0.253,0.013,0.193,0.045,0.149,0.062,0.12,0.076,0.101,0.092,0.09,0.117,0.085,0.164,0.081,0.236,0.072,0.0,0.0,0.0,0.0
7113,6813.68272474387,302.044044689655,6803.34998037144,306.149512157892,2.32572197726537,12.2779482180809,10.9248835875139,5.36997247870325,0.988,-0.146,0.738,-0.669,0.216,-0.964,-0.407,-0.855,-0.744,-0.335,-0.596,0.135,-0.319,0.286,-0.135,0.273,-0.037,0.224,0.013,0.179,0.04,0.146,0.057,0.122,0.071,0.107,0.087,0.097,0.108,0.092,0.133,0.091,0.0,0.0,0.0,0.0
7114,6810.19056726501,306.754589641852,6809.43438086,306.345285878008,4.20451392054311,7.78973957844484,13.6597987843686,5.07957147290897,0.988,-0.149,0.727,-0.67,0.215,-0.946,-0.371,-0.865,-0.771,-0.406,-0.692,0.156,-0.339,0.372,-0.097,0.33,0.011,0.245,0.054,0.179,0.073,0.135,0.083,0.107,0.094,0.089,0.111,0.078,0.143,0.072,0.193,0.064,0.0,0.0,0.0,0.0
7115,6801.14124036292,296.123001654387,6803.88722084212,302.295154413745,5.50545955573064,11.7473808036096,6.65986416723069,3.36454059929365,0.99,-0.131,0.789,-0.609,0.365,-0.923,-0.184,-0.963,-0.674,-0.651,-0.808,-0.089,-0.538,0.298,-0.234,0.361,-0.063,0.295,0.015,0.22,0.047,0.163,0.061,0.123,0.067,0.096,0.071,0.078,0.076,0.065,0.08,0.058,0.0,0.0,0.0,0.0
7116,6807.99262814514,302.298994439744,6805.95781001881,294.719564424369,3.01353002188868,10.2827273223252,9.20326215244663,5.88710238037264,0.99,-0.136,0.775,-0.626,0.327,-0.94,-0.251,-0.955,-0.744,-0.572,-0.782,0.033,-0.443,0.343,-0.165,0.342,-0.029,0.263,0.028,0.192,0.052,0.141,0.061,0.107,0.066,0.084,0.069,0.069,0.073,0.058,0.078,0.052,0.0,0.0,0.0,0.0
7117,6816.0011911055,304.239402108846,6810.03450461349,297.430603536506,6.17295828942909,11.2107172445567,11.8055403950996,5.08415619536589,0.985,-0.163,0.677,-0.728,0.073,-0.988,-0.608,-0.768,-0.854,-0.036,-0.416,0.395,-0.088,0.336,0.026,0.221,0.058,0.145,0.066,0.1,0.068,0.072,0.069,0.055,0.073,0.044,0.081,0.036,0.097,0.03,0.119,0.024,0.0,0.0,0.0,0.0
7118,6811.85815971641,303.409733035202,6810.58286187267,304.981314290332,5.09542599433531,6.51713827540151,11.3659733664022,3.66404196684322,0.99,-0.131,0.786,-0.6,0.38,-0.896,-0.12,-0.955,-0.61,-0.733,-0.87,-0.202,-0.647,0.306,-0.274,0.419,-0.062,0.338,0.027,0.245,0.061,0.177,0.074,0.132,0.079,0.102,0.083,0.082,0.088,0.068,0.095,0.06,0.0,0.0,0.0,0.0
7119,6815.71763017271,301.245598236511,6807.6077080084,300.785225646899,6.48241923293132,12.4015877108724,10.6395130380061,5.78025198609856,0.984,-0.167,0.663,-0.742,0.035,-0.993,-0.657,-0.731,-0.849,0.049,-0.35,0.424,-0.045,0.32,0.045,0.199,0.065,0.126,0.068,0.084,0.067,0.06,0.066,0.045,0.069,0.035,0.076,0.028,0.09,0.021,0.108,0.015,0.0,0.0,0.0,0.0
7120,6812.20355655204,301.72049869121,6803.18316066828,297.376587879386,5.85379877330154,12.5852190509727,10.5323874474961,5.09502398401562,0.985,-0.162,0.684,-0.724,0.083,-0.99,-0.598,-0.773,-0.846,-0.057,-0.433,0.378,-0.104,0.337,0.017,0.227,0.054,0.15,0.064,0.104,0.066,0.076,0.068,0.058,0.072,0.047,0.079,0.039,0.094,0.033,0.113,0.028,0.0,0.0,0.0,0.0
7121,6809.03730326156,301.450467303474,6808.0025041825,308.248078526766,4.65204813099607,11.1250617855422,7.32440335579115,2.89544880519701,0.991,-0.125,0.807,-0.585,0.415,-0.904,-0.109,-0.98,-0.609,-0.722,-0.802,-0.2,-0.601,0.214,-0.314,0.335,-0.126,0.305,-0.027,0.243,0.021,0.189,0.045,0.148,0.057,0.118,0.065,0.098,0.071,0.083,0.076,0.075,0.0,0.0,0.0,0.0
7122,6809.04593606272,310.866858423782,6813.92945384143,305.61871136253,2.45176709471522,6.08832034582248,5.60621713186393,3.8173729977616,0.995,-0.089,0.901,-0.429,0.693,-0.716,0.393,-0.914,0.033,-0.994,-0.347,-0.929,-0.689,-0.695,-0.88,-0.297,-0.807,0.129,-0.54,0.377,-0.277,0.419,-0.106,0.364,-0.014,0.29,0.033,0.225,0.054,0.175,0.062,0.146,0.0,0.0,0.0,0.0
7123,6817.51331075263,307.596573185801,6814.58849659777,295.737456854767,3.95187195502393,8.76672662958658,7.70799812015811,3.24882656907666,0.992,-0.115,0.836,-0.544,0.5,-0.861,0.04,-0.993,-0.455,-0.87,-0.805,-0.452,-0.776,0.068,-0.476,0.339,-0.213,0.36,-0.065,0.295,0.006,0.226,0.039,0.173,0.054,0.133,0.061,0.106,0.065,0.086,0.067,0.075,0.0,0.0,0.0,0.0
7124,6801.92950447897,299.196638900047,6801.69952678666,306.086771362681,3.51813968004778,14.0008372277961,7.18654257853719,2.028476661637,0.991,-0.127,0.798,-0.595,0.384,-0.905,-0.147,-0.934,-0.572,-0.634,-0.68,-0.196,-0.54,0.11,-0.349,0.237,-0.2,0.26,-0.102,0.244,-0.039,0.219,0.002,0.197,0.032,0.179,0.058,0.169,0.086,0.165,0.113,0.168,0.0,0.0,0.0,0.0
7125,6814.70023996562,304.37573052786,6813.39817738612,308.446841292481,6.82638385303483,7.6028639780761,9.71810314670906,5.07950148868984,0.989,-0.141,0.754,-0.643,0.288,-0.936,-0.269,-0.939,-0.788,-0.595,-0.901,0.125,-0.389,0.506,-0.044,0.388,0.059,0.241,0.081,0.151,0.08,0.099,0.075,0.068,0.071,0.049,0.068,0.036,0.067,0.027,0.068,0.021,0.0,0.0,0.0,0.0
7126,6803.24045341817,297.616642109005,6817.0574047636,303.4562315089,4.29925621170254,6.49798881326041,13.0836117691935,4.12909560575128,0.989,-0.137,0.765,-0.623,0.325,-0.91,-0.199,-0.921,-0.653,-0.627,-0.805,-0.097,-0.554,0.308,-0.238,0.385,-0.056,0.318,0.026,0.239,0.062,0.181,0.079,0.141,0.09,0.114,0.102,0.097,0.121,0.087,0.146,0.081,0.0,0.0,0.0,0.0
7127,6804.74984924831,305.594394077368,6810.53467952348,296.229988003592,6.26434029268315,11.4653109600207,13.8324072521195,4.47678422855819,0.984,-0.172,0.643,-0.754,-0.008,-0.984,-0.686,-0.657,-0.759,0.09,-0.32,0.368,-0.065,0.295,0.025,0.201,0.055,0.139,0.066,0.101,0.072,0.078,0.08,0.063,0.094,0.054,0.12,0.048,0.181,0.034,0.291,-0.015,0.0,0.0,0.0,0.0
7128,6801.83392592016,305.191494236906,6801.89917338327,309.351542501553,5.71040351660019,11.6943385628013,11.8497241544462,5.36207953766348,0.985,-0.164,0.675,-0.731,0.062,-0.99,-0.619,-0.751,-0.836,-0.02,-0.405,0.385,-0.089,0.33,0.023,0.22,0.056,0.146,0.065,0.101,0.068,0.074,0.07,0.057,0.075,0.046,0.085,0.039,0.104,0.033,0.13,0.027,0.0,0.0,0.0,0.0
7129,6814.60599703768,300.267255086681,6803.92910061164,299.579122948178,5.92605404540392,8.69273526115027,5.81836259968888,2.25367928802298,0.993,-0.111,0.846,-0.526,0.532,-0.84,0.098,-0.986,-0.379,-0.902,-0.751,-0.546,-0.803,-0.048,-0.56,0.281,-0.289,0.359,-0.115,0.317,-0.022,0.253,0.024,0.197,0.047,0.153,0.058,0.122,0.064,0.098,0.066,0.085,0.0,0.0,0.0,0.0
7130,6803.35134055207,306.418771383191,6813.53428732408,309.965289041999,2.95948062373495,11.340189057547,5.92738490678899,6.91438850990763,0.99,-0.128,0.797,-0.59,0.406,-0.896,-0.094,-0.978,-0.608,-0.776,-0.909,-0.229,-0.678,0.326,-0.271,0.441,-0.05,0.344,0.036,0.241,0.065,0.169,0.074,0.122,0.076,0.091,0.076,0.07,0.076,0.056,0.078,0.047,0.0,0.0,0.0,0.0
7131,6803.58726342808,294.582057156391,6804.9953111876,309.759433931791,4.04440869903669,6.98673586701598,9.4058308719301,2.09159760982648,0.993,-0.111,0.844,-0.524,0.532,-0.829,0.111,-0.972,-0.352,-0.898,-0.719,-0.563,-0.785,-0.089,-0.573,0.235,-0.324,0.331,-0.153,0.312,-0.055,0.262,-0.0001679,0.214,0.03,0.175,0.048,0.146,0.06,0.124,0.067,0.111,0.0,0.0,0.0,0.0
7132,6818.49978523151,293.11714530348,6815.96709737076,308.712774849964,5.15179321810135,9.3890026649991,6.77148475351718,3.20064802832877,0.992,-0.12,0.824,-0.562,0.465,-0.88,-0.018,-0.993,-0.524,-0.827,-0.841,-0.355,-0.732,0.168,-0.394,0.379,-0.146,0.353,-0.023,0.272,0.031,0.201,0.053,0.149,0.062,0.113,0.065,0.088,0.066,0.071,0.067,0.061,0.0,0.0,0.0,0.0
7133,6812.0616081957,304.053867028703,6805.8677064825,298.855858832168,4.39432522961151,13.2391824700818,11.0469310851343,4.31757548398245,0.986,-0.156,0.704,-0.705,0.128,-0.981,-0.526,-0.791,-0.787,-0.171,-0.507,0.266,-0.203,0.321,-0.048,0.255,0.018,0.189,0.047,0.142,0.06,0.111,0.07,0.09,0.079,0.078,0.094,0.07,0.119,0.066,0.152,0.064,0.0,0.0,0.0,0.0
7134,6818.68990599556,310.23593074047,6807.80628586167,307.989857126779,6.23136325987409,9.26524118615332,13.8871739398644,6.73205348117117,0.984,-0.172,0.642,-0.752,0.005,-0.974,-0.653,-0.7,-0.845,0.056,-0.343,0.443,-0.029,0.329,0.057,0.201,0.075,0.126,0.077,0.084,0.076,0.06,0.078,0.046,0.086,0.036,0.105,0.027,0.149,0.013,0.23,-0.026,0.0,0.0,0.0,0.0
7135,6813.40739501086,308.456413313704,6814.91825681838,298.150428305011,5.68790768993458,14.4340574061928,12.8522202999663,6.00611760292494,0.981,-0.183,0.598,-0.795,-0.134,-0.98,-0.788,-0.481,-0.625,0.25,-0.189,0.354,-0.008,0.246,0.046,0.16,0.062,0.109,0.067,0.079,0.073,0.061,0.082,0.051,0.1,0.044,0.139,0.037,0.24,0.011,0.455,-0.148,0.0,0.0,0.0,0.0
7136,6809.47736914875,297.730791750848,6817.88557894315,304.794959390741,5.47215379057237,8.93463193096197,7.01126922014084,5.83501475597269,0.99,-0.131,0.79,-0.607,0.372,-0.917,-0.152,-0.972,-0.663,-0.733,-0.951,-0.141,-0.624,0.449,-0.158,0.471,0.029,0.311,0.077,0.194,0.083,0.125,0.078,0.083,0.071,0.058,0.066,0.042,0.062,0.031,0.06,0.025,0.0,0.0,0.0,0.0
7137,6801.03936836642,306.797021457768,6815.22001265136,294.291564407065,3.29672770708238,11.4730813022791,6.58584871575647,3.0839939997185,0.992,-0.118,0.828,-0.553,0.478,-0.869,0.002,-0.981,-0.479,-0.816,-0.764,-0.392,-0.707,0.057,-0.457,0.289,-0.233,0.327,-0.093,0.287,-0.017,0.234,0.024,0.189,0.047,0.154,0.06,0.128,0.07,0.109,0.077,0.099,0.0,0.0,0.0,0.0
7138,6816.67183608609,301.193346389024,6810.68436702402,301.099135933232,6.12544715353269,11.9505479547232,8.59353880458156,2.5730935196285,0.989,-0.141,0.758,-0.647,0.277,-0.955,-0.335,-0.919,-0.767,-0.442,-0.675,0.109,-0.359,0.309,-0.144,0.294,-0.036,0.234,0.016,0.18,0.041,0.141,0.054,0.113,0.063,0.094,0.072,0.081,0.082,0.072,0.093,0.068,0.0,0.0,0.0,0.0
7139,6817.24331245234,309.680918099484,6809.745838967,301.805487716339,3.89461403239066,14.6921826483573,6.00319556021096,3.21061397977561,0.99,-0.131,0.785,-0.607,0.36,-0.911,-0.17,-0.934,-0.613,-0.637,-0.745,-0.158,-0.566,0.2,-0.315,0.321,-0.137,0.309,-0.035,0.26,0.021,0.213,0.053,0.177,0.074,0.151,0.093,0.134,0.118,0.126,0.146,0.124,0.0,0.0,0.0,0.0
7140,6808.91139870433,295.174711605318,6813.81907986255,294.969083803624,4.37167703268716,9.24421922690694,6.00856581405138,5.41865803584477,0.992,-0.12,0.821,-0.565,0.459,-0.878,-0.014,-0.986,-0.505,-0.848,-0.882,-0.414,-0.836,0.21,-0.394,0.487,-0.083,0.405,0.035,0.275,0.071,0.184,0.078,0.126,0.076,0.089,0.071,0.065,0.067,0.049,0.065,0.04,0.0,0.0,0.0,0.0
7141,6804.83359445836,293.347711130783,6812.25797807689,299.545765046107,3.08126912909073,9.26446194132969,10.230575312852,4.30826736913478,0.99,-0.13,0.792,-0.605,0.371,-0.92,-0.176,-0.961,-0.658,-0.646,-0.778,-0.107,-0.535,0.256,-0.26,0.333,-0.093,0.288,-0.009,0.226,0.031,0.174,0.051,0.137,0.061,0.111,0.069,0.092,0.076,0.08,0.083,0.073,0.0,0.0,0.0,0.0
7142,6814.47058623998,294.108932485394,6807.04339747737,305.17041202167,6.13202236608998,12.6485538585117,11.9586161755333,2.87750206592954,0.986,-0.161,0.686,-0.719,0.086,-0.985,-0.581,-0.742,-0.757,-0.081,-0.435,0.276,-0.17,0.293,-0.042,0.232,0.015,0.176,0.042,0.136,0.057,0.11,0.069,0.092,0.082,0.082,0.101,0.076,0.135,0.072,0.182,0.067,0.0,0.0,0.0,0.0
7143,6808.09887758363,293.177718177374,6814.17338850729,307.725405916119,4.61154795214882,7.50571302407247,10.5059925722133,2.87551811176402,0.991,-0.125,0.805,-0.58,0.424,-0.887,-0.071,-0.974,-0.57,-0.769,-0.831,-0.264,-0.66,0.21,-0.341,0.362,-0.13,0.328,-0.023,0.258,0.027,0.198,0.051,0.153,0.063,0.122,0.07,0.1,0.077,0.084,0.082,0.076,0.0,0.0,0.0,0.0
7144,6817.46972509826,299.546427200772,6810.21702870804,308.321741823956,6.04572155870188,14.0563719615773,8.90770499553367,4.10962771040654,0.986,-0.157,0.702,-0.707,0.125,-0.983,-0.532,-0.799,-0.813,-0.164,-0.509,0.3,-0.181,0.339,-0.027,0.256,0.033,0.182,0.056,0.131,0.065,0.099,0.071,0.078,0.078,0.065,0.09,0.057,0.111,0.052,0.14,0.047,0.0,0.0,0.0,0.0
7145,6818.66684531917,301.231015766113,6809.87168161291,298.989588545876,2.88429068274739,12.5338657663744,9.48816503255844,5.28244410453432,0.988,-0.143,0.749,-0.656,0.254,-0.958,-0.36,-0.901,-0.773,-0.413,-0.667,0.133,-0.344,0.324,-0.127,0.3,-0.021,0.234,0.027,0.177,0.049,0.137,0.061,0.109,0.07,0.091,0.079,0.078,0.091,0.07,0.105,0.067,0.0,0.0,0.0,0.0
7146,6803.43921951896,303.04768316705,6807.94278361239,306.383768665107,5.24656266085452,7.34581192788333,5.81967076072416,4.02530160047345,0.993,-0.109,0.852,-0.517,0.549,-0.827,0.139,-0.977,-0.308,-0.935,-0.719,-0.674,-0.936,-0.167,-0.723,0.352,-0.31,0.492,-0.06,0.393,0.04,0.274,0.072,0.189,0.079,0.133,0.078,0.096,0.074,0.071,0.07,0.057,0.0,0.0,0.0,0.0
7147,6817.33972972376,299.283677626936,6813.96806804154,293.476352019378,2.77937191280187,9.3336023825859,6.94572989517528,6.64964547855416,0.991,-0.122,0.814,-0.572,0.445,-0.886,-0.045,-0.991,-0.559,-0.817,-0.883,-0.311,-0.724,0.245,-0.34,0.42,-0.096,0.354,0.01,0.257,0.05,0.183,0.064,0.132,0.068,0.098,0.068,0.075,0.068,0.059,0.068,0.05,0.0,0.0,0.0,0.0
7148,6806.0722904216,302.476364523579,6812.92889666157,299.360931229901,4.5394981683286,14.0430927004313,9.17589094426685,5.09672042202688,0.986,-0.155,0.709,-0.699,0.148,-0.979,-0.504,-0.825,-0.827,-0.209,-0.545,0.294,-0.198,0.352,-0.031,0.266,0.033,0.188,0.056,0.135,0.066,0.101,0.071,0.08,0.078,0.066,0.088,0.057,0.107,0.051,0.132,0.047,0.0,0.0,0.0,0.0
