NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
8961,6816.12,304.79,6805.33,293.80,6810.93,294.47,3.83,9.98,13.83,8.81,4.63,1.04,0.98,-0.20,0.52,-0.85,-0.28,-0.94,-0.89,-0.36,-0.70,0.49,0.03,0.59,0.26,0.22,0.20,0.03,0.12,-0.03,0.07,-0.05,0.05,-0.05,0.03,-0.05,0.02,-0.05,0.01,-0.06,0.00,-0.09,-0.02,-0.14
8962,6806.58,294.16,6808.80,302.23,6803.53,305.64,4.03,9.09,14.97,8.62,8.80,3.68,0.97,-0.24,0.37,-0.91,-0.53,-0.81,-0.96,0.01,-0.35,0.85,0.49,0.34,0.25,-0.09,0.08,-0.10,0.02,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.07,-0.06,-0.11,0.54
8963,6804.06,304.62,6818.40,302.86,6809.70,305.80,4.30,7.33,10.96,13.80,9.43,4.48,0.97,-0.24,0.35,-0.93,-0.58,-0.80,-0.95,0.13,-0.20,0.82,0.47,0.28,0.22,-0.10,0.06,-0.10,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02,-0.04,-0.03
8964,6808.72,303.40,6803.11,290.94,6816.65,299.80,3.64,5.87,8.27,8.36,5.31,3.63,0.98,-0.17,0.65,-0.76,0.01,-0.99,-0.63,-0.75,-0.97,-0.14,-0.77,0.59,0.01,0.93,0.61,0.33,0.34,-0.14,0.11,-0.15,0.03,-0.10,-0.00,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
8965,6808.98,301.20,6816.12,300.27,6811.48,297.82,1.94,9.19,10.76,12.30,5.78,3.10,0.98,-0.21,0.51,-0.86,-0.31,-0.94,-0.92,-0.32,-0.68,0.55,0.10,0.62,0.31,0.18,0.20,-0.01,0.10,-0.06,0.05,-0.06,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
8966,6814.12,293.83,6812.91,291.32,6814.54,306.43,4.07,9.03,11.64,11.41,7.22,2.69,0.97,-0.22,0.44,-0.89,-0.44,-0.89,-0.97,-0.14,-0.52,0.76,0.38,0.49,0.30,-0.01,0.12,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.03,-0.02,-0.03
8967,6811.33,297.51,6809.32,300.81,6811.74,299.36,4.91,7.34,13.14,10.44,7.71,3.12,0.97,-0.22,0.42,-0.89,-0.44,-0.88,-0.96,-0.14,-0.55,0.76,0.42,0.56,0.34,-0.04,0.11,-0.11,0.03,-0.08,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.04,-0.03
8968,6801.63,302.62,6816.03,304.19,6814.96,291.46,4.72,8.47,14.29,10.54,6.75,3.42,0.97,-0.23,0.39,-0.91,-0.50,-0.84,-0.95,-0.03,-0.40,0.79,0.42,0.43,0.29,-0.05,0.10,-0.10,0.03,-0.08,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-0.05,-0.04,-0.15,-0.08
8969,6809.23,291.46,6814.85,295.56,6808.36,301.06,2.39,6.91,9.84,11.07,6.52,3.52,0.98,-0.19,0.56,-0.82,-0.20,-0.97,-0.84,-0.50,-0.89,0.35,-0.13,0.80,0.39,0.34,0.28,-0.01,0.13,-0.08,0.06,-0.08,0.02,-0.06,0.01,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03
8970,6812.10,305.13,6802.59,295.15,6804.32,291.87,3.67,4.28,14.55,11.09,4.61,1.56,0.98,-0.20,0.55,-0.82,-0.19,-0.93,-0.74,-0.47,-0.76,0.19,-0.33,0.57,0.14,0.49,0.30,0.19,0.23,-0.00,0.14,-0.07,0.08,-0.08,0.05,-0.08,0.03,-0.09,0.01,-0.09,-0.01,-0.12,-0.07,-0.19
8971,6815.59,309.55,6808.96,310.48,6816.34,304.33,2.16,6.14,10.24,7.96,6.61,1.08,0.98,-0.17,0.66,-0.74,0.05,-0.98,-0.60,-0.79,-0.97,-0.16,-0.69,0.59,0.03,0.68,0.30,0.30,0.25,0.06,0.16,-0.03,0.10,-0.05,0.06,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.04,0.01,-0.04
8972,6802.64,304.67,6802.27,308.47,6808.80,290.26,3.33,4.01,11.28,12.14,9.73,4.81,0.97,-0.22,0.45,-0.88,-0.40,-0.90,-0.94,-0.18,-0.52,0.63,0.17,0.53,0.31,0.15,0.20,-0.05,0.09,-0.09,0.03,-0.08,0.00,-0.06,-0.01,-0.04,-0.01,-0.04,-0.02,-0.03,-0.03,-0.03,-0.04,-0.03
8973,6808.52,295.11,6813.50,296.13,6814.14,301.37,2.31,9.71,7.07,8.50,5.98,2.84,0.98,-0.18,0.63,-0.77,-0.03,-0.99,-0.68,-0.70,-0.97,-0.03,-0.66,0.71,0.25,0.79,0.46,0.13,0.23,-0.09,0.10,-0.10,0.04,-0.07,0.01,-0.06,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
8974,6806.79,304.02,6817.86,301.95,6802.55,298.30,2.98,7.16,10.48,13.04,7.27,2.22,0.98,-0.21,0.50,-0.86,-0.33,-0.94,-0.92,-0.30,-0.67,0.56,0.12,0.62,0.32,0.17,0.20,-0.03,0.10,-0.06,0.05,-0.06,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
8975,6815.59,294.06,6814.02,305.97,6804.28,300.91,4.29,5.86,6.51,12.35,5.15,3.22,0.98,-0.18,0.61,-0.78,-0.07,-0.98,-0.69,-0.66,-0.92,-0.01,-0.63,0.65,0.14,0.84,0.58,0.20,0.28,-0.15,0.09,-0.14,0.02,-0.09,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02
8976,6818.66,308.48,6817.33,293.03,6817.71,299.43,1.95,8.05,12.19,14.78,9.72,3.75,0.97,-0.24,0.35,-0.93,-0.60,-0.78,-0.93,0.21,-0.06,0.69,0.29,0.21,0.18,-0.01,0.09,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.05,-0.06,-0.09,-0.27,-0.19
8977,6802.69,308.66,6803.43,294.96,6811.59,299.30,1.11,7.68,8.35,9.48,8.56,4.90,0.98,-0.19,0.56,-0.82,-0.19,-0.97,-0.83,-0.52,-0.93,0.31,-0.13,0.91,0.45,0.28,0.25,-0.04,0.11,-0.07,0.05,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
8978,6818.15,308.64,6815.70,290.35,6817.08,308.09,3.84,4.73,6.56,7.30,7.98,2.09,0.98,-0.16,0.69,-0.72,0.12,-0.98,-0.52,-0.85,-0.93,-0.30,-0.83,0.37,-0.34,0.77,0.31,0.69,0.53,0.10,0.25,-0.15,0.09,-0.13,0.03,-0.09,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03
8979,6814.32,310.60,6809.93,303.09,6818.18,295.21,4.01,4.35,10.49,8.99,5.26,4.51,0.98,-0.18,0.59,-0.79,-0.09,-0.96,-0.68,-0.63,-0.92,0.00,-0.62,0.68,0.18,0.82,0.58,0.19,0.28,-0.17,0.08,-0.15,0.01,-0.10,-0.01,-0.06,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02
8980,6813.76,302.06,6807.11,304.02,6807.10,303.50,4.29,4.69,10.91,12.73,5.72,4.86,0.98,-0.21,0.49,-0.86,-0.30,-0.90,-0.83,-0.36,-0.77,0.40,-0.08,0.79,0.49,0.34,0.31,-0.11,0.09,-0.14,0.01,-0.10,-0.01,-0.06,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02
8981,6806.32,306.77,6814.56,296.37,6806.41,297.26,2.88,4.55,6.63,12.37,7.06,4.54,0.98,-0.18,0.60,-0.79,-0.10,-0.98,-0.75,-0.62,-0.92,0.13,-0.42,0.68,0.19,0.59,0.40,0.19,0.26,-0.07,0.11,-0.12,0.03,-0.09,0.00,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03
8982,6813.19,308.97,6804.15,309.82,6811.18,299.20,1.02,9.22,7.85,7.33,9.04,4.19,0.98,-0.19,0.59,-0.80,-0.13,-0.97,-0.74,-0.58,-0.91,0.09,-0.53,0.82,0.49,0.59,0.35,-0.01,0.15,-0.09,0.07,-0.08,0.03,-0.06,0.01,-0.04,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
8983,6815.54,292.06,6803.09,297.11,6805.93,294.58,1.91,8.82,11.66,9.53,4.61,1.80,0.98,-0.19,0.59,-0.80,-0.13,-0.98,-0.79,-0.56,-0.85,0.23,-0.26,0.63,0.18,0.41,0.24,0.14,0.18,0.01,0.12,-0.04,0.07,-0.05,0.05,-0.05,0.03,-0.05,0.02,-0.05,0.01,-0.06,0.00,-0.06
8984,6804.84,305.50,6817.18,298.54,6809.08,310.21,1.95,7.69,11.71,7.63,6.42,1.81,0.98,-0.18,0.61,-0.78,-0.07,-0.98,-0.72,-0.65,-0.94,0.08,-0.43,0.72,0.22,0.53,0.30,0.15,0.20,-0.01,0.12,-0.05,0.07,-0.06,0.04,-0.06,0.02,-0.05,0.01,-0.05,0.01,-0.05,-0.00,-0.05
8985,6815.05,306.94,6806.17,299.69,6818.02,296.43,4.64,4.79,11.57,13.45,7.01,2.10,0.98,-0.21,0.48,-0.86,-0.34,-0.91,-0.86,-0.26,-0.63,0.45,-0.02,0.63,0.35,0.27,0.25,-0.03,0.12,-0.09,0.05,-0.08,0.02,-0.06,0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.02,-0.05,-0.04,-0.05
8986,6810.18,301.32,6813.04,307.11,6803.69,305.70,3.26,8.66,9.60,14.74,5.07,2.26,0.98,-0.21,0.50,-0.86,-0.32,-0.93,-0.91,-0.32,-0.69,0.55,0.11,0.64,0.33,0.18,0.20,-0.02,0.10,-0.07,0.05,-0.07,0.02,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.02,-0.05,-0.03,-0.06
8987,6802.56,299.63,6811.47,301.43,6810.98,296.32,4.26,9.93,6.08,13.55,4.11,3.07,0.98,-0.20,0.55,-0.82,-0.18,-0.95,-0.79,-0.54,-0.95,0.23,-0.30,0.90,0.50,0.47,0.36,-0.05,0.14,-0.12,0.05,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.02
8988,6801.99,305.89,6809.76,298.20,6817.53,301.76,3.46,5.51,7.10,13.97,7.82,3.69,0.98,-0.20,0.53,-0.84,-0.25,-0.95,-0.85,-0.41,-0.77,0.38,-0.15,0.71,0.37,0.40,0.34,-0.02,0.14,-0.12,0.04,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03
8989,6811.96,303.13,6814.31,309.44,6815.52,290.18,1.81,4.36,7.41,8.94,8.30,4.64,0.98,-0.17,0.64,-0.76,-0.00,-0.99,-0.66,-0.74,-0.98,-0.07,-0.64,0.67,0.13,0.71,0.38,0.25,0.27,-0.02,0.14,-0.08,0.07,-0.08,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
8990,6807.55,306.06,6802.24,294.89,6818.25,294.75,1.31,8.52,6.74,13.19,5.11,4.28,0.98,-0.19,0.59,-0.79,-0.10,-0.98,-0.76,-0.63,-0.97,0.14,-0.41,0.81,0.35,0.55,0.36,0.06,0.18,-0.07,0.09,-0.08,0.04,-0.07,0.02,-0.06,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
8991,6804.46,293.56,6804.61,308.81,6815.89,293.61,2.13,8.29,13.61,7.21,9.85,1.39,0.98,-0.21,0.50,-0.84,-0.27,-0.91,-0.86,-0.41,-0.82,0.51,0.12,0.69,0.31,0.18,0.20,-0.00,0.11,-0.05,0.07,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.05,0.00,-0.06,-0.01,-0.07,-0.02,-0.10
8992,6815.52,306.22,6810.42,291.85,6803.01,309.30,3.66,9.00,11.82,7.08,6.68,2.98,0.98,-0.20,0.53,-0.84,-0.24,-0.95,-0.86,-0.45,-0.86,0.38,-0.10,0.86,0.50,0.30,0.28,-0.09,0.10,-0.11,0.03,-0.08,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02
8993,6808.21,301.84,6813.45,290.43,6808.91,298.46,1.11,4.77,12.50,10.59,5.11,2.02,0.98,-0.18,0.62,-0.77,-0.05,-0.98,-0.69,-0.64,-0.84,0.05,-0.43,0.51,0.01,0.47,0.18,0.27,0.20,0.11,0.16,0.02,0.12,-0.02,0.09,-0.05,0.07,-0.06,0.05,-0.07,0.04,-0.08,0.03,-0.09
8994,6816.16,304.59,6817.24,297.83,6816.70,293.08,2.09,9.37,8.70,8.89,8.75,3.65,0.98,-0.20,0.53,-0.84,-0.25,-0.95,-0.86,-0.44,-0.89,0.40,-0.00,0.93,0.49,0.19,0.22,-0.08,0.09,-0.09,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02
8995,6811.84,309.16,6801.49,306.78,6816.16,292.64,4.79,9.61,10.28,10.02,5.74,4.24,0.97,-0.21,0.47,-0.87,-0.36,-0.92,-0.94,-0.28,-0.72,0.63,0.25,0.79,0.49,0.03,0.16,-0.15,0.03,-0.10,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01
8996,6805.33,291.62,6814.31,294.95,6803.40,291.16,2.48,5.20,14.00,14.30,7.78,3.96,0.97,-0.23,0.39,-0.91,-0.50,-0.82,-0.89,-0.00,-0.34,0.63,0.22,0.40,0.26,0.08,0.15,-0.05,0.08,-0.07,0.03,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.06,-0.03,-0.07,-0.09,-0.12,-0.60,-0.06
8997,6811.38,297.92,6805.90,300.91,6804.54,295.75,1.73,6.21,13.05,9.34,4.05,2.08,0.98,-0.18,0.62,-0.78,-0.06,-0.97,-0.69,-0.63,-0.84,0.04,-0.46,0.52,0.01,0.52,0.23,0.28,0.23,0.09,0.17,-0.01,0.12,-0.05,0.08,-0.07,0.05,-0.07,0.03,-0.08,0.02,-0.09,0.01,-0.10
8998,6801.04,299.28,6817.89,295.30,6809.87,297.62,3.78,5.53,14.66,12.21,5.29,1.99,0.98,-0.21,0.48,-0.86,-0.34,-0.89,-0.84,-0.28,-0.64,0.44,-0.01,0.60,0.29,0.27,0.24,0.02,0.14,-0.06,0.07,-0.08,0.04,-0.07,0.02,-0.07,0.00,-0.07,-0.01,-0.08,-0.05,-0.13,-0.34,-0.28
8999,6815.51,291.85,6805.27,308.39,6815.63,309.17,4.32,7.56,7.61,9.24,4.59,2.12,0.98,-0.17,0.64,-0.76,0.00,-0.99,-0.65,-0.75,-0.98,-0.10,-0.73,0.66,0.14,0.85,0.49,0.21,0.27,-0.08,0.12,-0.10,0.05,-0.08,0.01,-0.06,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
9000,6818.77,298.69,6804.12,308.21,6815.64,291.69,4.67,7.30,13.65,12.99,6.40,3.49,0.97,-0.23,0.38,-0.91,-0.51,-0.82,-0.93,-0.02,-0.39,0.75,0.39,0.44,0.30,-0.04,0.11,-0.10,0.03,-0.08,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.05,-0.04,-0.11,-0.07
9001,6813.53,305.89,6814.05,296.29,6809.67,303.91,1.03,6.17,9.45,13.08,7.13,3.77,0.98,-0.20,0.55,-0.83,-0.22,-0.97,-0.86,-0.46,-0.81,0.41,-0.05,0.67,0.28,0.28,0.22,0.04,0.13,-0.03,0.08,-0.05,0.05,-0.05,0.03,-0.05,0.01,-0.04,0.01,-0.04,0.00,-0.05,-0.01,-0.05
9002,6808.54,301.02,6816.72,310.79,6813.59,300.24,1.81,7.09,9.19,7.52,8.38,4.57,0.98,-0.19,0.58,-0.80,-0.13,-0.97,-0.76,-0.59,-0.95,0.14,-0.45,0.87,0.50,0.56,0.36,-0.03,0.15,-0.11,0.06,-0.09,0.02,-0.06,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
9003,6805.85,304.81,6802.31,296.15,6815.23,308.23,3.78,9.21,7.59,13.17,4.44,2.10,0.98,-0.19,0.56,-0.82,-0.18,-0.96,-0.81,-0.54,-0.92,0.28,-0.20,0.83,0.38,0.38,0.29,0.01,0.15,-0.07,0.07,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03
9004,6816.03,303.48,6803.64,310.15,6803.47,295.82,3.93,6.33,14.43,11.37,8.53,1.83,0.97,-0.22,0.43,-0.89,-0.43,-0.88,-0.95,-0.11,-0.45,0.67,0.25,0.47,0.28,0.07,0.15,-0.05,0.07,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.05,-0.01,-0.05,-0.02,-0.06,-0.04,-0.09,-0.18,-0.19
9005,6802.79,300.76,6804.91,303.76,6818.62,304.73,2.43,7.41,11.99,8.21,5.66,2.35,0.98,-0.19,0.59,-0.80,-0.12,-0.97,-0.76,-0.60,-0.92,0.16,-0.37,0.73,0.27,0.52,0.33,0.11,0.20,-0.04,0.10,-0.07,0.05,-0.07,0.02,-0.06,0.01,-0.05,0.00,-0.04,-0.01,-0.04,-0.01,-0.04
9006,6803.69,297.46,6816.66,299.24,6815.90,302.16,4.68,4.44,11.60,14.29,9.36,3.79,0.97,-0.23,0.39,-0.91,-0.52,-0.82,-0.89,0.03,-0.34,0.62,0.22,0.46,0.33,0.06,0.16,-0.10,0.05,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.03,-0.03,-0.04,-0.04,-0.08,-0.05
9007,6818.55,310.31,6808.50,293.57,6808.85,296.15,2.46,7.50,14.40,11.43,8.90,4.19,0.97,-0.23,0.38,-0.92,-0.53,-0.82,-0.95,0.04,-0.25,0.78,0.36,0.31,0.23,-0.02,0.10,-0.07,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.03,-0.04,-0.06,-0.07,-0.28,-0.12
9008,6818.98,308.01,6804.12,297.74,6805.11,292.21,1.80,6.66,11.39,12.36,9.77,2.84,0.97,-0.22,0.46,-0.88,-0.40,-0.91,-0.96,-0.17,-0.47,0.67,0.20,0.45,0.25,0.10,0.15,-0.02,0.09,-0.05,0.05,-0.05,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.05,-0.03,-0.07
9009,6810.94,292.53,6811.96,295.48,6818.49,298.76,1.18,5.80,13.82,14.21,6.66,4.21,0.97,-0.22,0.44,-0.89,-0.44,-0.86,-0.89,-0.11,-0.44,0.57,0.15,0.45,0.24,0.13,0.16,-0.00,0.10,-0.04,0.06,-0.06,0.04,-0.06,0.02,-0.06,0.01,-0.07,-0.01,-0.08,-0.05,-0.14,-0.34,-0.27
9010,6813.98,296.46,6807.20,295.12,6814.57,292.96,1.58,5.39,11.02,10.24,9.17,2.07,0.98,-0.19,0.56,-0.82,-0.18,-0.97,-0.85,-0.51,-0.83,0.38,-0.10,0.65,0.23,0.32,0.22,0.08,0.15,-0.01,0.09,-0.04,0.06,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.05,0.00,-0.05,-0.00,-0.05
9011,6802.80,298.08,6808.29,309.02,6815.29,310.88,2.31,6.56,10.24,9.94,5.23,2.28,0.98,-0.18,0.62,-0.78,-0.05,-0.99,-0.70,-0.68,-0.94,0.04,-0.50,0.67,0.16,0.59,0.33,0.20,0.23,-0.01,0.13,-0.06,0.07,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04
9012,6802.55,309.61,6808.84,294.38,6814.72,301.30,4.58,9.51,10.82,10.50,4.53,2.30,0.98,-0.20,0.52,-0.85,-0.28,-0.95,-0.90,-0.39,-0.79,0.51,0.07,0.72,0.36,0.21,0.22,-0.04,0.10,-0.08,0.04,-0.07,0.02,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
9013,6807.21,299.84,6815.32,309.50,6814.80,295.04,2.62,5.92,13.54,10.28,4.72,4.49,0.98,-0.20,0.52,-0.84,-0.25,-0.92,-0.80,-0.41,-0.78,0.29,-0.23,0.71,0.35,0.45,0.35,0.02,0.17,-0.11,0.07,-0.10,0.02,-0.08,-0.00,-0.06,-0.01,-0.05,-0.02,-0.05,-0.03,-0.05,-0.04,-0.06
9014,6816.86,305.98,6816.80,304.94,6801.29,294.85,4.61,9.62,11.38,9.11,6.88,2.94,0.97,-0.21,0.47,-0.87,-0.37,-0.92,-0.95,-0.26,-0.70,0.66,0.32,0.72,0.40,0.01,0.15,-0.11,0.05,-0.09,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02
9015,6802.04,300.40,6805.16,302.72,6804.62,306.77,2.11,5.07,14.17,8.30,4.56,1.04,0.98,-0.17,0.63,-0.76,-0.00,-0.96,-0.62,-0.70,-0.87,-0.07,-0.56,0.48,-0.06,0.55,0.19,0.33,0.23,0.14,0.19,0.03,0.14,-0.03,0.11,-0.05,0.08,-0.07,0.07,-0.09,0.06,-0.11,0.05,-0.16
9016,6802.69,294.03,6811.90,297.30,6813.50,303.85,3.19,7.29,12.98,12.09,6.05,4.41,0.97,-0.22,0.43,-0.89,-0.43,-0.87,-0.92,-0.15,-0.55,0.65,0.27,0.59,0.36,0.05,0.16,-0.10,0.05,-0.09,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.05,-0.04
9017,6811.73,300.19,6802.37,299.82,6813.88,303.54,3.03,7.88,10.76,14.61,6.46,3.15,0.97,-0.22,0.45,-0.89,-0.42,-0.89,-0.94,-0.15,-0.52,0.66,0.24,0.52,0.30,0.08,0.16,-0.06,0.07,-0.07,0.03,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.03,-0.05,-0.05,-0.06
9018,6807.01,305.11,6809.92,298.50,6815.25,306.79,1.01,9.76,8.84,12.23,4.70,1.21,0.98,-0.18,0.61,-0.78,-0.08,-0.99,-0.76,-0.64,-0.91,0.19,-0.27,0.62,0.14,0.39,0.19,0.16,0.15,0.05,0.12,0.00,0.09,-0.02,0.06,-0.03,0.05,-0.04,0.04,-0.04,0.03,-0.05,0.03,-0.06
9019,6816.34,294.09,6815.23,294.30,6809.34,297.20,4.26,8.13,8.12,11.60,4.65,2.96,0.98,-0.19,0.56,-0.82,-0.17,-0.97,-0.80,-0.55,-0.94,0.25,-0.29,0.87,0.47,0.46,0.35,-0.04,0.14,-0.12,0.04,-0.09,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
9020,6809.92,301.19,6810.37,301.90,6810.62,301.25,4.49,9.10,8.66,12.77,4.60,3.87,0.98,-0.21,0.50,-0.86,-0.30,-0.93,-0.90,-0.36,-0.81,0.52,0.10,0.83,0.49,0.16,0.22,-0.12,0.07,-0.11,0.01,-0.07,-0.01,-0.05,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02
9021,6812.39,300.61,6814.70,301.79,6818.61,300.12,4.46,5.53,9.90,12.25,7.99,4.99,0.97,-0.22,0.46,-0.88,-0.39,-0.90,-0.94,-0.23,-0.65,0.63,0.22,0.72,0.47,0.06,0.17,-0.15,0.03,-0.11,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01
9022,6803.71,294.63,6815.57,298.44,6805.03,310.09,3.73,7.78,6.50,11.09,5.67,3.83,0.98,-0.19,0.59,-0.80,-0.11,-0.98,-0.76,-0.62,-0.97,0.12,-0.51,0.83,0.46,0.73,0.48,-0.05,0.16,-0.16,0.04,-0.11,0.00,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
9023,6813.79,302.11,6809.40,307.10,6809.55,294.80,2.88,8.73,8.60,12.35,8.65,4.28,0.97,-0.22,0.46,-0.88,-0.40,-0.91,-0.96,-0.21,-0.65,0.71,0.39,0.65,0.36,-0.02,0.13,-0.11,0.04,-0.08,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02
9024,6815.01,306.46,6817.93,297.86,6804.06,292.09,2.69,6.13,14.75,8.05,7.83,1.89,0.98,-0.20,0.52,-0.83,-0.23,-0.94,-0.84,-0.46,-0.83,0.40,-0.06,0.72,0.32,0.30,0.26,0.03,0.15,-0.06,0.08,-0.07,0.04,-0.07,0.02,-0.06,0.01,-0.06,-0.00,-0.07,-0.02,-0.09,-0.07,-0.15
9025,6804.45,295.12,6801.01,291.83,6807.54,308.19,2.35,5.72,10.00,11.79,9.54,2.42,0.98,-0.20,0.52,-0.84,-0.28,-0.95,-0.90,-0.37,-0.71,0.50,0.02,0.61,0.28,0.24,0.22,0.02,0.12,-0.05,0.07,-0.06,0.03,-0.06,0.01,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.04
9026,6808.01,308.26,6818.43,297.38,6808.19,308.20,3.22,7.82,10.71,11.87,7.58,2.82,0.98,-0.21,0.48,-0.87,-0.35,-0.93,-0.94,-0.27,-0.66,0.63,0.23,0.63,0.35,0.10,0.17,-0.07,0.07,-0.08,0.03,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
9027,6804.75,307.95,6807.14,298.91,6813.97,303.90,2.13,9.92,6.04,10.28,7.37,2.88,0.98,-0.18,0.59,-0.80,-0.11,-0.97,-0.74,-0.61,-0.96,0.10,-0.50,0.84,0.45,0.60,0.38,0.01,0.16,-0.10,0.07,-0.09,0.03,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02
9028,6809.77,302.02,6806.35,291.65,6802.71,303.90,4.62,6.71,6.37,12.53,7.84,1.10,0.98,-0.19,0.57,-0.81,-0.17,-0.97,-0.78,-0.51,-0.82,0.19,-0.39,0.68,0.33,0.59,0.37,0.03,0.16,-0.09,0.07,-0.08,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
