NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
1426,6807.25,310.35,6807.87,304.07,6815.82,308.24,1.01,9.58,11.57,8.91,5.71,1.14,0.98,-0.18,0.60,-0.79,-0.11,-0.97,-0.76,-0.59,-0.88,0.20,-0.26,0.63,0.15,0.38,0.19,0.15,0.15,0.04,0.11,-0.01,0.08,-0.03,0.06,-0.03,0.05,-0.04,0.04,-0.05,0.03,-0.06,0.03,-0.07
1427,6805.28,309.24,6812.39,297.41,6814.61,296.24,4.55,6.44,10.73,9.74,4.68,2.20,0.98,-0.19,0.59,-0.80,-0.12,-0.97,-0.75,-0.60,-0.93,0.14,-0.42,0.77,0.33,0.58,0.38,0.07,0.19,-0.09,0.08,-0.09,0.03,-0.07,0.01,-0.06,-0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03
1428,6803.97,290.87,6818.53,305.72,6807.93,293.03,4.39,9.95,11.19,11.12,5.07,3.50,0.97,-0.22,0.46,-0.88,-0.40,-0.90,-0.95,-0.20,-0.60,0.68,0.28,0.61,0.37,0.05,0.16,-0.10,0.05,-0.09,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02
1429,6815.96,301.06,6814.12,293.55,6806.60,306.80,4.35,7.39,12.40,10.80,5.22,3.53,0.98,-0.21,0.48,-0.86,-0.34,-0.91,-0.90,-0.31,-0.73,0.54,0.12,0.74,0.43,0.16,0.22,-0.10,0.08,-0.10,0.02,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
1430,6804.05,299.61,6812.44,308.37,6817.73,307.13,2.17,5.57,8.45,7.10,9.67,4.60,0.98,-0.18,0.60,-0.79,-0.09,-0.97,-0.73,-0.64,-0.97,0.07,-0.52,0.80,0.37,0.68,0.44,0.05,0.20,-0.12,0.07,-0.10,0.02,-0.08,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1431,6810.06,309.63,6806.15,307.00,6812.59,294.60,1.11,8.88,12.03,8.43,7.03,2.29,0.98,-0.19,0.56,-0.82,-0.18,-0.96,-0.80,-0.52,-0.87,0.30,-0.15,0.72,0.27,0.34,0.23,0.07,0.15,-0.02,0.09,-0.04,0.05,-0.05,0.03,-0.05,0.02,-0.05,0.01,-0.05,0.01,-0.05,-0.00,-0.06
1432,6811.56,294.50,6810.59,303.07,6816.94,305.96,4.73,7.27,10.88,12.77,5.08,1.92,0.98,-0.21,0.51,-0.85,-0.30,-0.93,-0.88,-0.35,-0.75,0.49,0.07,0.72,0.37,0.20,0.21,-0.04,0.10,-0.07,0.04,-0.07,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
1433,6809.77,301.29,6814.80,297.98,6813.26,309.58,4.97,5.07,9.55,8.08,9.74,3.19,0.98,-0.20,0.54,-0.82,-0.20,-0.96,-0.86,-0.50,-0.88,0.35,-0.21,0.84,0.53,0.48,0.37,-0.13,0.10,-0.15,0.01,-0.09,-0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.02,-0.01
1434,6809.92,300.00,6807.66,299.56,6811.62,294.70,1.41,8.22,11.44,13.76,8.97,3.54,0.97,-0.23,0.42,-0.90,-0.48,-0.86,-0.97,-0.02,-0.29,0.73,0.27,0.33,0.21,0.04,0.12,-0.04,0.06,-0.05,0.03,-0.05,0.02,-0.04,0.01,-0.04,0.00,-0.04,-0.01,-0.05,-0.02,-0.06,-0.04,-0.09
1435,6804.59,291.06,6812.03,308.18,6810.97,302.47,1.45,9.49,8.77,7.84,9.27,3.07,0.98,-0.19,0.56,-0.82,-0.19,-0.95,-0.78,-0.52,-0.93,0.23,-0.24,0.92,0.46,0.34,0.27,-0.03,0.12,-0.07,0.06,-0.07,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1436,6801.58,298.02,6807.56,298.02,6809.28,310.05,4.48,8.88,10.30,9.16,6.67,1.39,0.98,-0.20,0.54,-0.83,-0.24,-0.96,-0.88,-0.46,-0.88,0.44,0.04,0.85,0.42,0.19,0.21,-0.05,0.09,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1437,6810.23,300.52,6810.95,294.25,6813.84,296.59,1.41,9.78,8.42,10.30,4.21,3.58,0.98,-0.18,0.61,-0.78,-0.07,-0.99,-0.74,-0.65,-0.93,0.11,-0.44,0.68,0.18,0.58,0.35,0.17,0.23,-0.03,0.12,-0.08,0.06,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.01,-0.04,-0.01,-0.03
1438,6806.41,294.66,6803.93,308.04,6809.06,296.66,1.67,7.66,12.85,10.28,9.33,1.21,0.98,-0.21,0.49,-0.85,-0.31,-0.93,-0.94,-0.31,-0.61,0.62,0.13,0.49,0.22,0.16,0.16,0.02,0.10,-0.02,0.07,-0.04,0.05,-0.04,0.03,-0.04,0.02,-0.05,0.01,-0.06,0.01,-0.07,-0.01,-0.10
1439,6811.70,300.02,6803.04,301.83,6818.01,290.82,1.26,4.35,13.34,13.48,9.85,3.30,0.97,-0.22,0.44,-0.89,-0.44,-0.88,-0.92,-0.07,-0.35,0.58,0.13,0.38,0.19,0.14,0.15,0.02,0.10,-0.03,0.07,-0.04,0.05,-0.05,0.03,-0.06,0.02,-0.07,0.01,-0.09,-0.03,-0.14,-0.12,-0.23
1440,6806.23,292.80,6808.26,308.00,6813.20,306.94,2.53,4.60,14.51,11.41,8.19,2.80,0.97,-0.21,0.47,-0.86,-0.35,-0.90,-0.90,-0.24,-0.57,0.54,0.07,0.54,0.27,0.21,0.21,0.01,0.13,-0.06,0.07,-0.07,0.04,-0.07,0.01,-0.06,0.00,-0.06,-0.01,-0.07,-0.04,-0.10,-0.13,-0.16
1441,6817.65,293.67,6801.63,296.77,6801.26,291.10,2.45,6.48,11.72,14.41,6.66,3.77,0.97,-0.22,0.45,-0.89,-0.41,-0.89,-0.92,-0.16,-0.52,0.61,0.19,0.53,0.30,0.12,0.18,-0.05,0.08,-0.07,0.04,-0.07,0.01,-0.05,0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.03,-0.06,-0.06,-0.08
1442,6806.00,298.60,6807.31,301.21,6806.59,292.54,3.32,9.49,8.24,8.41,6.51,3.37,0.98,-0.19,0.57,-0.81,-0.16,-0.98,-0.81,-0.56,-0.95,0.22,-0.36,0.89,0.55,0.53,0.36,-0.09,0.12,-0.13,0.03,-0.09,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
1443,6809.75,299.15,6806.44,302.78,6806.64,296.20,1.44,6.53,10.31,8.28,8.02,1.24,0.98,-0.18,0.63,-0.76,-0.02,-0.98,-0.67,-0.72,-0.98,-0.00,-0.48,0.70,0.16,0.52,0.25,0.19,0.19,0.04,0.13,-0.02,0.08,-0.04,0.06,-0.04,0.04,-0.04,0.03,-0.04,0.02,-0.04,0.01,-0.05
1444,6815.20,295.08,6802.96,306.18,6803.15,297.73,4.51,5.51,12.95,7.15,5.58,2.12,0.98,-0.19,0.59,-0.79,-0.08,-0.96,-0.70,-0.65,-0.95,0.05,-0.54,0.74,0.27,0.71,0.45,0.12,0.24,-0.10,0.10,-0.11,0.04,-0.09,0.01,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
1445,6802.65,307.84,6812.89,296.49,6807.90,307.70,4.75,6.10,6.87,13.18,4.58,3.72,0.98,-0.19,0.57,-0.81,-0.14,-0.95,-0.73,-0.57,-0.90,0.10,-0.52,0.74,0.34,0.77,0.55,0.02,0.20,-0.18,0.05,-0.13,0.00,-0.08,-0.01,-0.05,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02
1446,6816.00,294.54,6814.82,302.06,6804.54,291.34,4.43,9.50,9.82,8.98,5.46,4.07,0.98,-0.20,0.52,-0.85,-0.28,-0.95,-0.90,-0.40,-0.83,0.48,0.00,0.86,0.56,0.23,0.24,-0.15,0.06,-0.12,0.01,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
1447,6803.63,302.04,6805.18,292.44,6806.80,295.02,1.29,7.88,8.81,8.63,6.87,4.21,0.98,-0.18,0.60,-0.79,-0.10,-0.99,-0.75,-0.64,-0.96,0.10,-0.48,0.82,0.40,0.58,0.36,0.04,0.17,-0.08,0.07,-0.08,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
1448,6801.13,310.60,6809.08,304.19,6804.16,305.82,3.85,6.25,12.08,14.86,6.17,2.61,0.97,-0.22,0.44,-0.89,-0.42,-0.87,-0.89,-0.15,-0.52,0.57,0.16,0.55,0.32,0.13,0.19,-0.05,0.09,-0.08,0.04,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.05,-0.02,-0.05,-0.04,-0.07,-0.10,-0.11
1449,6811.52,307.54,6808.00,290.41,6805.13,296.95,4.17,5.48,8.77,13.30,7.11,2.43,0.98,-0.20,0.53,-0.84,-0.26,-0.95,-0.85,-0.40,-0.76,0.36,-0.15,0.71,0.37,0.39,0.31,-0.02,0.13,-0.10,0.05,-0.09,0.01,-0.06,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03
1450,6813.28,297.09,6811.50,300.17,6809.24,292.63,3.25,6.09,7.29,11.80,6.79,3.55,0.98,-0.19,0.58,-0.81,-0.14,-0.98,-0.79,-0.58,-0.93,0.20,-0.38,0.79,0.39,0.59,0.41,0.01,0.17,-0.13,0.06,-0.10,0.01,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1451,6811.07,290.44,6807.85,298.32,6801.33,299.73,1.29,9.95,9.83,12.47,7.51,5.00,0.97,-0.22,0.45,-0.89,-0.41,-0.90,-0.96,-0.17,-0.56,0.74,0.36,0.51,0.29,0.01,0.12,-0.07,0.05,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
1452,6814.66,305.71,6806.70,290.68,6815.50,300.48,2.26,8.79,13.48,13.58,9.42,2.71,0.97,-0.24,0.35,-0.93,-0.60,-0.79,-0.93,0.21,-0.05,0.67,0.27,0.21,0.18,-0.00,0.09,-0.05,0.05,-0.05,0.02,-0.05,0.01,-0.04,0.00,-0.04,-0.01,-0.05,-0.02,-0.06,-0.07,-0.11,-0.43,-0.22
1453,6802.53,305.57,6814.64,310.25,6811.35,309.68,2.27,5.90,11.65,10.75,6.69,2.53,0.98,-0.19,0.56,-0.82,-0.18,-0.97,-0.82,-0.51,-0.85,0.31,-0.18,0.70,0.28,0.38,0.27,0.07,0.17,-0.04,0.09,-0.07,0.05,-0.06,0.02,-0.06,0.01,-0.05,0.00,-0.05,-0.01,-0.04,-0.01,-0.05
1454,6803.16,293.77,6803.70,306.96,6813.31,300.91,3.11,6.01,9.98,9.17,5.20,3.54,0.98,-0.18,0.61,-0.78,-0.07,-0.98,-0.71,-0.66,-0.95,0.03,-0.57,0.71,0.23,0.73,0.47,0.15,0.25,-0.10,0.10,-0.12,0.03,-0.09,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02
1455,6808.92,301.45,6805.12,297.70,6816.16,297.79,1.02,7.77,8.56,13.94,7.07,3.84,0.98,-0.20,0.53,-0.84,-0.26,-0.95,-0.90,-0.41,-0.78,0.51,0.07,0.67,0.30,0.21,0.20,0.00,0.11,-0.05,0.06,-0.05,0.03,-0.05,0.02,-0.04,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.05
1456,6816.55,299.07,6816.38,295.12,6808.60,293.87,4.38,5.96,12.76,14.66,7.90,4.26,0.97,-0.24,0.35,-0.93,-0.57,-0.77,-0.90,0.10,-0.25,0.73,0.39,0.35,0.27,-0.06,0.09,-0.11,0.02,-0.08,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.06,-0.04,-0.17,-0.07
1457,6817.30,298.52,6814.12,310.65,6812.38,309.94,3.54,7.93,14.75,7.51,4.48,2.48,0.98,-0.20,0.54,-0.83,-0.21,-0.94,-0.80,-0.46,-0.80,0.29,-0.22,0.68,0.28,0.43,0.32,0.08,0.19,-0.06,0.10,-0.09,0.04,-0.09,0.02,-0.07,0.00,-0.07,-0.01,-0.07,-0.04,-0.09,-0.10,-0.15
1458,6812.11,294.01,6809.41,292.14,6810.65,310.52,4.56,8.21,13.04,11.06,4.82,4.21,0.97,-0.22,0.44,-0.89,-0.42,-0.87,-0.92,-0.18,-0.58,0.64,0.25,0.63,0.40,0.06,0.17,-0.12,0.05,-0.10,0.01,-0.07,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.02,-0.03,-0.03,-0.04,-0.03
1459,6805.00,294.17,6810.42,307.23,6816.39,297.75,2.63,9.11,7.50,9.68,9.53,4.89,0.98,-0.21,0.50,-0.86,-0.32,-0.93,-0.90,-0.34,-0.81,0.51,0.12,0.93,0.54,0.06,0.17,-0.14,0.05,-0.10,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
1460,6807.79,308.53,6809.13,293.14,6812.77,290.13,2.43,8.31,12.90,12.01,8.46,4.02,0.97,-0.23,0.40,-0.91,-0.51,-0.84,-0.97,0.00,-0.30,0.79,0.36,0.34,0.24,-0.02,0.10,-0.07,0.04,-0.06,0.01,-0.05,0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.05,-0.06
1461,6804.48,297.93,6815.34,304.15,6817.13,296.82,1.58,9.19,7.55,12.15,6.87,3.50,0.98,-0.20,0.55,-0.82,-0.20,-0.97,-0.84,-0.51,-0.92,0.35,-0.09,0.85,0.41,0.29,0.25,-0.02,0.12,-0.07,0.06,-0.07,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1462,6808.28,292.69,6804.73,297.70,6803.11,292.50,2.70,8.11,8.61,14.04,6.52,4.48,0.97,-0.21,0.48,-0.87,-0.34,-0.92,-0.93,-0.30,-0.72,0.60,0.22,0.73,0.41,0.09,0.18,-0.10,0.06,-0.09,0.02,-0.07,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.02,-0.02,-0.03
1463,6807.58,300.18,6804.45,299.03,6814.91,301.80,3.12,4.66,7.44,10.02,8.12,4.38,0.98,-0.18,0.60,-0.79,-0.10,-0.99,-0.76,-0.64,-0.95,0.14,-0.43,0.74,0.26,0.62,0.43,0.13,0.23,-0.11,0.08,-0.12,0.02,-0.08,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1464,6808.30,298.48,6805.38,294.69,6818.31,295.33,2.67,9.02,13.69,14.71,4.69,1.39,0.97,-0.22,0.43,-0.89,-0.45,-0.86,-0.89,-0.06,-0.37,0.56,0.12,0.39,0.20,0.14,0.15,0.02,0.10,-0.03,0.07,-0.04,0.05,-0.05,0.03,-0.06,0.02,-0.07,0.01,-0.11,-0.05,-0.23,-0.88,-0.01
1465,6813.97,304.15,6804.41,298.64,6816.55,293.92,3.99,6.16,12.94,11.42,6.65,2.54,0.98,-0.21,0.48,-0.86,-0.34,-0.92,-0.90,-0.29,-0.68,0.54,0.11,0.67,0.37,0.17,0.21,-0.06,0.09,-0.09,0.04,-0.07,0.01,-0.06,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05
1466,6817.82,297.38,6816.11,290.39,6812.21,297.11,3.84,5.64,13.97,10.10,5.47,3.79,0.98,-0.21,0.49,-0.85,-0.30,-0.90,-0.84,-0.36,-0.76,0.41,-0.06,0.76,0.43,0.31,0.29,-0.07,0.11,-0.12,0.04,-0.09,0.00,-0.07,-0.01,-0.05,-0.02,-0.04,-0.02,-0.04,-0.03,-0.04,-0.06,-0.05
1467,6818.84,290.56,6808.29,297.12,6815.83,307.90,2.69,4.70,6.58,7.98,8.52,3.93,0.98,-0.17,0.66,-0.75,0.04,-0.99,-0.61,-0.78,-0.97,-0.15,-0.73,0.56,-0.06,0.80,0.45,0.42,0.38,-0.03,0.17,-0.13,0.06,-0.11,0.01,-0.08,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02
1468,6802.42,301.78,6813.62,290.01,6809.17,307.25,4.48,4.51,7.07,14.37,4.11,1.88,0.98,-0.18,0.62,-0.77,-0.05,-0.96,-0.63,-0.63,-0.81,-0.07,-0.62,0.43,-0.15,0.69,0.37,0.46,0.38,0.03,0.20,-0.11,0.09,-0.11,0.04,-0.09,0.01,-0.07,-0.00,-0.06,-0.01,-0.06,-0.02,-0.06
1469,6807.49,298.36,6807.11,308.62,6810.19,296.84,3.53,7.68,13.61,8.68,4.69,3.95,0.98,-0.20,0.51,-0.85,-0.28,-0.93,-0.84,-0.38,-0.76,0.39,-0.11,0.73,0.41,0.37,0.32,-0.04,0.13,-0.12,0.04,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04,-0.04,-0.04
1470,6808.75,306.27,6816.90,293.04,6805.50,298.82,2.21,8.50,7.68,8.17,9.87,2.95,0.98,-0.19,0.57,-0.81,-0.17,-0.96,-0.79,-0.55,-0.93,0.20,-0.33,0.90,0.50,0.43,0.31,-0.04,0.13,-0.10,0.05,-0.08,0.02,-0.06,0.01,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1471,6811.91,304.37,6806.50,310.74,6814.87,305.74,2.43,8.61,13.37,11.10,7.47,2.49,0.97,-0.22,0.45,-0.88,-0.41,-0.89,-0.95,-0.16,-0.49,0.68,0.24,0.47,0.27,0.08,0.15,-0.04,0.08,-0.06,0.04,-0.06,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.05,-0.02,-0.06,-0.05,-0.09
1472,6807.56,291.44,6812.87,302.24,6805.45,309.14,2.03,5.26,13.91,7.37,8.65,3.06,0.98,-0.20,0.54,-0.82,-0.19,-0.94,-0.80,-0.52,-0.90,0.30,-0.16,0.79,0.35,0.37,0.28,0.04,0.16,-0.06,0.08,-0.08,0.04,-0.07,0.02,-0.06,0.01,-0.06,-0.01,-0.06,-0.02,-0.06,-0.03,-0.07
1473,6815.52,298.60,6815.64,290.69,6807.51,301.36,2.11,8.39,13.76,7.68,4.20,4.40,0.98,-0.20,0.54,-0.83,-0.23,-0.94,-0.79,-0.42,-0.74,0.26,-0.28,0.60,0.22,0.50,0.37,0.12,0.21,-0.09,0.09,-0.11,0.03,-0.09,0.01,-0.07,-0.01,-0.06,-0.02,-0.05,-0.03,-0.06,-0.05,-0.07
1474,6816.30,302.81,6811.23,296.54,6810.08,306.10,2.97,4.24,11.03,7.01,9.22,3.83,0.98,-0.19,0.58,-0.79,-0.10,-0.96,-0.73,-0.64,-0.98,0.12,-0.44,0.80,0.32,0.61,0.42,0.10,0.22,-0.10,0.09,-0.11,0.03,-0.09,0.00,-0.06,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03
1475,6818.64,297.37,6808.06,295.54,6810.86,309.38,2.74,9.85,9.00,9.45,7.56,1.84,0.98,-0.20,0.55,-0.83,-0.20,-0.96,-0.84,-0.50,-0.92,0.35,-0.06,0.86,0.40,0.26,0.23,-0.02,0.11,-0.06,0.05,-0.06,0.03,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1476,6814.48,307.34,6813.77,309.79,6803.81,300.54,3.13,6.08,7.74,10.41,8.25,2.03,0.98,-0.18,0.60,-0.79,-0.09,-0.99,-0.76,-0.63,-0.93,0.13,-0.44,0.73,0.27,0.59,0.38,0.11,0.20,-0.07,0.09,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
1477,6801.24,305.97,6815.41,296.91,6810.57,299.38,1.59,7.29,6.64,10.00,6.94,2.27,0.98,-0.17,0.66,-0.75,0.04,-0.99,-0.61,-0.77,-0.97,-0.16,-0.74,0.61,0.07,0.77,0.38,0.27,0.26,0.01,0.14,-0.06,0.08,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.03
1478,6818.25,296.66,6802.43,305.87,6801.32,309.81,1.08,8.89,6.46,7.60,9.11,4.13,0.98,-0.18,0.61,-0.79,-0.08,-0.97,-0.69,-0.64,-0.91,-0.01,-0.66,0.69,0.34,0.82,0.45,0.05,0.19,-0.10,0.08,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1479,6812.95,295.62,6801.32,294.46,6801.01,293.17,1.97,7.13,14.87,12.59,8.73,4.34,0.97,-0.24,0.36,-0.92,-0.56,-0.79,-0.93,0.11,-0.17,0.72,0.31,0.27,0.21,-0.00,0.10,-0.06,0.05,-0.06,0.02,-0.05,0.01,-0.05,-0.00,-0.04,-0.01,-0.05,-0.03,-0.07,-0.15,-0.14,-0.01,0.33
1480,6812.17,300.67,6815.93,294.10,6811.62,291.40,2.96,7.87,9.11,8.84,7.26,2.76,0.98,-0.19,0.58,-0.81,-0.15,-0.98,-0.80,-0.58,-0.96,0.23,-0.31,0.89,0.48,0.45,0.33,-0.04,0.13,-0.10,0.05,-0.08,0.02,-0.06,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1481,6813.59,292.45,6817.27,293.89,6806.80,308.75,3.23,5.25,14.77,11.75,8.75,4.78,0.97,-0.23,0.38,-0.91,-0.51,-0.81,-0.93,0.01,-0.33,0.73,0.33,0.40,0.28,0.00,0.12,-0.09,0.04,-0.08,0.01,-0.06,-0.01,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04,-0.07,-0.06,-0.38,-0.03
1482,6805.70,295.57,6802.68,294.72,6816.36,299.56,4.19,5.17,12.70,12.68,5.01,2.52,0.98,-0.20,0.50,-0.85,-0.29,-0.91,-0.82,-0.35,-0.72,0.36,-0.12,0.67,0.34,0.35,0.29,0.01,0.15,-0.09,0.07,-0.09,0.03,-0.07,0.01,-0.06,-0.01,-0.05,-0.01,-0.05,-0.03,-0.05,-0.04,-0.07
1483,6815.59,297.13,6808.94,293.44,6816.26,302.20,1.83,9.41,13.01,9.42,6.24,4.59,0.97,-0.21,0.47,-0.88,-0.38,-0.90,-0.90,-0.23,-0.64,0.55,0.15,0.66,0.37,0.13,0.19,-0.07,0.08,-0.08,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.02,-0.04,-0.03,-0.04
1484,6802.27,295.14,6809.21,309.58,6803.48,292.63,3.72,6.99,14.49,10.30,9.68,3.52,0.97,-0.23,0.38,-0.91,-0.51,-0.83,-0.97,0.01,-0.32,0.82,0.42,0.35,0.26,-0.05,0.10,-0.09,0.03,-0.07,0.01,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.05,-0.05,-0.19,-0.10
1485,6801.46,305.86,6813.95,301.33,6813.39,306.20,2.30,5.07,7.24,10.48,4.44,3.74,0.98,-0.16,0.68,-0.72,0.10,-0.98,-0.52,-0.82,-0.90,-0.30,-0.85,0.37,-0.30,0.81,0.34,0.60,0.44,0.11,0.25,-0.09,0.11,-0.12,0.04,-0.09,0.01,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03
1486,6807.49,300.07,6808.41,295.93,6801.95,303.92,2.13,5.17,13.95,14.50,7.25,3.18,0.97,-0.22,0.43,-0.89,-0.45,-0.85,-0.88,-0.08,-0.41,0.55,0.12,0.44,0.24,0.15,0.18,0.00,0.11,-0.05,0.06,-0.06,0.03,-0.07,0.02,-0.07,0.00,-0.07,-0.02,-0.09,-0.09,-0.17,-0.69,-0.12
1487,6816.82,297.80,6816.54,299.94,6808.47,291.56,2.69,9.78,11.90,13.43,7.67,4.21,0.97,-0.24,0.37,-0.92,-0.56,-0.81,-0.96,0.10,-0.19,0.81,0.39,0.26,0.21,-0.05,0.08,-0.08,0.03,-0.06,0.01,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.05,-0.05
1488,6804.24,290.49,6818.97,298.93,6809.12,305.37,2.05,9.78,9.77,11.73,9.72,1.26,0.97,-0.21,0.47,-0.87,-0.36,-0.91,-0.94,-0.26,-0.58,0.70,0.24,0.47,0.24,0.09,0.14,-0.01,0.08,-0.04,0.05,-0.04,0.03,-0.04,0.02,-0.04,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.05
1489,6811.15,305.08,6807.42,294.14,6807.95,292.04,4.68,9.84,7.02,8.63,6.40,1.57,0.98,-0.18,0.59,-0.80,-0.12,-0.98,-0.76,-0.61,-0.95,0.12,-0.51,0.84,0.50,0.63,0.38,-0.04,0.15,-0.11,0.06,-0.08,0.02,-0.06,0.01,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1490,6817.48,299.51,6813.09,295.12,6812.64,298.93,2.72,8.15,9.35,9.91,7.59,3.33,0.98,-0.20,0.54,-0.83,-0.23,-0.96,-0.87,-0.47,-0.90,0.41,-0.04,0.88,0.47,0.25,0.25,-0.07,0.10,-0.09,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02
1491,6811.63,303.08,6815.92,301.64,6812.18,294.78,3.52,6.46,7.12,11.38,9.94,1.42,0.98,-0.19,0.56,-0.82,-0.20,-0.97,-0.82,-0.48,-0.81,0.28,-0.26,0.70,0.33,0.45,0.32,0.03,0.15,-0.08,0.07,-0.08,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
1492,6808.98,306.18,6817.75,303.29,6812.72,297.20,4.60,9.12,12.26,8.78,5.16,4.25,0.97,-0.21,0.47,-0.87,-0.36,-0.91,-0.92,-0.27,-0.69,0.58,0.14,0.74,0.48,0.13,0.20,-0.14,0.05,-0.12,0.00,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
1493,6817.97,298.92,6802.19,300.40,6806.66,294.77,4.13,7.23,12.52,11.21,6.57,1.86,0.98,-0.21,0.49,-0.86,-0.34,-0.92,-0.92,-0.29,-0.68,0.58,0.17,0.65,0.34,0.14,0.19,-0.05,0.09,-0.07,0.04,-0.06,0.02,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05
