NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
5421,6816.658,304.334,6817.476,303.447,6818.199,307.033,4.342,7.117,9.564,9.343,9.237,2.788,0.977,-0.205,0.512,-0.848,-0.281,-0.949,-0.908,-0.391,-0.828,0.494,0.059,0.883,0.523,0.151,0.210,-0.126,0.063,-0.104,0.015,-0.068,-0.001,-0.045,-0.007,-0.032,-0.010,-0.024,-0.011,-0.019,-0.013,-0.017,-0.014,-0.016
5422,6807.042,310.244,6809.408,302.392,6812.237,299.044,1.982,8.235,8.634,10.655,7.181,2.623,0.980,-0.189,0.577,-0.811,-0.155,-0.980,-0.813,-0.565,-0.942,0.275,-0.198,0.828,0.367,0.371,0.275,0.023,0.143,-0.060,0.070,-0.065,0.034,-0.056,0.015,-0.046,0.005,-0.038,-0.001,-0.033,-0.005,-0.030,-0.008,-0.029
5423,6806.706,302.382,6804.332,302.432,6813.077,300.358,4.043,6.204,6.730,12.989,5.670,3.408,0.980,-0.188,0.582,-0.804,-0.135,-0.969,-0.756,-0.581,-0.911,0.135,-0.469,0.746,0.336,0.699,0.486,0.036,0.194,-0.151,0.057,-0.119,0.010,-0.079,-0.006,-0.053,-0.011,-0.038,-0.014,-0.029,-0.016,-0.023,-0.017,-0.021
5424,6816.768,307.684,6809.628,308.346,6813.869,299.787,3.972,5.238,14.270,9.119,4.629,1.056,0.980,-0.188,0.579,-0.794,-0.116,-0.951,-0.722,-0.583,-0.866,0.117,-0.409,0.643,0.172,0.537,0.309,0.180,0.222,-0.003,0.136,-0.058,0.082,-0.070,0.050,-0.071,0.031,-0.071,0.018,-0.077,0.005,-0.096,-0.014,-0.138
5425,6806.365,304.742,6801.548,303.367,6817.906,304.498,2.024,6.972,7.054,7.916,7.318,1.416,0.986,-0.161,0.687,-0.719,0.109,-0.982,-0.515,-0.833,-0.925,-0.314,-0.884,0.418,-0.176,0.858,0.376,0.433,0.315,0.066,0.183,-0.044,0.102,-0.063,0.057,-0.060,0.032,-0.051,0.017,-0.044,0.008,-0.038,0.004,-0.035
5426,6817.109,293.564,6811.526,304.406,6818.012,291.525,4.499,6.174,13.470,12.139,7.963,2.779,0.972,-0.227,0.411,-0.897,-0.469,-0.855,-0.941,-0.071,-0.444,0.707,0.328,0.492,0.314,0.006,0.131,-0.094,0.046,-0.080,0.012,-0.059,-0.001,-0.044,-0.008,-0.036,-0.014,-0.033,-0.021,-0.034,-0.035,-0.042,-0.069,-0.063
5427,6807.505,296.556,6801.381,306.368,6812.681,293.703,2.803,5.633,6.589,12.715,9.609,1.659,0.980,-0.189,0.577,-0.811,-0.164,-0.972,-0.789,-0.513,-0.802,0.221,-0.310,0.614,0.188,0.488,0.314,0.144,0.207,-0.036,0.108,-0.076,0.053,-0.072,0.025,-0.062,0.009,-0.053,-0.001,-0.047,-0.008,-0.045,-0.014,-0.046
5428,6802.375,304.110,6810.962,310.799,6813.304,290.925,1.898,8.657,13.709,14.209,6.620,1.431,0.973,-0.222,0.432,-0.896,-0.464,-0.870,-0.921,-0.030,-0.316,0.590,0.148,0.352,0.186,0.115,0.137,0.014,0.094,-0.024,0.065,-0.039,0.047,-0.047,0.035,-0.055,0.027,-0.069,0.017,-0.102,-0.026,-0.217,-0.815,-0.277
5429,6813.033,308.355,6814.043,309.715,6805.699,306.404,4.810,8.408,13.279,11.125,6.809,1.651,0.973,-0.221,0.437,-0.888,-0.430,-0.886,-0.963,-0.140,-0.503,0.739,0.336,0.477,0.282,0.023,0.130,-0.066,0.057,-0.065,0.025,-0.053,0.009,-0.043,0.001,-0.038,-0.005,-0.036,-0.012,-0.038,-0.023,-0.049,-0.046,-0.071
5430,6807.275,303.807,6815.462,306.888,6811.421,291.299,3.790,5.467,10.732,13.818,6.063,1.288,0.978,-0.199,0.533,-0.838,-0.254,-0.945,-0.835,-0.391,-0.724,0.353,-0.137,0.627,0.267,0.348,0.258,0.056,0.153,-0.046,0.083,-0.064,0.045,-0.062,0.024,-0.056,0.011,-0.052,0.002,-0.053,-0.007,-0.058,-0.017,-0.070
5431,6808.385,296.691,6801.483,304.013,6810.405,308.520,4.203,8.648,12.012,10.338,8.746,4.947,0.971,-0.232,0.384,-0.914,-0.519,-0.836,-0.983,-0.010,-0.404,0.880,0.585,0.378,0.250,-0.141,0.055,-0.112,0.005,-0.065,-0.007,-0.039,-0.011,-0.026,-0.012,-0.019,-0.013,-0.015,-0.015,-0.013,-0.018,-0.013,-0.024,-0.014
5432,6801.246,296.291,6805.209,291.894,6810.736,298.195,2.572,8.817,11.454,12.053,5.519,3.265,0.976,-0.210,0.487,-0.867,-0.347,-0.924,-0.921,-0.272,-0.645,0.575,0.138,0.617,0.331,0.157,0.197,-0.043,0.092,-0.074,0.039,-0.065,0.015,-0.053,0.002,-0.043,-0.005,-0.037,-0.011,-0.035,-0.017,-0.036,-0.024,-0.040
5433,6809.973,305.790,6814.884,310.602,6802.047,302.890,3.388,8.215,6.814,12.796,9.664,3.756,0.975,-0.213,0.474,-0.874,-0.369,-0.913,-0.918,-0.254,-0.690,0.572,0.183,0.771,0.464,0.068,0.172,-0.128,0.049,-0.097,0.009,-0.063,-0.004,-0.043,-0.009,-0.031,-0.012,-0.024,-0.014,-0.020,-0.017,-0.019,-0.020,-0.019
5434,6814.115,293.267,6817.436,300.211,6817.842,306.854,2.867,7.517,11.155,10.721,4.756,4.986,0.978,-0.202,0.520,-0.846,-0.270,-0.938,-0.855,-0.400,-0.801,0.395,-0.102,0.792,0.468,0.335,0.297,-0.084,0.103,-0.122,0.028,-0.087,0.001,-0.059,-0.008,-0.041,-0.012,-0.031,-0.014,-0.025,-0.017,-0.022,-0.020,-0.021
5435,6806.717,304.891,6809.415,302.024,6812.894,294.098,1.332,8.750,14.704,9.987,6.238,3.418,0.975,-0.213,0.468,-0.874,-0.376,-0.893,-0.882,-0.214,-0.570,0.532,0.099,0.545,0.276,0.175,0.190,-0.005,0.108,-0.053,0.060,-0.060,0.034,-0.058,0.018,-0.057,0.006,-0.060,-0.006,-0.074,-0.044,-0.123,-0.395,-0.181
5436,6818.520,292.486,6818.660,307.375,6816.563,305.211,2.659,6.275,7.761,12.349,5.295,4.469,0.981,-0.187,0.586,-0.801,-0.124,-0.975,-0.761,-0.601,-0.945,0.145,-0.436,0.797,0.371,0.624,0.427,0.036,0.189,-0.124,0.065,-0.108,0.017,-0.076,-0.001,-0.053,-0.009,-0.039,-0.012,-0.030,-0.014,-0.024,-0.016,-0.022
5437,6810.605,308.289,6803.302,293.135,6811.803,295.705,2.403,9.319,13.737,8.825,9.462,2.472,0.973,-0.223,0.428,-0.887,-0.424,-0.871,-0.955,-0.158,-0.506,0.761,0.336,0.451,0.269,0.030,0.132,-0.057,0.062,-0.062,0.029,-0.053,0.012,-0.045,0.003,-0.041,-0.004,-0.040,-0.012,-0.044,-0.027,-0.057,-0.058,-0.086
5438,6808.334,291.322,6801.840,290.219,6814.273,295.592,2.711,6.552,13.738,13.211,7.792,1.902,0.973,-0.221,0.435,-0.891,-0.448,-0.875,-0.924,-0.075,-0.390,0.614,0.176,0.416,0.234,0.110,0.155,-0.015,0.089,-0.049,0.051,-0.054,0.028,-0.053,0.015,-0.052,0.005,-0.056,-0.007,-0.069,-0.033,-0.107,-0.140,-0.216
5439,6817.678,303.042,6808.638,304.482,6805.180,309.482,1.121,8.970,12.733,10.449,5.834,3.547,0.977,-0.204,0.513,-0.852,-0.299,-0.936,-0.876,-0.332,-0.682,0.463,0.008,0.611,0.281,0.239,0.211,0.018,0.122,-0.045,0.068,-0.056,0.038,-0.054,0.021,-0.050,0.010,-0.048,0.001,-0.050,-0.008,-0.057,-0.020,-0.071
5440,6810.361,302.590,6808.723,297.236,6810.622,290.353,4.782,9.008,9.905,13.492,4.188,1.260,0.977,-0.205,0.509,-0.853,-0.294,-0.933,-0.887,-0.363,-0.753,0.519,0.110,0.665,0.313,0.176,0.192,-0.012,0.103,-0.052,0.055,-0.054,0.030,-0.049,0.015,-0.044,0.006,-0.041,-0.000,-0.040,-0.007,-0.043,-0.014,-0.049
5441,6815.859,298.779,6810.807,304.721,6813.953,293.299,1.237,9.776,7.916,14.707,5.195,3.736,0.977,-0.201,0.529,-0.832,-0.235,-0.955,-0.881,-0.441,-0.809,0.453,-0.008,0.710,0.329,0.264,0.235,0.007,0.128,-0.058,0.067,-0.064,0.034,-0.058,0.017,-0.051,0.006,-0.047,-0.002,-0.046,-0.010,-0.050,-0.019,-0.059
5442,6808.139,296.865,6814.624,306.415,6803.825,303.445,1.693,8.533,13.646,8.191,4.048,2.256,0.981,-0.186,0.586,-0.802,-0.139,-0.965,-0.749,-0.536,-0.791,0.166,-0.339,0.548,0.090,0.463,0.242,0.218,0.218,0.044,0.153,-0.035,0.099,-0.064,0.062,-0.071,0.038,-0.074,0.022,-0.079,0.007,-0.093,-0.010,-0.121
5443,6803.641,306.186,6804.415,294.850,6803.606,307.326,4.901,7.393,8.656,12.566,6.203,1.942,0.978,-0.201,0.527,-0.843,-0.262,-0.949,-0.863,-0.413,-0.828,0.404,-0.045,0.838,0.458,0.239,0.239,-0.069,0.095,-0.090,0.037,-0.069,0.012,-0.051,0.001,-0.039,-0.004,-0.032,-0.008,-0.027,-0.012,-0.025,-0.015,-0.025
5444,6814.772,309.184,6803.744,300.621,6809.640,294.228,4.332,8.603,10.825,13.080,6.209,4.352,0.972,-0.225,0.416,-0.901,-0.464,-0.862,-0.960,-0.105,-0.517,0.768,0.441,0.547,0.338,-0.069,0.101,-0.122,0.022,-0.081,-0.002,-0.051,-0.009,-0.034,-0.012,-0.025,-0.014,-0.020,-0.016,-0.017,-0.020,-0.017,-0.026,-0.019
5445,6802.805,309.915,6814.323,296.130,6803.214,298.066,2.834,4.531,12.106,7.026,5.783,4.334,0.982,-0.180,0.612,-0.773,-0.046,-0.958,-0.638,-0.674,-0.913,-0.081,-0.695,0.596,0.062,0.845,0.529,0.295,0.332,-0.095,0.132,-0.142,0.043,-0.110,0.007,-0.078,-0.008,-0.057,-0.014,-0.043,-0.018,-0.036,-0.021,-0.032
5446,6817.246,308.884,6818.314,293.433,6807.598,304.911,4.513,6.125,8.623,11.174,8.734,4.671,0.976,-0.211,0.484,-0.867,-0.341,-0.927,-0.933,-0.300,-0.727,0.575,0.129,0.800,0.541,0.119,0.192,-0.170,0.035,-0.115,-0.003,-0.065,-0.012,-0.039,-0.013,-0.025,-0.013,-0.018,-0.013,-0.013,-0.014,-0.011,-0.015,-0.010
5447,6818.468,303.275,6808.236,305.223,6801.543,307.818,1.002,9.013,8.290,13.000,9.875,2.856,0.976,-0.210,0.484,-0.866,-0.340,-0.916,-0.925,-0.296,-0.659,0.650,0.222,0.540,0.265,0.110,0.154,-0.016,0.086,-0.042,0.049,-0.045,0.029,-0.042,0.017,-0.040,0.009,-0.039,0.003,-0.041,-0.004,-0.046,-0.012,-0.055
5448,6818.978,308.331,6805.622,296.739,6809.617,293.071,1.103,4.435,7.974,10.726,6.285,4.835,0.984,-0.172,0.647,-0.756,0.008,-0.989,-0.640,-0.743,-0.966,-0.089,-0.645,0.641,0.107,0.681,0.339,0.246,0.245,0.016,0.144,-0.052,0.080,-0.063,0.044,-0.059,0.023,-0.051,0.010,-0.044,0.003,-0.039,-0.002,-0.037
5449,6805.606,297.661,6804.678,301.810,6813.061,306.697,1.219,6.504,9.931,14.596,9.107,3.904,0.975,-0.215,0.462,-0.881,-0.401,-0.906,-0.954,-0.167,-0.477,0.660,0.201,0.450,0.242,0.105,0.151,-0.015,0.086,-0.045,0.049,-0.049,0.028,-0.047,0.015,-0.045,0.007,-0.046,-0.001,-0.051,-0.013,-0.067,-0.033,-0.096
5450,6804.095,290.998,6816.733,302.315,6808.654,309.662,1.194,6.495,11.562,13.671,5.838,2.069,0.979,-0.197,0.543,-0.834,-0.241,-0.957,-0.857,-0.397,-0.686,0.397,-0.082,0.536,0.175,0.287,0.188,0.101,0.144,0.012,0.103,-0.026,0.073,-0.042,0.052,-0.050,0.039,-0.057,0.029,-0.067,0.019,-0.086,0.009,-0.115
5451,6806.798,290.467,6802.059,303.818,6806.407,302.612,3.733,8.243,13.695,10.048,6.610,1.361,0.976,-0.211,0.483,-0.863,-0.340,-0.922,-0.930,-0.282,-0.646,0.612,0.182,0.582,0.297,0.130,0.174,-0.027,0.091,-0.056,0.048,-0.055,0.026,-0.049,0.013,-0.045,0.005,-0.045,-0.003,-0.049,-0.014,-0.064,-0.036,-0.097
5452,6809.561,302.051,6801.912,307.239,6805.003,301.669,1.344,9.951,10.900,9.437,4.997,1.523,0.981,-0.184,0.597,-0.796,-0.114,-0.981,-0.769,-0.588,-0.872,0.207,-0.268,0.634,0.166,0.399,0.216,0.147,0.165,0.028,0.114,-0.020,0.078,-0.037,0.054,-0.044,0.038,-0.047,0.027,-0.049,0.018,-0.053,0.013,-0.059
5453,6818.769,305.288,6817.962,302.235,6815.140,299.354,1.887,9.452,14.885,14.839,8.565,1.122,0.968,-0.241,0.337,-0.934,-0.628,-0.763,-0.841,0.285,-0.027,0.528,0.181,0.196,0.144,0.045,0.098,-0.008,0.068,-0.028,0.050,-0.038,0.039,-0.047,0.032,-0.061,0.026,-0.095,-0.009,-0.221,-0.443,0.432,-0.038,0.224
5454,6807.080,302.961,6801.892,310.297,6815.630,302.783,2.720,5.471,10.390,8.089,8.951,4.306,0.979,-0.195,0.554,-0.819,-0.181,-0.961,-0.818,-0.539,-0.944,0.291,-0.215,0.886,0.472,0.407,0.327,-0.046,0.132,-0.114,0.045,-0.090,0.011,-0.064,-0.003,-0.045,-0.009,-0.034,-0.012,-0.027,-0.014,-0.023,-0.016,-0.021
5455,6815.565,303.117,6815.784,295.918,6811.743,307.665,2.126,6.706,10.224,8.166,9.536,2.005,0.980,-0.189,0.575,-0.804,-0.135,-0.969,-0.785,-0.590,-0.957,0.233,-0.238,0.818,0.340,0.399,0.279,0.050,0.156,-0.048,0.082,-0.063,0.043,-0.057,0.022,-0.049,0.010,-0.043,0.002,-0.038,-0.004,-0.036,-0.008,-0.036
5456,6807.209,297.059,6814.448,298.987,6815.503,306.000,3.212,9.155,14.010,12.235,8.220,2.622,0.970,-0.236,0.366,-0.921,-0.561,-0.810,-0.954,0.113,-0.155,0.754,0.329,0.254,0.204,-0.017,0.094,-0.062,0.042,-0.057,0.017,-0.048,0.005,-0.041,-0.003,-0.038,-0.010,-0.039,-0.021,-0.048,-0.057,-0.082,-0.329,-0.182
5457,6815.785,300.493,6808.253,292.786,6802.088,301.992,1.151,5.868,13.453,7.650,6.384,2.948,0.981,-0.185,0.593,-0.790,-0.099,-0.962,-0.714,-0.609,-0.893,0.095,-0.421,0.665,0.181,0.527,0.294,0.173,0.211,0.005,0.131,-0.049,0.080,-0.062,0.049,-0.063,0.030,-0.062,0.016,-0.063,0.005,-0.070,-0.006,-0.083
5458,6814.615,310.779,6818.119,299.735,6810.791,290.517,2.648,6.936,9.336,8.295,4.264,4.176,0.983,-0.173,0.641,-0.761,-0.006,-0.987,-0.645,-0.724,-0.939,-0.092,-0.694,0.575,-0.004,0.821,0.511,0.352,0.347,-0.083,0.133,-0.138,0.042,-0.103,0.007,-0.070,-0.005,-0.049,-0.010,-0.035,-0.012,-0.027,-0.013,-0.023
5459,6808.055,296.506,6812.983,298.957,6807.883,304.203,2.267,9.737,11.417,9.082,8.020,2.033,0.977,-0.205,0.506,-0.853,-0.294,-0.935,-0.901,-0.371,-0.774,0.557,0.162,0.675,0.323,0.148,0.184,-0.026,0.094,-0.056,0.048,-0.054,0.024,-0.047,0.011,-0.040,0.004,-0.037,-0.002,-0.035,-0.008,-0.036,-0.013,-0.040
5460,6809.707,310.221,6816.874,297.286,6811.316,308.455,3.582,5.940,13.053,8.599,7.539,2.757,0.977,-0.202,0.521,-0.835,-0.239,-0.941,-0.857,-0.449,-0.854,0.406,-0.064,0.813,0.434,0.302,0.279,-0.050,0.119,-0.101,0.045,-0.084,0.013,-0.063,-0.001,-0.049,-0.008,-0.040,-0.013,-0.036,-0.019,-0.036,-0.027,-0.039
5461,6814.371,303.728,6810.954,291.031,6817.203,292.904,3.787,4.509,10.355,12.826,4.666,3.791,0.979,-0.194,0.551,-0.822,-0.194,-0.935,-0.751,-0.489,-0.819,0.181,-0.372,0.676,0.263,0.583,0.419,0.101,0.222,-0.116,0.080,-0.122,0.021,-0.090,-0.003,-0.064,-0.012,-0.048,-0.017,-0.038,-0.022,-0.033,-0.026,-0.032
5462,6816.509,290.849,6818.796,308.454,6812.147,290.525,1.306,6.662,12.431,7.095,7.598,1.252,0.982,-0.180,0.613,-0.772,-0.043,-0.965,-0.670,-0.685,-0.958,0.016,-0.466,0.694,0.163,0.514,0.253,0.186,0.191,0.037,0.131,-0.019,0.089,-0.039,0.062,-0.046,0.044,-0.050,0.032,-0.053,0.024,-0.059,0.018,-0.067
5463,6810.320,305.368,6815.060,301.273,6811.207,300.673,3.803,8.879,9.756,10.711,7.715,2.896,0.976,-0.210,0.487,-0.867,-0.342,-0.932,-0.941,-0.304,-0.750,0.627,0.281,0.752,0.404,0.043,0.159,-0.101,0.054,-0.084,0.016,-0.058,0.001,-0.041,-0.005,-0.030,-0.008,-0.024,-0.010,-0.020,-0.013,-0.019,-0.015,-0.018
5464,6809.493,310.638,6804.109,308.064,6804.893,307.092,3.722,9.437,13.446,13.180,9.556,3.108,0.967,-0.248,0.308,-0.943,-0.655,-0.742,-0.922,0.291,0.065,0.747,0.348,0.115,0.155,-0.067,0.058,-0.069,0.019,-0.053,0.004,-0.040,-0.004,-0.033,-0.009,-0.030,-0.016,-0.031,-0.027,-0.038,-0.066,-0.063,-0.294,-0.123
5465,6811.152,304.742,6816.633,306.451,6809.969,305.972,2.058,9.058,12.796,10.438,4.010,4.754,0.977,-0.206,0.501,-0.858,-0.322,-0.921,-0.854,-0.295,-0.651,0.412,-0.081,0.619,0.321,0.336,0.291,-0.004,0.137,-0.098,0.053,-0.090,0.016,-0.070,-0.001,-0.055,-0.010,-0.046,-0.017,-0.042,-0.025,-0.044,-0.038,-0.051
5466,6806.356,309.666,6808.439,304.413,6805.665,306.804,3.576,8.026,10.553,8.883,4.778,1.621,0.982,-0.183,0.605,-0.789,-0.088,-0.986,-0.748,-0.640,-0.955,0.126,-0.402,0.759,0.277,0.526,0.321,0.109,0.191,-0.039,0.100,-0.066,0.052,-0.063,0.026,-0.053,0.012,-0.045,0.003,-0.040,-0.003,-0.037,-0.006,-0.036
5467,6808.917,309.385,6814.865,302.072,6803.978,292.130,1.717,5.046,6.127,14.380,4.234,3.079,0.984,-0.166,0.665,-0.731,0.068,-0.969,-0.539,-0.776,-0.875,-0.238,-0.753,0.379,-0.241,0.689,0.230,0.514,0.346,0.181,0.261,-0.014,0.159,-0.082,0.089,-0.093,0.048,-0.087,0.023,-0.080,0.006,-0.075,-0.003,-0.075
5468,6805.508,304.049,6817.895,308.917,6808.052,301.140,4.384,7.103,6.637,13.322,4.236,3.103,0.981,-0.185,0.590,-0.795,-0.108,-0.963,-0.713,-0.614,-0.928,0.053,-0.566,0.739,0.311,0.763,0.502,0.077,0.223,-0.140,0.075,-0.124,0.019,-0.086,-0.002,-0.060,-0.010,-0.043,-0.014,-0.033,-0.016,-0.027,-0.018,-0.025
5469,6811.538,304.994,6812.247,310.811,6810.325,294.414,2.389,7.647,12.282,14.201,9.624,3.579,0.970,-0.236,0.365,-0.924,-0.570,-0.809,-0.946,0.134,-0.142,0.726,0.311,0.257,0.205,-0.009,0.098,-0.061,0.044,-0.059,0.018,-0.049,0.005,-0.042,-0.003,-0.039,-0.011,-0.039,-0.021,-0.046,-0.048,-0.069,-0.134,-0.125
5470,6815.265,298.728,6816.287,292.667,6812.640,302.521,2.194,5.950,14.984,8.396,6.794,1.962,0.978,-0.198,0.538,-0.822,-0.203,-0.940,-0.812,-0.478,-0.818,0.327,-0.152,0.676,0.261,0.361,0.259,0.082,0.171,-0.029,0.104,-0.062,0.062,-0.068,0.037,-0.069,0.020,-0.071,0.006,-0.082,-0.017,-0.120,-0.124,-0.233
5471,6809.764,291.112,6816.386,302.176,6816.256,301.148,1.732,7.132,12.629,14.401,8.936,3.358,0.971,-0.229,0.396,-0.912,-0.522,-0.839,-0.942,0.056,-0.228,0.676,0.247,0.311,0.208,0.045,0.121,-0.034,0.066,-0.050,0.036,-0.050,0.019,-0.047,0.008,-0.046,-0.001,-0.050,-0.012,-0.062,-0.041,-0.099,-0.157,-0.199
5472,6811.316,294.247,6802.518,300.932,6808.952,295.767,3.941,6.259,12.180,7.429,5.235,4.581,0.979,-0.193,0.557,-0.816,-0.172,-0.949,-0.768,-0.539,-0.901,0.182,-0.416,0.790,0.416,0.674,0.494,-0.039,0.161,-0.180,0.033,-0.122,-0.004,-0.075,-0.014,-0.048,-0.017,-0.033,-0.018,-0.025,-0.019,-0.021,-0.021,-0.019
5473,6801.371,295.537,6806.928,301.843,6812.887,304.071,4.534,4.436,10.933,13.704,5.146,1.565,0.979,-0.195,0.547,-0.825,-0.213,-0.936,-0.767,-0.444,-0.749,0.219,-0.307,0.599,0.203,0.494,0.329,0.128,0.207,-0.051,0.106,-0.084,0.052,-0.078,0.024,-0.068,0.008,-0.061,-0.003,-0.057,-0.013,-0.060,-0.023,-0.067
5474,6811.515,290.164,6818.630,295.271,6801.955,304.092,3.136,4.607,10.182,10.691,8.100,3.777,0.979,-0.197,0.544,-0.829,-0.216,-0.960,-0.853,-0.473,-0.841,0.374,-0.127,0.743,0.357,0.371,0.307,0.005,0.147,-0.097,0.056,-0.090,0.016,-0.067,-0.001,-0.049,-0.008,-0.037,-0.012,-0.030,-0.015,-0.026,-0.018,-0.025
5475,6804.016,296.068,6809.939,302.514,6806.201,305.796,1.754,4.109,8.013,10.343,7.664,2.663,0.984,-0.170,0.655,-0.749,0.027,-0.993,-0.636,-0.758,-0.950,-0.081,-0.600,0.568,-0.000,0.616,0.267,0.318,0.259,0.081,0.177,-0.028,0.106,-0.062,0.060,-0.066,0.032,-0.060,0.015,-0.053,0.004,-0.047,-0.001,-0.044
5476,6801.286,291.055,6812.073,296.548,6808.898,310.452,4.376,6.332,13.060,14.762,5.238,1.229,0.974,-0.216,0.452,-0.881,-0.402,-0.869,-0.860,-0.173,-0.532,0.518,0.099,0.526,0.271,0.167,0.184,-0.007,0.105,-0.051,0.060,-0.058,0.035,-0.057,0.020,-0.057,0.009,-0.062,-0.002,-0.077,-0.031,-0.124,-0.167,-0.250
5477,6804.498,298.357,6812.076,301.181,6808.682,307.245,3.471,5.411,14.627,14.123,8.660,1.056,0.971,-0.228,0.404,-0.902,-0.505,-0.835,-0.867,0.031,-0.306,0.549,0.146,0.377,0.219,0.116,0.155,-0.009,0.094,-0.048,0.056,-0.056,0.034,-0.059,0.020,-0.063,0.008,-0.076,-0.011,-0.114,-0.146,-0.279,-0.273,0.527
5478,6814.412,306.062,6801.509,290.687,6801.095,298.220,3.106,9.907,13.013,11.644,8.974,1.119,0.971,-0.229,0.401,-0.906,-0.501,-0.851,-0.983,0.013,-0.226,0.757,0.287,0.281,0.194,0.022,0.104,-0.035,0.057,-0.043,0.032,-0.041,0.019,-0.039,0.010,-0.038,0.004,-0.041,-0.003,-0.049,-0.017,-0.071,-0.049,-0.117
5479,6815.067,304.384,6811.931,308.032,6805.317,305.387,2.305,6.459,7.013,12.874,6.250,2.931,0.982,-0.182,0.608,-0.787,-0.082,-0.984,-0.732,-0.643,-0.940,0.090,-0.468,0.718,0.238,0.605,0.370,0.144,0.222,-0.052,0.109,-0.085,0.050,-0.076,0.021,-0.061,0.006,-0.050,-0.002,-0.042,-0.008,-0.037,-0.012,-0.036
5480,6808.346,309.168,6807.572,290.893,6818.529,310.295,3.801,7.942,11.427,13.617,7.356,2.995,0.972,-0.225,0.418,-0.901,-0.474,-0.863,-0.954,-0.067,-0.426,0.736,0.344,0.450,0.287,0.001,0.122,-0.082,0.046,-0.072,0.014,-0.054,0.001,-0.041,-0.006,-0.033,-0.011,-0.030,-0.016,-0.029,-0.024,-0.033,-0.038,-0.042
5481,6809.642,304.510,6808.740,304.987,6805.829,305.362,3.499,6.293,9.141,8.018,5.893,2.407,0.984,-0.173,0.644,-0.757,0.009,-0.989,-0.640,-0.752,-0.980,-0.110,-0.730,0.638,0.101,0.855,0.504,0.249,0.289,-0.079,0.121,-0.112,0.046,-0.087,0.015,-0.063,0.001,-0.046,-0.005,-0.035,-0.008,-0.028,-0.010,-0.024
5482,6801.635,298.887,6808.327,293.436,6809.257,295.451,3.118,6.766,13.707,7.931,5.295,4.117,0.978,-0.199,0.532,-0.832,-0.229,-0.934,-0.804,-0.453,-0.828,0.288,-0.248,0.765,0.409,0.476,0.369,-0.022,0.153,-0.128,0.050,-0.105,0.010,-0.075,-0.005,-0.055,-0.013,-0.044,-0.018,-0.038,-0.026,-0.038,-0.037,-0.044
5483,6810.571,308.647,6811.705,301.137,6817.477,305.762,4.093,4.004,12.981,7.948,4.520,4.858,0.980,-0.188,0.573,-0.797,-0.119,-0.927,-0.658,-0.584,-0.860,-0.013,-0.630,0.602,0.090,0.845,0.615,0.274,0.339,-0.185,0.092,-0.183,0.008,-0.118,-0.016,-0.076,-0.023,-0.051,-0.026,-0.038,-0.028,-0.031,-0.032,-0.029
5484,6813.012,305.748,6807.555,293.570,6802.642,302.113,4.392,9.001,9.364,12.923,5.760,1.056,0.977,-0.205,0.511,-0.854,-0.298,-0.941,-0.902,-0.359,-0.764,0.539,0.152,0.690,0.330,0.143,0.179,-0.031,0.089,-0.055,0.046,-0.051,0.024,-0.044,0.012,-0.038,0.005,-0.035,-0.000,-0.034,-0.005,-0.035,-0.010,-0.039
5485,6811.463,298.330,6812.479,300.848,6807.113,308.728,2.028,6.727,9.380,13.778,7.756,2.975,0.977,-0.205,0.511,-0.854,-0.301,-0.943,-0.910,-0.338,-0.694,0.530,0.075,0.619,0.299,0.204,0.206,-0.003,0.112,-0.056,0.058,-0.060,0.029,-0.054,0.013,-0.047,0.003,-0.043,-0.004,-0.042,-0.012,-0.045,-0.020,-0.052
5486,6807.612,292.884,6806.055,308.101,6807.692,299.009,2.753,4.478,14.847,9.642,8.894,4.596,0.973,-0.219,0.445,-0.871,-0.370,-0.878,-0.913,-0.245,-0.631,0.629,0.206,0.612,0.352,0.124,0.200,-0.068,0.087,-0.093,0.031,-0.078,0.005,-0.062,-0.007,-0.051,-0.016,-0.045,-0.026,-0.046,-0.050,-0.057,-0.117,-0.083
5487,6811.279,293.418,6802.585,300.491,6804.344,294.779,4.374,8.760,9.183,7.795,8.150,1.901,0.979,-0.196,0.549,-0.826,-0.206,-0.966,-0.842,-0.498,-0.918,0.319,-0.186,0.956,0.567,0.290,0.260,-0.099,0.092,-0.101,0.032,-0.071,0.009,-0.050,-0.001,-0.036,-0.005,-0.028,-0.008,-0.022,-0.009,-0.019,-0.011,-0.018
5488,6813.140,307.705,6804.659,293.624,6807.217,293.689,1.524,4.544,11.796,9.747,4.724,3.507,0.983,-0.175,0.631,-0.766,-0.028,-0.972,-0.639,-0.675,-0.866,-0.060,-0.591,0.507,-0.032,0.631,0.289,0.340,0.282,0.073,0.186,-0.042,0.110,-0.074,0.061,-0.076,0.033,-0.070,0.015,-0.064,0.003,-0.061,-0.005,-0.061
